	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201735042901	ダ	左	1200	曇	稍重	11:30	2017盛岡競馬開幕		2017-4-29	1	盛岡	1			2.0	180.0	1.0	2.0	120.0	1.0	7.0	170	3.0	1.0	220.0	6.0	2-7	500.0	2.0	2-7	260	2.0	1-2	340	4.0	1-7	830	12.0	2=>7	770.0	2.0	1-2-7	1390.0	5.0	2=>7=>1	3740.0	12.0			2,7,(3,6),1,5,(4,8)	2,7,1,(4,3),6,5,8					
201735042902	ダ	左	1200	曇	稍重	12:05	C2二十組		2017-4-29	1	盛岡	1			1.0	2670.0	7.0	1.0	480.0	8.0	7.0	270	5.0	6.0	220.0	3.0	1-7	13390.0	27.0	1-7	2,180	25.0	1-6	1,880	22.0	6-7	950	13.0	1=>7	26280.0	51.0	1-6-7	21210.0	48.0	1=>7=>6	169250.0	282.0			1,(4,5),6,2,8,3,7	1,(5,6),3,4,2,7,8					
201735042903	ダ	左	1200	小雨	稍重	12:40	C2十九組		2017-4-29	1	盛岡	1			2.0	180.0	1.0	2.0	100.0	1.0	6.0	110	2.0	3.0	120.0	3.0	2-6	420.0	1.0	2-6	160	1.0	2-3	270	2.0	3-6	320	6.0	2=>6	400.0	1.0	2-3-6	640.0	1.0	2=>6=>3	1640.0	2.0			2,3,(7,8),6,4,5,1	2,6,3,(4,5,7),8,1					
201735042904	ダ	左	1200	小雨	稍重	13:15	C2十八組		2017-4-29	1	盛岡	1			5.0	130.0	1.0	5.0	100.0	1.0	8.0	210	3.0	2.0	260.0	4.0	5-8	520.0	2.0	5-8	160	1.0	2-5	210	2.0	2-8	510	7.0	5=>8	630.0	2.0	2-5-8	960.0	2.0	5=>8=>2	2480.0	6.0			(5,7,8),(1,6),2,4,3	5,8,(1,7),6,2,3,4					
201735042905	ダ	左	1200	小雨	稍重	13:55	盛岡神子田朝市賞		2017-4-29	1	盛岡	1			6.0	250.0	1.0	6.0	110.0	1.0	5.0	140	2.0	2.0	170.0	5.0	5-6	430.0	1.0	5-6	210	1.0	2-6	270	3.0	2-5	460	6.0	6=>5	770.0	1.0	2-5-6	760.0	2.0	6=>5=>2	2790.0	4.0			(2,5),(9,6),7,8,1,3,4	2,5,(9,6),7,1,8,3,4			5-6	470.0	2.0
201735042906	ダ	左	1200	小雨	稍重	14:35	チャグチャグ馬コ賞		2017-4-29	1	盛岡	1			8.0	770.0	3.0	8.0	230.0	5.0	9.0	120	2.0	5.0	120.0	1.0	8-9	1430.0	6.0	8-9	280	3.0	5-8	280	4.0	5-9	160	1.0	8=>9	3330.0	13.0	5-8-9	560.0	1.0	8=>9=>5	7830.0	27.0			(9,8),5,2,7,1,3,4,6	985124367			8-8	1170.0	4.0
201735042907	ダ	左	1200	小雨	稍重	15:15	盛岡石割桜賞		2017-4-29	1	盛岡	1			3.0	170.0	1.0	3.0	100.0	1.0	8.0	100	2.0	2.0	130.0	3.0	3-8	230.0	1.0	3-8	130	1.0	2-3	180	2.0	2-8	220	4.0	3=>8	250.0	1.0	2-3-8	240.0	1.0	3=>8=>2	560.0	1.0			3,5,8,(1,2,7,6),4	35824167					
201735042908	ダ	左	1600	小雨	稍重	15:55	米内浄水場シダレザク		2017-4-29	1	盛岡	1			7.0	200.0	1.0	7.0	100.0	1.0	6.0	150	4.0	4.0	130.0	2.0	6-7	930.0	3.0	6-7	240	2.0	4-7	160	1.0	4-6	280	3.0	7=>6	1680.0	3.0	4-6-7	480.0	1.0	7=>6=>4	3930.0	10.0			6,7,5,(4,8),3,(1,2),9	6,7,4,(3,5),(1,8),2,9			6-7	1120.0	5.0
201735042909	ダ	左	1400	小雨	稍重	16:30	南関東ジョッキーズフ 		2017-4-29	1	盛岡	1	(定量)		6.0	130.0	1.0	6.0	110.0	1.0	11.0	260	5.0	9.0	230.0	4.0	6-11	720.0	3.0	6-11	270	2.0	6-9	400	4.0	9-11	1,180	14.0	6=>11	860.0	2.0	6-9-11	1790.0	6.0	6=>11=>9	4130.0	9.0			10,11,13,7,(9,6),1,(8,14),5,(3,4,12),2	10,11,(7,1,13,6),9,14,(8,5),12,4,3,2			4-7	430.0	2.0
201735043001	ダ	左	1200	晴	良	11:30	C2十四組		2017-4-30	1	盛岡	2			5.0	220.0	1.0	5.0	120.0	1.0	2.0	300	5.0				2-5	1270.0	6.0	2-5	400	6.0	5-6	830	11.0	2-6	1,930	15.0	5=>2	2520.0	12.0	2-5-6	5270.0	16.0	5=>2=>6	21520.0	59.0			(4,7),1,5,6,2,3	4,7,5,1,(6,2),3					
