	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201736010201	ダ	右	1300	曇	不良	10:30	初春賞		2017-1-2	10	水沢	1			1	280	2	1.0	110	2.0	8.0	390	7.0	7.0	100.0	1.0	1-8	6290	12	1-8	1,500	14	1-7	120	1	7-8	1,160	12	1=>8	9900	17	1-7-8	1730	6	1=>8=>7	26780	45	7,1,3,(2,6),8,4,5	71236485	(7,1),3,2,8,6,4,5	1,7,(2,3),8,4,6,5					
201736010202	ダ	右	1300	曇	不良	11:05	C2十六組		2017-1-2	10	水沢	1			9	300	2	9.0	120	2.0	3.0	100	1.0	7.0	190.0	5.0	3-9	160	1	3-9	130	1	7-9	630	8	3-7	610	6	9=>3	350	2	3-7-9	950	3	9=>3=>7	2710	9	9,7,(2,8),3,5,6,1,4	9,7,8,2,3,5,(6,4),1	9,3,(7,8),2,(5,4),(1,6)	937825416			3-8	140.0	1.0
201736010203	ダ	右	1300	曇	不良	11:40	C2十五組		2017-1-2	10	水沢	1			6	120	1	6.0	120	1.0	8.0	660	7.0	9.0	210.0	4.0	6-8	2560	6	6-8	560	7	6-9	230	3	8-9	2,110	19	6=>8	2520	10	6-8-9	3590	12	6=>8=>9	15000	45	6,(5,9),7,(2,4),1,(3,8)	6,9,5,7,1,2,(3,4),8	6,(5,9),7,2,1,4,3,8	6,9,5,(1,2),8,7,3,4			6-8	350.0	1.0
201736010204	ダ	右	1300	曇	不良	12:15	C2十四組		2017-1-2	10	水沢	1			2	960	3	2.0	150	3.0	1.0	100	1.0	4.0	100.0	2.0	1-2	870	2	1-2	250	4	2-4	210	2	1-4	120	1	2=>1	2540	7	1-2-4	340	1	2=>1=>4	5140	15	7,8,(1,9),4,2,6,5,3	789142653	(7,8),9,4,1,2,6,5,3	(8,9),7,(1,2),4,6,5,3			1-2	1550.0	6.0
201736010205	ダ	右	1300	曇	不良	12:50	C2十三組		2017-1-2	10	水沢	1			9	120	1	9.0	110	1.0	8.0	120	2.0	3.0	500.0	7.0	8-9	360	2	8-9	250	3	3-9	830	10	3-8	3,100	20	9=>8	600	2	3-8-9	4550	13	9=>8=>3	9140	31	2,(4,8),9,5,6,7,1,3	249856371	(2,4,9),8,(5,6),3,7,1	9,(4,8),(2,6,3),7,5,1			8-8	530.0	3.0
201736010206	ダ	右	1600	曇	不良	13:25	B2八組		2017-1-2	10	水沢	1			4	230	1	4.0	110	1.0	8.0	380	7.0	3.0	330.0	6.0	4-8	3610	13	4-8	1,090	13	3-4	590	8	3-8	2,270	23	4=>8	6730	25	3-4-8	9490	29	4=>8=>3	51920	156	3,9,7,5,4,8,1,(2,6)	3,9,(5,7),4,8,1,6,2	3,9,(5,7,4),(1,8),6,2	(3,4),9,5,7,8,1,6,2			4-8	610.0	2.0
201736010301	ダ	右	1300	曇	不良	10:30	C2十二組		2017-1-3	10	水沢	2			1	110	1	1.0	100	1.0	8.0	100	2.0	5.0	110.0	3.0	1-8	160	1	1-8	110	1	1-5	110	2	5-8	180	3	1=>8	230	1	1-5-8	240	1	1=>8=>5	400	1	1,6,8,(2,3),7,4,5	16823745	1,8,6,3,2,(4,5),7	1,8,6,(3,5),(2,4),7					
201736010302	ダ	右	1300	曇	不良	11:05	C2十一組		2017-1-3	10	水沢	2			3	170	1	3.0	110	1.0	4.0	110	2.0	1.0	140.0	4.0	3-4	170	1	3-4	110	1	1-3	210	3	1-4	240	5	3=>4	260	1	1-3-4	360	2	3=>4=>1	930	3	3,(1,6),(2,4),5,8,7	36412587	34612587	3,4,6,1,5,2,8-7					
201736010303	ダ	右	1300	曇	不良	11:40	C2十組		2017-1-3	10	水沢	2			7	1580	5	7.0	220	5.0	4.0	120	1.0	2.0	150.0	3.0	4-7	2370	7	4-7	390	5	2-7	760	9	2-4	260	2	7=>4	4370	14	2-4-7	1680	6	7=>4=>2	22830	55	2,(7,9),3,4,6,(1,8),5	273946185	2,7,(3,9),4,6,8,(1,5)	2,7,9,(3,4),6,8,1,5			4-7	2180.0	6.0
201736010304	ダ	右	1300	曇	不良	12:15	C2九組		2017-1-3	10	水沢	2			3	420	3	3.0	110	1.0	5.0	220	5.0	8.0	140.0	3.0	3-5	1300	8	3-5	420	8	3-8	380	7	5-8	690	10	3=>5	2690	13	3-5-8	1910	10	3=>5=>8	9020	45	7,6,(3,8),5,(2,9)	7638529	7,6,(3,8),5,2,9	(7,6),3,8,5,2-9			3-5	1200.0	8.0
201736010305	ダ	右	1300	曇	不良	12:50	C2八組		2017-1-3	10	水沢	2			7	260	1	7.0	120	3.0	2.0	110	2.0	1.0	110.0	1.0	2-7	390	2	2-7	190	2	1-7	190	1	1-2	200	3	7=>2	580	2	1-2-7	370	1	7=>2=>1	1770	3	(2,7),5,(1,6,4),3,8	2,7,5,1,4,3,6-8	2,7,1,4,3,(5,6),8	27134658					
201736010306	ダ	右	1600	曇	不良	13:25	B2四組		2017-1-3	10	水沢	2			1	520	3	1.0	370	2.0	5.0	450	3.0				1-5	830	4	1-5	190	3	1-7	330	5	5-7	350	6	1=>5	1760	8	1-5-7	1800	6	1=>5=>7	6890	23	3,5,2,7,(1,4),6	3572146	3,5,(7,2),(1,4),6	5317246					
201736010701	ダ	右	1400	曇	不良	10:30	3歳B2		2017-1-7	10	水沢	3			4	630	3	4.0	210	3.0	8.0	210	4.0	5.0	210.0	2.0	4-8	2110	11	4-8	790	14	4-5	410	3	5-8	620	9	4=>8	4100	19	4-5-8	2170	8	4=>8=>5	16320	65	278591463	2,7,8,5,9,(1,6),4,3	(2,4),8,7,9,(5,6),3,1	8,2,4,7,(5,6),1,9,3			4-8	1200.0	6.0
201736010702	ダ	右	1400	曇	不良	11:05	3歳B1		2017-1-7	10	水沢	3			5	250	1	5.0	150	3.0	10.0	580	9.0	9.0	100.0	1.0	5-10	3070	12	5-10	960	14	5-9	220	1	9-10	1,310	20	5=>10	5060	16	5-9-10	3970	13	5=>10=>9	22010	68	9,10,(4,7),6,8,5,2,3,1	91047685231	91047583261	9,10,4,5,8,2,7,3,(6,1)			5-8	350.0	1.0
201736010703	ダ	右	1400	曇	不良	11:40	C2七組		2017-1-7	10	水沢	3			5	400	3	5.0	110	3.0	7.0	100	2.0	1.0	100.0	1.0	5-7	960	3	5-7	150	3	1-5	140	2	1-7	110	1	5=>7	2940	7	1-5-7	160	1	5=>7=>1	3750	11	9,1,8,5,7,(2,3),6,4	9,1,(2,8),(3,7),6,5,4	917258634	175926843			5-7	980.0	3.0
201736010901	ダ	右	1300	小雪	不良	10:30	3歳C2二組		2017-1-9	10	水沢	5			7	930	4	7.0	330	5.0	2.0	130	1.0				2-7	940	4	2-7	340	6	3-7	600	10	2-3	200	2	7=>2	3130	12	2-3-7	1470	6	7=>2=>3	11910	40	7,(1,4),(2,5),3,6	7,4,(1,5),2,3,6	7,(4,5,6),2,3,1	7263451					
201736010902	ダ	右	1300	小雪	不良	11:05	3歳C2一組		2017-1-9	10	水沢	5			4	250	1	4.0	180	2.0	3.0	230	4.0				3-4	1170	5	3-4	250	5	4-5	130	1	3-5	180	3	4=>3	1810	8	3-4-5	370	2	4=>3=>5	4200	16	4,5,2,6,(1,3),7	4,5,6,2,(1,3),7	(4,5),3,6,(2,1),7	(4,5),3,(2,6,1)-7					
201736010903	ダ	右	1400	小雨	不良	11:40	C2二組		2017-1-9	10	水沢	5			2	140	1	2.0	130	1.0	8.0	460	6.0	3.0	1,770	10.0	2-8	2750	8	2-8	990	9	2-3	2,390	19	3-8	9,130	42	2=>8	3460	10	2-3-8	36990	61	2=>8=>3	136010	210	(2,6,8),3,7,10,(1,4),9,11,5	2,8,(3,7),6,(1,10),4,5,9,11	2,8,3,7,(1,6,10),4,5,9,11	2,(3,8),7,1,5,6,10,4,9,11			2-7	440.0	2.0
201736010904	ダ	右	1400	小雨	不良	12:15	C2一組		2017-1-9	10	水沢	5			2	150	1	2.0	110	2.0	1.0	130	3.0	9.0	100	1.0	1-2	780	3	1-2	270	3	2-9	160	1	1-9	370	5	2=>1	1140	4	1-2-9	970	2	2=>1=>9	3890	8	(1,4),5,6,11,(2,9,12),3,7,8,10	141156212937810	1,7,12,5,11,3,9,4,2,6,(8,10)	1,(2,11,12),9,(5,7),3,8,6,4,10			1-2	810.0	4.0
201736010905	ダ	右	1600	小雨	不良	12:50	C1三組		2017-1-9	10	水沢	5			5	820	5	5.0	180	4.0	1.0	130	1.0	4.0	140	2.0	1-5	1230	6	1-5	430	6	4-5	600	8	1-4	240	1	5=>1	3000	12	1-4-5	1070	3	5=>1=>4	8030	23	5,(1,7),8,(3,10),9,4,6,2	5,(1,7),(3,8),4,10,2,9,6	5,(1,7),4,8,10,3,9,2,6	5,1,4,7,3,2,6,8,(9,10)			1-5	1170.0	6.0
201736010906	ダ	右	1600	曇	不良	13:25	ほっとゆだ北日本雪合		2017-1-9	10	水沢	5			4	460	2	4.0	100	2.0	8.0	100	1.0	6.0	240	5.0	4-8	140	1	4-8	130	1	4-6	680	10	6-8	510	8	4=>8	650	2	4-6-8	840	3	4=>8=>6	4370	11	4,9,(6,8),7,2,5,3,10,1	4,(6,9),8,7,(3,5,2),10,1	48679523101	4,8,6,3,7,5,9,2,(1,10)			4-7	150.0	1.0
201736010907	ダ	右	1600	曇	不良	14:00	奥州水沢・黒石寺蘇民		2017-1-9	10	水沢	5			9	200	1	9.0	110	1.0	1.0	150	2.0	2.0	220	5.0	1-9	430	2	1-9	220	2	2-9	390	5	1-2	690	7	9=>1	710	1	1-2-9	1590	4	9=>1=>2	4200	9	4,6,9,11,(5,10),8,1,7,2,3	4,6,9,5,(8,11),1,10,7,2,3	9,(4,6),5,11,7,(1,8),(2,10),3	(4,9),5,1,2,6,3,8,11,10,7			1-7	510.0	2.0
201736010908	ダ	右	1600	曇	不良	14:35	胆沢・全日本農はだて		2017-1-9	10	水沢	5			1	150	1	1.0	100	1.0	4.0	220	5.0	8.0	160	3.0	1-4	1240	4	1-4	410	3	1-8	430	4	4-8	2,040	18	1=>4	2090	6	1-4-8	3780	10	1=>4=>8	10240	29	1,4,(2,6),9,3,8,7,5,(10,12),11	1,4,(2,6),(3,9),8,5,7,(10,12),11	1,4,2,(6,8),9,(5,7,11),3,10,12	1,4,8,2,9,7,3,11,5,(6,10),12			1-4	1800.0	7.0
201736010909	ダ	右	1600	曇	不良	15:15	トウケイニセイ記念	G	2017-1-9	10	水沢	5	(別定)		9	440	2	9.0	130	3.0	1.0	110	1.0	6.0	180	4.0	1-9	370	1	1-9	160	1	6-9	350	6	1-6	190	2	9=>1	1050	4	1-6-9	470	1	9=>1=>6	3150	8	971864325	9,7,1,(6,8,4),(3,2),5	9,(7,4),1,6,3,2,8,5	9,1,4,7,(3,6),2,5,8			1-8	360.0	1.0
201736032001	ダ	右	1400	晴	良	11:30	C2五組		2017-3-20	11	水沢	3			4	420	2	4.0	130	2.0	1.0	450	7.0	7.0	120	1.0	1-4	10400	24	1-4	1,610	18	4-7	170	1	1-7	890	13	4=>1	12180	34	1-4-7	4110	15	4=>1=>7	42390	132	(1,7),9,8,4,6,3,2,5	179486235	1,8,7,4,(9,6),2,3,5	184769235			1-4	6320.0	17.0
201736032002	ダ	右	1400	晴	良	12:05	C2四組		2017-3-20	11	水沢	3			1	1510	6	1.0	300	5.0	4.0	180	3.0	2.0	260	4.0	1-4	2210	10	1-4	580	10	1-2	670	11	2-4	280	3	1=>4	4960	25	1-2-4	2590	13	1=>4=>2	24440	96	24681973	24618973	24681973	24167389			1-4	2240.0	9.0
201736032003	ダ	右	1400	晴	良	12:40	C2三組		2017-3-20	11	水沢	3			6	520	3	6.0	130	2.0	5.0	600	8.0	7.0	110	1.0	5-6	8300	20	5-6	1,210	14	6-7	190	2	5-7	1,010	12	6=>5	11880	25	5-6-7	3030	10	6=>5=>7	44980	104	2,(3,4),6,7,1,8,5,9	234617589	(3,4,6),2,8,(7,5),1,9	634578219			5-6	17080.0	22.0
201736032004	ダ	右	1400	晴	良	13:15	C2二組		2017-3-20	11	水沢	3			1	580	4	1.0	210	4.0	2.0	480	8.0	9.0	160	2.0	1-2	4810	19	1-2	1,190	21	1-9	750	10	2-9	1,390	22	1=>2	8790	38	1-2-9	9720	39	1=>2=>9	66730	235	138924765	138294576	1,8,(2,3,9),5,4,7,6	192835467			1-2	4900.0	16.0
201736032005	ダ	右	1400	晴	良	13:55	C2一組		2017-3-20	11	水沢	3			5	120	1	5.0	110	1.0	7.0	300	5.0	1.0	280	4.0	5-7	750	4	5-7	320	3	1-5	350	4	1-7	580	7	5=>7	800	3	1-5-7	1370	7	5=>7=>1	3550	12	123786549	123768549	1,(8,5),3,7,6,2-4,9	(1,5),7,8,3,6,2-4,9			5-7	780.0	3.0
