	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200743010901	ダ	左	1200	晴	重	10:30	4歳イ		2007-1-9	10	船橋	1	55万円以上131万円以下		1	180	1	1	110	2	10	110	1	2.0	180	5.0	1-8	150.0	1.0	1-10	170	1	1-10	120	1	1-2	480	7	2-10	520	8	1=>8	410.0	2.0	1=>10	390	2	1-2-10	740	3	1=>10=>2	2680	8		3,(4,10),1,(2,7),9,5,8,6	3,10,1,4,9,7,2,(5,8),6	(3,10),1,4,9,(2,7),5,8,6	12.7 - 11.6 - 11.9 - 12.4 - 13.1 - 13.5	12.7 - 24.3 - 36.2 - 48.6 - 61.7 - 75.2 (36.2-39.0)
200743010902	ダ	左	1200	晴	重	11:00	4歳ア		2007-1-9	10	船橋	1	55万円以上131万円以下		6	120	1	6	100	1	3	110	2	7.0	150	4.0	3-6	160.0	1.0	3-6	170	1	3-6	140	1	6-7	220	3	3-7	300	4	6=>3	210.0	1.0	6=>3	240	1	3-6-7	390	2	6=>3=>7	1100	2		6,4,7,10,(1,2),(3,8),9,5	6,7,(4,1,2),10,3,9,5,8	67312910458	12.7 - 11.8 - 11.8 - 12.0 - 13.0 - 13.4	12.7 - 24.5 - 36.3 - 48.3 - 61.3 - 74.7 (36.3-38.4)
200743010903	ダ	左	1500	晴	重	11:30	C3三　イ		2007-1-9	10	船橋	1			7	250	1	7	120	2	8	590	9	2.0	110	1.0	7-8	1400.0	6.0	7-8	12130	23	7-8	2,790	25	2-7	190	1	2-8	2,880	26	7=>8	2500.0	10.0	7=>8	12150	39	2-7-8	6010	21	7=>8=>2	79440	190	(3,5),8,(1,2,9),7,6,4	(5,8),(3,9),(1,2),7,6,4	5,8,3,2,9,1,7,(6,4)	5,8,2,3,7,(1,9),4,6	7.1 - 12.9 - 12.3 - 12.5 - 12.9 - 12.7 - 13.2 - 13.5	7.1 - 20.0 - 32.3 - 44.8 - 57.7 - 70.4 - 83.6 - 97.1 (32.3-39.4)
200743010904	ダ	左	1500	晴	重	12:00	C3三　ア		2007-1-9	10	船橋	1			9	1420	4	9	340	5	1	150	2	6.0	1,080	10.0	1-8	2720.0	7.0	1-9	3230	11	1-9	990	8	6-9	6,640	40	1-6	3,140	28	8=>1	7200.0	19.0	9=>1	9990	20	1-6-9	29610	56	9=>1=>6	227030	314	9,6,4,3,10,(2,5),8,7,1	9,6,4,3,(2,10),5,(8,1),7	9,6,10,2,3,4,1,(5,8),7	9,6,(2,10),4,(1,3),(5,8),7	6.9 - 12.5 - 12.1 - 12.4 - 12.3 - 12.8 - 13.9 - 14.6	6.9 - 19.4 - 31.5 - 43.9 - 56.2 - 69.0 - 82.9 - 97.5 (31.5-41.3)
200743010905	ダ	左	1200	晴	重	12:30	3歳ア　イ		2007-1-9	10	船橋	1	97万円以上219万円以下		7	1010	3	7	280	5	5	160	2	4.0	370	6.0	5-7	230.0	1.0	5-7	1460	4	5-7	610	5	4-7	1,470	17	4-5	700	7	7=>5	360.0	1.0	7=>5	3790	14	4-5-7	5960	19	7=>5=>4	32570	100		8,7,(5,9),10,6,2,4,1,3	87510496231	(8,7),5,10,4,6,3,2,1,9	12.5 - 11.5 - 11.7 - 12.5 - 13.4 - 13.7	12.5 - 24.0 - 35.7 - 48.2 - 61.6 - 75.3 (35.7-39.6)
200743010906	ダ	左	1600	晴	重	13:00	3歳ア　イ		2007-1-9	10	船橋	1	97万円以上219万円以下		9	210	2	9	120	2	8	110	1	5.0	140	3.0	7-8	180.0	1.0	8-9	230	1	8-9	160	1	5-9	290	2	5-8	400	5	8=>7	330.0	1.0	9=>8	500	1	5-8-9	580	1	9=>8=>5	1410	1	8,9,6,1,(2,3),7,(5,10),4	8,9,(1,6),(2,3),(5,7,10),4	8,9,(1,6),7,3,2,5,10,4	(8,9),(1,6,7),5,(2,3),4,10	12.6 - 12.1 - 12.1 - 13.0 - 12.9 - 13.0 - 13.0 - 13.6	12.6 - 24.7 - 36.8 - 49.8 - 62.7 - 75.7 - 88.7 - 102.3 (36.8-39.6)
200743010907	ダ	左	1600	晴	重	13:30	南天特別 		2007-1-9	10	船橋	1	219万円以上		5	260	2	5	130	2	4	120	1							4-5	230	1	4-5	140	1	1-5	650	10	1-4	460	8				5=>4	480	2	1-4-5	950	4	5=>4=>1	2960	10	6152347	6,1,5,(2,3),4,7	6,1,5,2,(3,4),7	(6,1,5),(2,3,4),7	12.4 - 13.0 - 12.9 - 13.3 - 12.4 - 12.6 - 13.0 - 13.4	12.4 - 25.4 - 38.3 - 51.6 - 64.0 - 76.6 - 89.6 - 103.0 (38.3-39.0)
200743010908	ダ	左	1200	晴	重	14:00	C2一　アイ		2007-1-9	10	船橋	1			7	160	1	7	110	1	9	190	4	8.0	240	6.0	7-8	290.0	1.0	7-9	500	2	7-9	340	4	7-8	320	3	8-9	530	11	7=>8	480.0	1.0	7=>9	840	1	7-8-9	1110	5	7=>9=>8	3570	8		93174685	91376485	9,7,(1,3),6,(8,4),5	12.4 - 11.4 - 11.6 - 12.4 - 12.6 - 13.2	12.4 - 23.8 - 35.4 - 47.8 - 60.4 - 73.6 (35.4-38.2)
200743010909	ダ	左	1600	晴	重	14:35	C2一　アイ		2007-1-9	10	船橋	1			8	610	4	8	130	3	4	120	1	5.0	140	4.0	4-8	370.0	1.0	4-8	1100	4	4-8	430	6	5-8	390	5	4-5	210	2	8=>4	670.0	1.0	8=>4	2860	12	4-5-8	1090	3	8=>4=>5	10720	39	8,4,6,9,1,(3,5),7,2	8,4,6,9,(1,5),(3,7),2	8,4,(6,9),5,3,7,2,1	8,4,5,(6,9),3,2,7,1	12.8 - 12.5 - 13.0 - 13.0 - 12.5 - 12.2 - 13.0 - 13.3	12.8 - 25.3 - 38.3 - 51.3 - 63.8 - 76.0 - 89.0 - 102.3 (38.3-38.5)
200743010910	ダ	左	1200	晴	重	15:10	C1三　アイ		2007-1-9	10	船橋	1			3	650	3	3	170	3	8	680	10	5.0	110	1.0	3-6	4590.0	16.0	3-8	9810	25	3-8	2,490	24	3-5	210	2	5-8	1,310	15	3=>6	7680.0	30.0	3=>8	15950	44	3-5-8	5070	16	3=>8=>5	59080	159		(3,4),2,7,9,(5,11),12,8,10,6,1	234571198121061	234587119101261	12.4 - 11.2 - 11.4 - 12.2 - 13.1 - 13.4	12.4 - 23.6 - 35.0 - 47.2 - 60.3 - 73.7 (35.0-38.7)
