	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200736010201	ダ	右	1300	曇	不良	10:30	C3		2007-1-2	11	水沢	1			10	120	1	10	100	1	9	340	6	5.0	210.0	3.0	8-8	1020.0	5.0	9-10	1030	5	9-10	520	5	5-10	220	2	5-9	1,120	14	10=>9	970	4	5-9-10	2270	8	41032578916	41035278169	41032587961	10425387961					
200736010202	ダ	右	1300	晴	不良	11:05	C3		2007-1-2	11	水沢	1			4	610	2	4	160	2	9	340	5	8.0	270.0	3.0	4-8	1390.0	7.0	4-9	3680	12	4-9	880	11	4-8	380	4	8-9	920	13	4=>9	6050	18	4-8-9	3870	15	95741082631	95478102631	9,4,5,8,(7,10),2,6,3,1	9,4,(5,8),2,10,3,6,7,1					
200736010203	ダ	右	1300	晴	不良	11:40	C2		2007-1-2	11	水沢	1			3	140	1	3	100	1	8	220	5	6.0	120.0	2.0	3-7	470.0	3.0	3-8	560	3	3-8	290	3	3-6	280	2	6-8	540	7	3=>8	660	3	3-6-8	910	4	3101972486	3,(1,10),7,9,2,4,8,6	3,(10,7),1,2,9,8,4,6	3107812694					
200736010204	ダ	右	1300	晴	不良	12:15	C2		2007-1-2	11	水沢	1			6	390	2	6	180	4	4	650	8	8.0	130.0	1.0	4-6	6070.0	20.0	4-6	7900	20	4-6	1,690	20	6-8	260	1	4-8	1,560	18	6=>4	11220	29	4-6-8	4920	13	(4,7),8,6,3,1,5,2,9,10	47813265910	4,7,8,6,(2,3),1,9,5,10	47826913510					
200736010205	ダ	右	1300	曇	不良	12:50	C2		2007-1-2	11	水沢	1			8	310	2	8	140	2	4	260	6	9.0	110.0	1.0	4-7	1920.0	8.0	4-8	2530	11	4-8	560	9	8-9	170	1	4-9	480	7	8=>4	4350	19	4-8-9	1240	5	1,4,6,(9,10),3,7,8,2,5	14693102785	1,4,9,(3,6),8,10,7,2,5	(1,9,8),4,3,10,7,2,6,5					
200736010206	ダ	右	1400	曇	不良	13:25	3歳　A2		2007-1-2	11	水沢	1			4	150	1	4	110	1	5	110	2	8.0	190.0	4.0				4-5	260	1	4-5	180	2	4-8	280	4	5-8	490	7	4=>5	390	1	4-5-8	760	2	34582167	34512876	45381672	45318672			4=>5=>8	1470.0	4.0
200736010207	ダ	右	1400	曇	不良	14:00	B2		2007-1-2	11	水沢	1			10	2920	8	10	540	7	3	770	8	6.0	170.0	2.0	3-8	2120.0	9.0	3-10	45130	42	3-10	7,880	43	6-10	2,170	23	3-6	1,630	19	10=>3	73240	74	3-6-10	60870	84	(1,2,8,10),3,6,5,9,7,4	2,8,(1,10),3,5,6,9,7,4	(2,10),6,8,9,(1,3),7,4,5	21036917584			10=>3=>6	547290.0	523.0
200736010208	ダ	右	1800	曇	不良	14:35	B1		2007-1-2	11	水沢	1			9	200	1	9	110	2	1	140	4	6.0	100.0	1.0				1-9	1310	6	1-9	330	4	6-9	140	1	1-6	340	5	9=>1	1870	7	1-6-9	600	2	19425736	19425736	(1,9),4,6,5,2,7,3	19624753			9=>1=>6	4630.0	14.0
200736010209	ダ	右	1600	曇	不良	15:15	金杯	G	2007-1-2	11	水沢	1			6	1120	2	6	160	4	2	100	1	5.0	130.0	2.0	2-6	740.0	4.0	2-6	780	3	2-6	310	3	5-6	650	9	2-5	180	1	6=>2	3260	10	2-5-6	720	2	6102411178593	6102411178593	6,10,2,4,(11,8,9),5,7,1,3	6,2,10,(8,9),11,4,5,3,1,7			6=>2=>5	12950.0	41.0
200736010301	ダ	右	1300	晴	不良	10:30	C3		2007-1-3	11	水沢	2			1	190	1	1	100	3	6	100	2	4.0	100.0	1.0	1-6	530.0	2.0	1-6	590	2	1-6	150	2	1-4	120	1	4-6	170	3	1=>6	790	3	1-4-6	240	1	(5,7),(4,10),6,(8,9),3,2,1	57104692831	7,10,(4,6),1,5,9,2,3,8	71610492358					
