	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200745010101	ダ	左	1400	晴	良	11:20	未受賞未出走		2007-1-1	12	川崎	1			9	150	1	9	110	1	2	180	4	5.0	730	9.0	2-8	330.0	2.0	2-9	340	1	2-9	180	1	5-9	1,840	20	2-5	3,660	29	8=>2	460.0	1.0	9=>2	430	1	2-5-9	4950	14	9=>2=>5	13190	37	1492106357	1429361057	1,(4,9),2,(3,5,6),10,7	9124536107	12.9 - 12.9 - 14.2 - 12.1 - 13.4 - 14.5 - 14.0	12.9 - 25.8 - 40.0 - 52.1 - 65.5 - 80.0 - 94.0 (40.0-41.9)
200745010102	ダ	左	1400	晴	良	11:50	未受賞未出走		2007-1-1	12	川崎	1			5	3480	8	5	700	8	4	150	1	2.0	190	4.0	4-5	2440.0	11.0	4-5	3260	13	4-5	720	9	2-5	1,680	24	2-4	720	10	5=>4	6750.0	27.0	5=>4	5940	25	2-4-5	7850	32	5=>4=>2	49170	161	5,(2,6,8),9,1,4,3,7	521648937	526184793	5,(1,2,6),4,(8,7),9,3	13.3 - 12.5 - 14.3 - 12.8 - 13.6 - 14.5 - 13.9	13.3 - 25.8 - 40.1 - 52.9 - 66.5 - 81.0 - 94.9 (40.1-42.0)
200745010103	ダ	左	1500	曇	良	12:20	C3九　十11		2007-1-1	12	川崎	1			4	700	3	4	170	4	3	140	1	7.0	280	5.0	3-4	620.0	2.0	3-4	600	2	3-4	340	3	4-7	1,010	13	3-7	650	6	4=>3	2210.0	8.0	4=>3	2250	8	3-4-7	1820	7	4=>3=>7	11440	35	467385129	463781529	4,6,7,3,(8,5),1,2,9	463785129	5.9 - 11.9 - 13.2 - 14.5 - 12.5 - 13.2 - 14.0 - 14.0	5.9 - 17.8 - 31.0 - 45.5 - 58.0 - 71.2 - 85.2 - 99.2 (31.0-41.2)
200745010104	ダ	左	1500	曇	良	12:50	C3九　十11		2007-1-1	12	川崎	1			9	110	1	9	100	1	4	280	6	6.0	140	2.0	4-8	1300.0	5.0	4-9	1570	6	4-9	520	5	6-9	170	1	4-6	1,420	19	8=>4	1800.0	5.0	9=>4	1700	6	4-6-9	1980	9	9=>4=>6	7340	24	54931061287	54391061287	54910631278	5,4,9,10,6,(3,1),7,2,8	6.2 - 11.8 - 12.8 - 13.7 - 12.4 - 13.3 - 14.5 - 13.9	6.2 - 18.0 - 30.8 - 44.5 - 56.9 - 70.2 - 84.7 - 98.6 (30.8-41.7)
200745010105	ダ	左	1500	曇	良	13:20	C3九　十11		2007-1-1	12	川崎	1			4	770	2	4	160	3	9	100	1	1.0	1,050	10.0	4-8	500.0	2.0	4-9	430	2	4-9	240	2	1-4	5,010	34	1-9	1,770	18	4=>8	1200.0	6.0	4=>9	1730	6	1-4-9	12090	30	4=>9=>1	54520	119	93710128564	9,3,7,(1,2,10),8,5,6,4	9,7,(1,10),4,2,3,(6,8),5	9,7,4,1,10,2,(3,6,8),5	6.2 - 11.7 - 13.1 - 14.3 - 12.5 - 13.7 - 14.3 - 14.0	6.2 - 17.9 - 31.0 - 45.3 - 57.8 - 71.5 - 85.8 - 99.8 (31.0-42.0)
200745010106	ダ	左	1400	曇	良	13:50	C2三　四五		2007-1-1	12	川崎	1			6	230	1	6	110	1	3	140	3	5.0	160	4.0				3-6	690	3	3-6	290	3	5-6	440	5	3-5	770	10				6=>3	1060	3	3-5-6	1800	6	6=>3=>5	5500	16	8,(2,7),5,6,4,3,1	28756341	67825341	6,2,8,(7,3),5,4,1	12.8 - 11.9 - 13.7 - 12.8 - 13.0 - 13.9 - 13.5	12.8 - 24.7 - 38.4 - 51.2 - 64.2 - 78.1 - 91.6 (38.4-40.4)
200745010107	ダ	左	1400	曇	良	14:20	C2三　四五		2007-1-1	12	川崎	1			2	140	1	2	100	1	3	160	3	1.0	360	7.0				2-3	290	1	2-3	200	1	1-2	510	7	1-3	830	13				2=>3	430	1	1-2-3	1230	4	2=>3=>1	2860	5	3,8,2,6,(4,7),1,5	3,8,(2,6),4,7,1,5	3,(8,6),2,4,7,1,5	3,(8,6),2,1,4,5,7	12.8 - 12.4 - 13.6 - 12.3 - 13.3 - 13.4 - 13.6	12.8 - 25.2 - 38.8 - 51.1 - 64.4 - 77.8 - 91.4 (38.8-40.3)
200745010108	ダ	左	1400	晴	良	14:55	C2三　四五		2007-1-1	12	川崎	1			8	330	2	8	150	2	3	520	7	1.0	170	3.0	3-8	2620.0	11.0	3-8	3400	13	3-8	810	14	1-8	320	3	1-3	1,000	16	8=>3	3840.0	17.0	8=>3	4680	20	1-3-8	3950	17	8=>3=>1	23990	83	3,8,9,7,(1,5),6,4,2	389617542	(3,8,9),6,1,7,5,2,4	389165724	13.0 - 12.9 - 13.5 - 12.1 - 13.0 - 13.6 - 13.3	13.0 - 25.9 - 39.4 - 51.5 - 64.5 - 78.1 - 91.4 (39.4-39.9)
200745010201	ダ	左	1400	曇	良	11:20	4歳5		2007-1-2	12	川崎	2	14万円未満		3	240	1	3	110	1	7	120	2	9.0	140	4.0	3-7	290.0	1.0	3-7	280	1	3-7	160	1	3-9	290	3	7-9	320	4	3=>7	490.0	1.0	3=>7	500	1	3-7-9	730	2	3=>7=>9	2020	2	93108217564	3,9,(10,8),2,1,7,4,6,5	3,9,2,10,7,(1,8),4,6-5	3927101864	13.0 - 12.3 - 14.3 - 12.4 - 13.6 - 13.7 - 13.0	13.0 - 25.3 - 39.6 - 52.0 - 65.6 - 79.3 - 92.3 (39.6-40.3)
200745010202	ダ	左	1400	曇	良	11:50	C3四　五六		2007-1-2	12	川崎	2			1	220	1	1	110	2	4	240	6	7.0	110	1.0				1-4	4700	14	1-4	1,170	15	1-7	140	1	4-7	1,060	12				1=>4	6080	19	1-4-7	2020	8	1=>4=>7	17830	50	47816523	4,7,(1,8),6,2,5,3	47816523	41782563	13.3 - 12.9 - 13.9 - 12.1 - 12.8 - 13.1 - 13.1	13.3 - 26.2 - 40.1 - 52.2 - 65.0 - 78.1 - 91.2 (40.1-39.0)
