	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
200936010201	ダ	右	1300	曇	不良	10:45	C2十四組		2009-1-2	13	水沢	1			2	350	2	2	220	4	1	180	2	8.0	1,070	8.0	1-2	590	4	1-2	290	4	2-8	1,020	14	1-8	1,840	18	2=>1	1300	6	1-2-8	4940	19	2=>1=>8	15740	50	23841567	23814567	28134657	28146375					
200936010202	ダ	右	1300	曇	不良	11:15	C2十三組		2009-1-2	13	水沢	1			2	130	1	2	100	1	7	120	2	6.0	380	6.0	2-7	230	1	2-7	160	1	2-6	860	11	6-7	1,100	14	2=>7	310	1	2-6-7	1990	6	2=>7=>6	2770	9	27138645	27136845	27136485	2,7,1,3,6-4,8,5					
200936010203	ダ	右	1300	曇	不良	11:45	C2十二組		2009-1-2	13	水沢	1			2	820	2	2	270	3	8	230	2	1.0	1,250	7.0	2-8	400	2	2-8	240	2	1-2	1,160	12	1-8	720	11	2=>8	1200	6	1-2-8	3070	10	2=>8=>1	17100	50	894256137	8,9-2,4,5-6,1,3,7	8,9,2,4-6,5,1,7,3	8,2,9,4-6,1,5,3,7			2-8	320.0	2.0
200936010204	ダ	右	1300	曇	不良	12:15	C2十一組		2009-1-2	13	水沢	1			4	1330	4	4	290	4	8	510	7	1.0	280	3.0	4-8	2770	11	4-8	640	8	1-4	690	9	1-8	1,160	18	4=>8	8400	29	1-4-8	4900	19	4=>8=>1	35470	122	8,9,7,1,4,5,6-2,3	8,9,7,4,1,6,5-2,3	894715623	8,9,4,7,(2,6,1),5,3			4-8	720.0	4.0
200936010205	ダ	右	1300	曇	不良	12:50	C2十組		2009-1-2	13	水沢	1			6	130	1	6	100	1	4	120	3	3.0	110	2.0	4-6	200	1	4-6	130	1	3-6	140	2	3-4	190	3	6=>4	300	1	3-4-6	190	1	6=>4=>3	480	1	349765128	3,4,6,9,5,7-1,2,8	3,4,6,9-5,7,8,1,2	346957812			4-6	230.0	1.0
200936010206	ダ	右	1400	曇	不良	13:25	3歳B1		2009-1-2	13	水沢	1			5	290	1	5	140	1	3	360	7	10.0	190	4.0	3-5	2920	11	3-5	620	9	5-10	320	2	3-10	1,370	21	5=>3	3450	14	3-5-10	3640	15	5=>3=>10	24960	83	10538142697	10538124796	10538172469	10,5,3,7,8,1,2-6,4,9			3-5	2780.0	11.0
200936010207	ダ	右	1600	晴	不良	14:00	B2八組		2009-1-2	13	水沢	1			3	2060	5	3	280	4	2	140	3	4.0	110	1.0	2-3	2230	9	2-3	500	5	3-4	600	6	2-4	170	1	3=>2	5920	17	2-3-4	1280	3	3=>2=>4	22170	43	7,2,5,10,4,3,8,6,9-1	7,2,5,4,10,3,8,6,9=1	(7,2),4,5,3,10,8-6,9=1	(2,3),7,4,8,5,10-6,9=1			2-3	2200.0	8.0
200936010208	ダ	右	1600	晴	不良	14:35	奥州街道レースB2七		2009-1-2	13	水沢	1			7	300	2	7	150	1	8	160	2	3.0	840	10.0	7-8	590	2	7-8	200	1	3-7	4,410	34	3-8	2,760	26	7=>8	1160	4	3-7-8	22270	50	7=>8=>3	55150	142	69487110523	69487151023	(6,9),(7,8),(4,1,5),3,2,10	9,(6,8,7),(4,1,5),3,2,10			7-7	480.0	2.0
200936010209	ダ	右	1600	晴	不良	15:15	金杯	G	2009-1-2	13	水沢	1			3	120	1	3	130	2	2	500	5	8.0	490	4.0	2-3	1020	4	2-3	470	5	3-8	320	2	2-8	1,390	13	3=>2	1340	5	2-3-8	2750	8	3=>2=>8	7470	22	275831649	275831649	237854619	237845169			2-3	870.0	4.0
200936010301	ダ	右	1300	晴	不良	10:45	C2九組		2009-1-3	13	水沢	2			3	440	2	3	110	3	6	100	1	4.0	100	2.0	3-6	220	1	3-6	110	2	3-4	120	3	4-6	110	1	3=>6	790	3	3-4-6	170	1	3=>6=>4	1210	5	46371852	4,3,7,6,1,8-5,2	4,3,6,7,1,8=5,2	(4,3),6,7-1,8=5,2					
