	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
200946010301	ダ	右	1300	曇	不良	10:50	C47		2009-1-3	21	金沢	2	(馬齢)		4.0	820.0	6.0	4.0	160	2.0	9.0	120	1.0	7.0	230	6.0	4-8	2020.0	10.0	4-9	2060.0	10.0	4-9	310	1.0	4-7	900	16.0	7-9	400	4.0	4=>8	3910.0	21.0	4=>9	5340.0	27.0	4-7-9	2270.0	10.0	4=>9=>7	20710.0	98.0	3,4,9,(1,6),8,5,7,2	349168572	4,(3,9),1,6,7,5,8,2	943751628		
200946010302	ダ	右	1300	曇	不良	11:20	C46		2009-1-3	21	金沢	2	(馬齢)		7.0	170.0	1.0	7.0	100	1.0	8.0	240	5.0	2.0	1,160	8.0	7-7	1240.0	5.0	7-8	1130.0	5.0	7-8	480	7.0	2-7	1,980	19.0	2-8	2,940	28.0	7=>7	1180.0	4.0	7=>8	1550.0	6.0	2-7-8	24950.0	45.0	7=>8=>2	29640.0	96.0	1,(7,10),3,(5,8),4,9,2	1710352849	7110258439	7211045893		
200946010303	ダ	右	1400	曇	不良	11:50	C45		2009-1-3	21	金沢	2	(馬齢)		9.0	160.0	1.0	9.0	230	2.0	8.0	470	3.0	4.0	700	4.0	7-8	680.0	3.0	8-9	510.0	3.0	8-9	200	2.0	4-9	840	9.0	4-8	590	8.0	8=>7	1360.0	5.0	9=>8	870.0	5.0	4-8-9	3890.0	9.0	9=>8=>4	7230.0	21.0	91081432675	98104123657	98411027365	(8,9),4,1,2,10,7,(3,6),5		
200946010304	ダ	右	1400	曇	不良	12:20	C44		2009-1-3	21	金沢	2	(馬齢)		1.0	750.0	3.0	1.0	160	2.0	2.0	660	6.0	9.0	310	4.0	1-2	5680.0	7.0	1-2	7830.0	14.0	1-2	930	11.0	1-9	450	4.0	2-9	540	7.0	1=>2	15170.0	17.0	1=>2	17220.0	22.0	1-2-9	6980.0	15.0	1=>2=>9	74480.0	99.0	298153764	2,9,8,1,5,7,(3,6),4	9,2,(8,1,5),7,6,3,4	9,1,2,(8,5),7-6,3,4		
200946010305	ダ	右	1400	曇	不良	12:50	C43		2009-1-3	21	金沢	2	(馬齢)		4.0	190.0	1.0	4.0	110	1.0	7.0	120	3.0	8.0	120	2.0	4-7	200.0	1.0	4-7	240.0	1.0	4-7	190	1.0	4-8	250	3.0	7-8	210	2.0	4=>7	320.0	1.0	4=>7	330.0	1.0	4-7-8	230.0	1.0	4=>7=>8	760.0	1.0	(4,7,8),9,5,3,6,2,1	7,8,4,9,5,3,(2,6),1	789453216	784935126		
200946010306	ダ	右	1500	曇	不良	13:20	C42		2009-1-3	21	金沢	2	(馬齢)		10.0	150.0	1.0	10.0	100	2.0	4.0	100	1.0	3.0	130	3.0	4-8	130.0	1.0	4-10	140.0	1.0	4-10	100	1.0	3-10	240	3.0	3-4	240	2.0	8=>4	210.0	1.0	10=>4	240.0	1.0	3-4-10	240.0	1.0	10=>4=>3	790.0	1.0	23104165897	2,3,10,6,4,5,1,8,(7,9)	31042685971	(3,10),4,6,2,8,9,7,5,1		
200946010307	ダ	右	1500	曇	不良	13:55	なんてん特別 		2009-1-3	21	金沢	2	(馬齢)		4.0	110.0	1.0	4.0	100	1.0	7.0	180	5.0	6.0	170	4.0	4-7	860.0	4.0	4-7	660.0	4.0	4-7	230	3.0	4-6	140	1.0	6-7	660	12.0	4=>7	1100.0	4.0	4=>7	910.0	4.0	4-6-7	1020.0	4.0	4=>7=>6	3390.0	13.0	4,8,9,2,7,(5,6),1	48927651	4,8,(7,6),9,2,1,5	4,7,8,6,1,(9,2),5		
200946010308	ダ	右	1400	曇	不良	14:30	新春・みかんカップ		2009-1-3	21	金沢	2	(馬齢)		2.0	320.0	1.0	2.0	170	3.0	5.0	140	2.0	9.0	260	7.0	2-5	840.0	6.0	2-5	980.0	6.0	2-5	310	2.0	2-9	620	11.0	5-9	510	9.0	2=>5	1810.0	11.0	2=>5	1900.0	10.0	2-5-9	2140.0	10.0	2=>5=>9	9040.0	31.0	(2,5,6),9,3,8,7,1,4	2,5,3,6,9,8,7,1-4	256938741	2,9,5,(3,6),4,8,7,1		
200946010309	ダ	右	1500	曇	不良	15:05	B42		2009-1-3	21	金沢	2	(馬齢)		6.0	840.0	4.0	6.0	250	3.0	2.0	100	1.0	8.0	270	5.0	2-6	630.0	3.0	2-6	580.0	3.0	2-6	290	4.0	6-8	480	6.0	2-8	270	2.0	6=>2	2160.0	6.0	6=>2	1600.0	7.0	2-6-8	810.0	2.0	6=>2=>8	3980.0	13.0	7,2,8,10,(4,6),1,9,3,5	7,2,8,10,4,1,6,(3,9),5	2,(7,6),(8,10),4,3,1,5	2,6,8,(7,10),(4,3)-1,5		
200946010501	ダ	右	1400	晴	重	10:50	3歳6		2009-1-5	21	金沢	4	(馬齢)		7.0	420.0	3.0	7.0	150	3.0	8.0	130	1.0	4.0	190	5.0				7-8	740.0	2.0	7-8	310	3.0	4-7	1,380	16.0	4-8	840	11.0				7=>8	1930.0	7.0	4-7-8	2800.0	8.0	7=>8=>4	21270.0	55.0	38726514	38726514	87362451	8,7,4,6,3,(1,5),2		
