	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201647010701	ダ	右	1400	晴	良	11:00	サラ系C32組		2016-1-7	17	笠松	1	(馬齢)		5	390	2	5.0	100	2.0	1.0	100	1.0	6.0	120.0	3.0	1-5	150	1	1-5	100	1	5-6	130	2	1-6	130	3	5=>1	480	2	1-5-6	220	1	5=>1=>6	1260	5		78153642.0	7,8,1,5,6,3-4-2	7,8,1,5,6,3,4=2					
201647010702	ダ	右	1400	晴	良	11:30	サラ系C31組		2016-1-7	17	笠松	1	(馬齢)		8	430	2	8.0	130	2.0	5.0	260	7.0	2.0	100.0	1.0	5-8	2970	13	5-8	740	11	2-8	120	1	2-5	440	6	8=>5	6750	17	2-5-8	1520	6	8=>5=>2	15280	52		45827361.0	(4,5),8,(2,6),7,3-1	5,4,8,2,6,7,3-1					
201647011301	ダ	右	1400	曇	良	11:10	サラ系3歳7組		2016-1-13	17	笠松	3	(馬齢)		6	140	1	6.0	100	2.0	9.0	100	1.0	2.0	190.0	5.0	6-9	230	1	6-9	130	1	2-6	270	3	2-9	440	7	6=>9	280	1	2-6-9	560	2	6=>9=>2	1260	2		359264871.0	539264871.0	592634871.0			6-8	160.0	1.0
201647011302	ダ	右	1400	晴	良	11:40	サラ系3歳6組		2016-1-13	17	笠松	3	(馬齢)		9	1720	5	9.0	210	5.0	5.0	160	4.0	7.0	160.0	3.0	5-9	1520	7	5-9	590	10	7-9	580	9	5-7	360	5	9=>5	5070	18	5-7-9	1450	7	9=>5=>7	15180	56		395278164.0	9,5,6,3,8,(7,1,2),4	9,5,8,(1,6),7,2,4,3			5-8	380.0	1.0
201647011303	ダ	右	1400	晴	良	12:15	サラ系3歳5組		2016-1-13	17	笠松	3	(馬齢)		8	150	1	8.0	150	3.0	9.0	550	6.0	3.0	940.0	7.0	8-9	1470	4	8-9	750	9	3-8	770	10	3-9	8,640	32	8=>9	1940	6	3-8-9	11330	25	8=>9=>3	30610	67		895416372.0	8,(5,9),4,(1,6),3,7,2	8,9,5,4,(1,6,3),7,2			8-8	1550.0	5.0
201647011304	ダ	右	1400	晴	良	12:50	サラ系C23組		2016-1-13	17	笠松	3	(馬齢)		8	100	1	8.0	100	1.0	7.0	140	4.0	3.0	120.0	2.0	7-8	420	3	7-8	160	3	3-8	150	1	3-7	460	8	8=>7	470	3	3-7-8	590	2	8=>7=>3	1430	8		79145836.0	71943856.0	78139456.0			7-8	430.0	3.0
201647011305	ダ	右	1400	晴	良	13:25	かさオク・サ		2016-1-13	17	笠松	3	(馬齢)		5	150	1	5.0	100	1.0	2.0	110	2.0	1.0	320.0	4.0	2-5	200	1	2-5	120	1	1-5	290	4	1-2	460	6	5=>2	250	1	1-2-5	1180	3	5=>2=>1	2570	6		25371846.0	25731864.0	25731864.0					
201647011306	ダ	右	1400	晴	良	14:00	サラ系C21組		2016-1-13	17	笠松	3	(馬齢)		3	140	1	3.0	100	1.0	7.0	120	3.0	8.0	100.0	2.0	3-7	220	1	3-7	110	1	3-8	120	2	7-8	160	3	3=>7	290	1	3-7-8	170	1	3=>7=>8	510	2		38756412.0	3,8,7,(5,6),4,1,2	38756421					
201647011307	ダ	右	1600	曇	良	14:35	サラ系C16組		2016-1-13	17	笠松	3	(馬齢)		1	760	3	1.0	100	3.0	5.0	100	1.0	6.0	100.0	2.0	1-5	880	2	1-5	160	2	1-6	160	3	5-6	100	1	1=>5	1780	6	1-5-6	160	1	1=>5=>6	3230	9		25167834.0	5,2,6,1,7,8,3-4	5,(6,1),7,2,8,3-4					
201647011308	ダ	右	1400	曇	良	15:10	サラ系C17・20組		2016-1-13	17	笠松	3	(馬齢)		1	880	3	1.0	150	3.0	8.0	120	1.0	5.0	340.0	6.0	1-8	1140	3	1-8	380	4	1-5	1,000	11	5-8	1,350	12	1=>8	2980	9	1-5-8	4360	12	1=>8=>5	29910	64		57816324.0	57861324.0	58716324.0					
201647011309	ダ	右	1600	曇	良	15:45	若竹賞		2016-1-13	17	笠松	3	(馬齢)		10	440	3	10.0	100	2.0	1.0	130	4.0	7.0	100.0	1.0	1-10	1030	6	1-10	240	5	7-10	160	2	1-7	140	1	10=>1	2080	8	1-7-10	540	2	10=>1=>7	5210	21		78101239465.0	7,(8,10),1,(3,9),2,4,5,6	7,10,1,(8,9),3,4,2,5,6			1-8	620.0	3.0
201647011310	ダ	右	1400	曇	良	16:20	新春特別 		2016-1-13	17	笠松	3	(馬齢)		3	230	1	3.0	130	2.0	9.0	140	3.0	4.0	460.0	7.0	3-9	640	2	3-9	240	3	3-4	740	7	4-9	1,490	18	3=>9	620	3	3-4-9	5170	16	3=>9=>4	11150	36		38105496217.0	3,8,10,(5,9),2,6,4,1,7	3,9,(8,10),(5,6),2,(4,1),7			3-8	300.0	1.0
201647011401	ダ	右	800	晴	良	11:10	サラ系3歳10組		2016-1-14	17	笠松	4	(馬齢)		7	100	1	7.0	120	2.0	1.0	170	4.0	5.0	150.0	3.0	1-7	450	2	1-7	240	3	5-7	320	5	1-5	590	9	7=>1	600	2	1-5-7	1370	6	7=>1=>5	4650	15				1,(6,7),2,5,9,3,8			1-7	450.0	2.0
201647011402	ダ	右	1400	晴	良	11:40	サラ系3歳9組		2016-1-14	17	笠松	4	(馬齢)		3	1910	7	3.0	440	7.0	7.0	150	2.0	2.0	220.0	4.0	3-7	2260	10	3-7	620	9	2-3	1,410	17	2-7	490	4	3=>7	5050	19	2-3-7	5680	24	3=>7=>2	54000	148		41027319685.0	41072319685	10,7,4,(2,3),1,9,8,6,5			3-7	2260.0	11.0
