	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201648010101	ダ	右	800	晴	良	11:00	浜田翔子祝30歳おめ		2016-1-1	21	名古屋	1	(定量)		3.0	250.0	2.0	3.0	130.0	3.0	1.0	120	2.0	8.0	180.0	4.0	1-3	280.0	1.0	1-3	150	1.0	3-8	400	6.0	1-8	240	4.0	3=>1	540.0	1.0	1-3-8	780.0	2.0	3=>1=>8	2600.0	7.0				2,3,8-4,1,7,5,6					
201648010102	ダ	右	1400	晴	良	11:30	Ben&Nobi結婚		2016-1-1	21	名古屋	1	(定量)		2.0	140.0	1.0	2.0	100.0	1.0	7.0	110	2.0	6.0	150.0	4.0	2-7	210.0	1.0	2-7	130	1.0	2-6	190	2.0	6-7	270	6.0	2=>7	270.0	1.0	2-6-7	490.0	2.0	2=>7=>6	940.0	2.0		78412653.0	27841653.0	27841653.0					
201648010103	ダ	右	1400	晴	良	12:00	サラC24組		2016-1-1	21	名古屋	1	(定量)		6.0	140.0	1.0	6.0	110.0	1.0	1.0	130	2.0	8.0	330.0	7.0	1-6	240.0	1.0	1-6	160	2.0	6-8	520	7.0	1-8	1,210	12.0	6=>1	330.0	1.0	1-6-8	2670.0	8.0	6=>1=>8	4960.0	17.0		9,6,1,8-5,7-2,4,3	9,6,1,8-5-7-3,4,2	6,9,1,8-5,7,3,4-2			1-6	320.0	2.0
201648010104	ダ	右	1400	晴	良	12:35	サラC23組		2016-1-1	21	名古屋	1	(定量)		8.0	200.0	1.0	8.0	110.0	2.0	5.0	110	1.0	4.0	240.0	4.0	5-8	160.0	1.0	5-8	120	1.0	4-8	330	5.0	4-5	210	4.0	8=>5	350.0	2.0	4-5-8	460.0	2.0	8=>5=>4	1230.0	5.0		754869231	7,5,8,4,2,6,9,3-1	(7,5),8,4,2,6,3,9,1			5-8	180.0	1.0
201648010105	ダ	右	1400	晴	良	13:05	サラC22組		2016-1-1	21	名古屋	1	(定量)		1.0	150.0	1.0	1.0	110.0	2.0	5.0	100	1.0	9.0	130.0	3.0	1-5	150.0	1.0	1-5	100	1.0	1-9	100	3.0	5-9	100	2.0	1=>5	300.0	2.0	1-5-9	150.0	1.0	1=>5=>9	400.0	2.0		491257863	4,9,1,5,7,2,8,6-3	1,9,5,4,7,6,2,8-3			1-5	140.0	1.0
201648010201	ダ	右	800	晴	良	10:40	サラC18組		2016-1-2	21	名古屋	2	(定量)		5.0	170.0	1.0	5.0	150.0	1.0	7.0	1,000	6.0				5-7	3680.0	9.0	5-7	840	9.0	2-5	750	7.0	2-7	7,080	21.0	5=>7	3850.0	11.0	2-5-7	11560.0	20.0	5=>7=>2	45760.0	75.0				5746321.0					
201648010202	ダ	右	1400	晴	良	11:10	サラC17組		2016-1-2	21	名古屋	2	(定量)		7.0	420.0	3.0	7.0	210.0	3.0	2.0	100	1.0				2-7	320.0	1.0	2-7	150	3.0	6-7	130	2.0	2-6	120	1.0	7=>2	660.0	3.0	2-6-7	300.0	1.0	7=>2=>6	1630.0	3.0		7654231.0	7651423.0	7561432.0					
201648010203	ダ	右	1400	曇	良	11:40	サラC16組		2016-1-2	21	名古屋	2	(定量)		7.0	300.0	2.0	7.0	170.0	2.0	5.0	100	1.0				5-7	300.0	1.0	5-7	110	1.0	3-7	260	5.0	3-5	210	4.0	7=>5	880.0	4.0	3-5-7	250.0	1.0	7=>5=>3	1610.0	4.0		5371426.0	5371426.0	5371426.0					
201648010204	ダ	右	1400	曇	良	12:10	サラC15組		2016-1-2	21	名古屋	2	(定量)		2.0	160.0	1.0	2.0	100.0	1.0	6.0	100	2.0	7.0	120.0	3.0	2-6	350.0	2.0	2-6	140	2.0	2-7	120	1.0	6-7	160	4.0	2=>6	420.0	2.0	2-6-7	270.0	1.0	2=>6=>7	740.0	2.0		23456718.0	23647581.0	32674581.0					
201648010205	ダ	右	1400	晴	良	12:40	サラC14組		2016-1-2	21	名古屋	2	(定量)		1.0	230.0	1.0	1.0	120.0	2.0	7.0	110	1.0	4.0	150.0	4.0	1-7	210.0	1.0	1-7	130	1.0	1-4	150	2.0	4-7	170	3.0	1=>7	410.0	1.0	1-4-7	280.0	1.0	1=>7=>4	1120.0	2.0		45718263	45718263	(4,5,7),1,8,2,6,3					
201648010206	ダ	右	1600	晴	良	13:15	サラB6組		2016-1-2	21	名古屋	2	(定量)		11.0	960.0	3.0	11.0	310.0	5.0	4.0	710	8.0	9.0	200.0	3.0	4-11	14640.0	25.0	4-11	3,850	25.0	9-11	660	6.0	4-9	3,750	24.0	11=>4	35130.0	51.0	4-9-11	22230.0	48.0	11=>4=>9	200180.0	297.0		4811291673510	4118296713510	4,11,2,8,9,7,1,6,3,5-10			4-8	15710.0	17.0
