	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201635050101	ダ	左	1200	小雨	不良	11:30	おかげさまで20周年		2016-5-1	1	盛岡	1			7.0	110.0	1.0	7.0	100	1.0	4.0	120	2.0	8.0	500	7.0	4-7	230.0	1.0	4-7	160	1.0	7-8	310	4.0	4-8	1,280	16.0	7=>4	300.0	1.0	4-7-8	1720.0	7.0	7=>4=>8	2720.0	10.0			74618235.0	74612853.0					
201635050102	ダ	左	1200	小雨	不良	12:00	C2十九組		2016-5-1	1	盛岡	1			4.0	110.0	1.0	4.0	100	1.0	8.0	130	2.0	3.0	160	4.0	4-8	220.0	1.0	4-8	180	1.0	3-4	250	2.0	3-8	320	4.0	4=>8	250.0	1.0	3-4-8	540.0	1.0	4=>8=>3	1200.0	1.0			4,(5,8),3,7,2,6,1	48532671.0					
201635050103	ダ	左	1200	小雨	不良	12:35	C2十八組		2016-5-1	1	盛岡	1			4.0	10710.0	9.0	4.0	570	6.0	7.0	270	4.0	8.0	790	8.0	4-7	22950.0	24.0	4-7	3,910	23.0	4-8	6,550	30.0	7-8	1,380	16.0	4=>7	162850.0	56.0	4-7-8	44940.0	49.0	4=>7=>8	976250.0	378.0			7,8,(5,9),1,6,4,2,3	(7,8),(1,5,9),4,6,2,3			4-7	51800.0	21.0
201635050104	ダ	左	1200	小雨	不良	13:10	C2十七組		2016-5-1	1	盛岡	1			4.0	500.0	2.0	4.0	170	4.0	3.0	120	1.0	1.0	230	5.0	3-4	380.0	1.0	3-4	210	1.0	1-4	730	11.0	1-3	470	7.0	4=>3	1100.0	4.0	1-3-4	1300.0	4.0	4=>3=>1	5600.0	17.0			9,1,(2,4),3,7,6,8,5	9,(1,4),2,3,7,5,6,8			3-4	370.0	1.0
201635050105	ダ	左	1200	小雨	不良	13:45	熊本地震被災者支援C		2016-5-1	1	盛岡	1			1.0	160.0	1.0	1.0	100	1.0	7.0	230	6.0	3.0	110	2.0	1-7	1480.0	4.0	1-7	390	6.0	1-3	160	1.0	3-7	640	10.0	1=>7	1240.0	4.0	1-3-7	1100.0	5.0	1=>7=>3	5500.0	18.0			1,2,(9,7),3,6,5,8,4	1,7,2,3,6,9,5,(4,8)			1-7	1330.0	4.0
201635050106	ダ	左	1200	小雨	不良	14:20	熊本地震被災者支援C		2016-5-1	1	盛岡	1			8.0	920.0	4.0	8.0	270	4.0	6.0	500	8.0	1.0	380	5.0	6-8	7220.0	23.0	6-8	1,560	21.0	1-8	1,520	19.0	1-6	3,820	34.0	8=>6	17260.0	49.0	1-6-8	24560.0	61.0	8=>6=>1	188050.0	343.0			6,8,(1,9),7,3,2,(4,5)	1,6,8,3,(2,7,9),(4,5)			6-8	3180.0	11.0
201635050107	ダ	左	1200	小雨	不良	14:55	C2十四組		2016-5-1	1	盛岡	1			4.0	3360.0	6.0	4.0	390	6.0	5.0	130	1.0	1.0	330	5.0	4-5	4300.0	10.0	4-5	960	10.0	1-4	6,800	32.0	1-5	460	6.0	4=>5	15290.0	27.0	1-4-5	13150.0	32.0	4=>5=>1	173570.0	215.0			5,6,4,3,8,(1,9),2,7	5,4,6,1,(3,8),2,9,7			4-5	4420.0	11.0
201635050108	ダ	左	1400	小雨	不良	15:30	盛岡・玉山合併10周		2016-5-1	1	盛岡	1			3.0	210.0	1.0	3.0	140	1.0	7.0	180	3.0	2.0	1,140	10.0	3-7	540.0	2.0	3-7	320	2.0	2-3	2,440	28.0	2-7	4,360	36.0	3=>7	610.0	1.0	2-3-7	17470.0	46.0	3=>7=>2	44630.0	118.0			10,4,9,6,1,7,5,(2,3),8	(10,4),6,9,1,7,5,(2,3),8			3-7	470.0	2.0
201635050109	ダ	左	1400	小雨	不良	16:10	南関東ジョッキーズフ 		2016-5-1	1	盛岡	1	(定量)		4.0	650.0	4.0	4.0	260	4.0	9.0	560	7.0	1.0	170	2.0	4-9	12850.0	32.0	4-9	4,160	36.0	1-4	630	6.0	1-9	1,630	17.0	4=>9	17920.0	48.0	1-4-9	19270.0	57.0	4=>9=>1	118750.0	303.0			11,(5,1),6,8,9,13,7,4,3,12,2,10	1,5,(9,11,8),6,4,7,13,12,3,2,10			4-6	580.0	2.0
201635050110	ダ	左	1800	小雨	不良	16:50	やまびこ賞	G	2016-5-1	1	盛岡	1	(別定)		3.0	160.0	1.0	3.0	100	2.0	4.0	100	1.0	8.0	210	6.0	3-4	150.0	1.0	3-4	120	1.0	3-8	330	5.0	4-8	310	4.0	3=>4	230.0	1.0	3-4-8	520.0	2.0	3=>4=>8	1170.0	2.0	483175629.0	483175629.0	4,8,3,1,7,(2,5,6),9	483172596			3-4	160.0	1.0
