	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201646032001	ダ	右	1400	曇	不良	11:20	2016年金沢競馬始		2016-3-20	21	金沢	1	(定量)		4.0	140.0	1.0	4.0	100	1.0	9.0	120.0	2.0	3.0	140.0	3.0	4-8	220.0	1.0	4-9	190.0	1.0	4-9	110	1.0	3-4	450	7.0	3-9	520	9.0	4=>8	260.0	1.0	4=>9	230.0	1.0	3-4-9	850.0	3.0	4=>9=>3	1670.0	4.0	41061953782	4,9,6,1,10,(3,5),7,8,2	4,9-6,1,(3,5),7,8,10-2	4,9=6,3,1,5,8,7-2,10		
201646041201	ダ	右	1400	晴	稍重	10:55	ようこそ藤田菜七子騎		2016-4-12	2	金沢	2	(定量)		5.0	15090.0	8.0	5.0	1,070	8.0	7.0	130.0	1.0	4.0	560.0	7.0	5-7	5210.0	10.0	5-7	6350.0	13.0	5-7	2,340	17.0	4-5	10,150	29.0	4-7	1,560	13.0	5=>7	33320.0	30.0	5=>7	31610.0	39.0	4-5-7	31410.0	43.0	5=>7=>4	1012470.0	360.0	3,4,(7,8),2,9,(5,6),1	347829561	3,4,8,7,(2,5),9,(6,1)	3,4,(7,8),5,2,9,1,6		
201646041202	ダ	右	1500	晴	稍重	11:30	C2ー3		2016-4-12	2	金沢	2	(定量)		3.0	320.0	2.0	3.0	150	3.0	6.0	130.0	1.0	2.0	530.0	9.0	3-6	760.0	2.0	3-6	670.0	2.0	3-6	300	2.0	2-3	2,090	25.0	2-6	2,290	27.0	3=>6	1160.0	1.0	3=>6	1190.0	1.0	2-3-6	5310.0	22.0	3=>6=>2	15080.0	39.0	3,4,6,2,7,5,10,(9,8),1	34627591081	(3,4,6),2,7,5,9,(10,1),8	36425719810		
201646041203	ダ	右	1400	晴	稍重	12:05	C2ー2		2016-4-12	2	金沢	2	(定量)		3.0	120.0	1.0	3.0	100	1.0	6.0	120.0	2.0	9.0	390.0	6.0	3-6	250.0	1.0	3-6	230.0	1.0	3-6	140	1.0	3-9	570	7.0	6-9	1,100	11.0	3=>6	350.0	2.0	3=>6	280.0	1.0	3-6-9	2510.0	7.0	3=>6=>9	3400.0	8.0	3,6,9,4,8,1,5,7-2	3,(6,9),4,8,(1,7),5,2	369478512	369745218		
201646041204	ダ	右	1500	晴	稍重	12:40	3Bー1		2016-4-12	2	金沢	2	(定量)		9.0	390.0	3.0	9.0	110	3.0	7.0	100.0	2.0	6.0	100.0	1.0	7-8	920.0	3.0	7-9	1000.0	3.0	7-9	180	3.0	6-9	180	2.0	6-7	120	1.0	8=>7	1390.0	5.0	9=>7	1790.0	7.0	6-7-9	330.0	1.0	9=>7=>6	3400.0	10.0	5,9,6,(2,7),3,8,(1,4)	5,9,(2,6),7,3,8,4,1	695273841	6,5,(9,7),8,(2,3),1,4		
201646041205	ダ	右	1500	晴	稍重	13:15	3Aー3		2016-4-12	2	金沢	2	(定量)		2.0	190.0	1.0	2.0	110	1.0	7.0	130.0	2.0							2-7	190.0	1.0	2-7	120	1.0	2-6	240	4.0	6-7	310	5.0				2=>7	360.0	2.0	2-6-7	560.0	2.0	2=>7=>6	1480.0	6.0	267841	267841	267481	276481		
201646041206	ダ	右	1400	晴	稍重	13:50	藤田菜七子騎手来場記		2016-4-12	2	金沢	2	(定量)		7.0	2140.0	4.0	7.0	260	7.0	2.0	110.0	1.0	3.0	140.0	3.0	2-7	1000.0	5.0	2-7	1200.0	5.0	2-7	450	5.0	3-7	690	9.0	2-3	190	2.0	7=>2	3690.0	12.0	7=>2	4430.0	11.0	2-3-7	1630.0	6.0	7=>2=>3	17440.0	53.0	2,7,3,(5,6),(1,9),(4,8)	2,3,7,5,6,(1,9),(4,8)	2,7,3,5,(9,8),6,(1,4)	273589416		
201646041207	ダ	右	1500	晴	稍重	14:25	加賀温泉郷マラソン特 		2016-4-12	2	金沢	2	(定量)		1.0	690.0	3.0	1.0	170	3.0	7.0	110.0	1.0	6.0	880.0	8.0	1-7	720.0	3.0	1-7	720.0	3.0	1-7	310	3.0	1-6	4,310	24.0	6-7	2,600	20.0	1=>7	2140.0	8.0	1=>7	2300.0	8.0	1-6-7	14980.0	29.0	1=>7=>6	61660.0	102.0	5,8,(1,6),4,9,(2,7),10,3	5-1,8,6,4,2,9,7,10,3	5,1,8,6,4,(2,7),9,10,3	5,1,(4,6),8,7,2,9,10-3		
201646041208	ダ	右	1400	晴	稍重	15:00	見附桜まつり特別3A 		2016-4-12	2	金沢	2	(定量)		5.0	900.0	4.0	5.0	150	4.0	8.0	140.0	2.0	2.0	140.0	3.0				5-8	1210.0	4.0	5-8	270	4.0	2-5	440	6.0	2-8	190	2.0				5=>8	4250.0	16.0	2-5-8	920.0	3.0	5=>8=>2	11550.0	41.0	(2,7),(3,5),8,1,4,6	2,(3,5),7,(1,8),4-6	5,2,3,7,1,8,4-6	5,2,(1,3),7,8,4=6		
201646041209	ダ	右	1500	晴	稍重	15:35	がんばれ菜七子さん!		2016-4-12	2	金沢	2	(定量)		4.0	260.0	2.0	4.0	120	1.0	1.0	450.0	6.0	5.0	180.0	3.0	1-4	6900.0	13.0	1-4	6230.0	15.0	1-4	1,640	15.0	4-5	490	5.0	1-5	3,160	22.0	4=>1	13210.0	26.0	4=>1	9920.0	25.0	1-4-5	11660.0	28.0	4=>1=>5	49860.0	120.0	1,3,(6,9),8,4,5,2,7	1,3,6,9,8,4,5,2-7	1,9,(6,8),3,4,5,2=7	(1,8),4,9,5,2,6,3=7		
201646041210	ダ	右	1500	晴	稍重	16:10	川島祭特別Aー3 		2016-4-12	2	金沢	2	(定量)		3.0	250.0	1.0	3.0	150	2.0	4.0	340.0	4.0							3-4	780.0	4.0	3-4	280	4.0	3-5	190	2.0	4-5	320	5.0				3=>4	1280.0	7.0	3-4-5	670.0	2.0	3=>4=>5	4210.0	11.0	(2,5),7,4,3,(1,6)	5,2,7,4-3,1,6	5,(2,4),7,3,1,6	(5,4),3,2,7,1=6		
201646041211	ダ	右	1500	晴	稍重	16:45	能登金剛賞 		2016-4-12	2	金沢	2	(定量)		8.0	340.0	3.0	8.0	130	1.0	1.0	130.0	2.0	9.0	320.0	6.0	1-6	470.0	1.0	1-8	440.0	1.0	1-8	260	2.0	8-9	790	11.0	1-9	1,170	14.0	6=>1	920.0	1.0	8=>1	860.0	1.0	1-8-9	2310.0	11.0	8=>1=>9	8970.0	27.0	711083624121159	711083264121159	1,(10,8),7,3,4,2,6,9,12,11,5	(1,8),10,4,(3,9),2,7,5,(6,11),12		
201646042401	ダ	右	1400	晴	重	11:20	9L大阪中京会金沢旅		2016-4-24	3	金沢	1	(定量)		8.0	660.0	3.0	8.0	100	2.0	6.0	120.0	3.0	1.0	100.0	1.0				6-8	910.0	4.0	6-8	230	3.0	1-8	130	1.0	1-6	150	2.0				8=>6	3400.0	11.0	1-6-8	290.0	1.0	8=>6=>1	6220.0	17.0	86154723	8,6,1,5,4,(2,7),3	(8,6),4,(1,5),2,3,7	8,6,1,4,5,2-3,7		
201646051001	ダ	右	1400	曇	良	11:00	3歳B　3		2016-5-10	4	金沢	2	(定量)		10.0	100.0	1.0	10.0	110	1.0	8.0	240.0	4.0	4.0	300.0	5.0	7-8	370.0	2.0	8-10	380.0	2.0	8-10	250	3.0	4-10	470	5.0	4-8	2,050	18.0	8=>7	580.0	2.0	10=>8	390.0	2.0	4-8-10	2240.0	10.0	10=>8=>4	4320.0	16.0	1,10,(3,9),5,2,6,4,8,7	1,10,9,3,(2,5),4,6,8,7	11093524867	10,1,9,3,(5,8),(2,4),7,6		
201646051002	ダ	右	1500	曇	良	11:35	3歳B　2		2016-5-10	4	金沢	2	(定量)		3.0	610.0	3.0	3.0	140	3.0	6.0	110.0	1.0	4.0	300.0	7.0	3-6	360.0	2.0	3-6	380.0	2.0	3-6	200	2.0	3-4	2,140	19.0	4-6	1,120	13.0	3=>6	1160.0	4.0	3=>6	1350.0	5.0	3-4-6	3820.0	13.0	3=>6=>4	19480.0	55.0	7,8,6,3,5,(4,9),2,1	7,(8,6),3,(4,5),9,(1,2)	(7,6),3,8,(4,2),5,1,9	(7,6),3,4,2,8,1,9,5		
201646051003	ダ	右	1400	曇	良	12:15	C24		2016-5-10	4	金沢	2	(定量)		7.0	240.0	1.0	7.0	130	2.0	8.0	190.0	4.0	2.0	340.0	5.0				7-8	460.0	3.0	7-8	230	2.0	2-7	500	8.0	2-8	660	9.0				7=>8	740.0	1.0	2-7-8	1930.0	7.0	7=>8=>2	5220.0	25.0	7,8,(2,4),(1,6),3,5	78426135	7,8,(2,4),6,1,3,5	7,8,(2,4),6,1,(3,5)		
201646052201	ダ	右	1400	晴	良	11:25	3Bー8		2016-5-22	5	金沢	1	(定量)		2.0	1060.0	5.0	2.0	200	4.0	1.0	190.0	3.0	8.0	150.0	2.0	1-2	2350.0	10.0	1-2	2920.0	11.0	1-2	560	5.0	2-8	690	10.0	1-8	630	7.0	2=>1	4770.0	23.0	2=>1	8670.0	27.0	1-2-8	5850.0	23.0	2=>1=>8	57020.0	138.0	7,8,9,2,6,4,(1,3),5	782946135	7,8,4,2,9,1,(6,3),5	728419365		
201646052202	ダ	右	1400	晴	良	12:05	3Bー7		2016-5-22	5	金沢	1	(定量)		2.0	200.0	1.0	2.0	100	1.0	3.0	350.0	6.0	4.0	160.0	4.0	2-3	2310.0	8.0	2-3	2470.0	9.0	2-3	790	9.0	2-4	330	3.0	3-4	1,010	15.0	2=>3	3310.0	14.0	2=>3	3130.0	13.0	2-3-4	2490.0	10.0	2=>3=>4	13860.0	48.0	246589137	2,4,6,5,9,3,8,1-7	2,4,6,3,9,5,1,8-7	2,4,(9,3),6,(5,1),8-7		
201646052203	ダ	右	1400	晴	良	12:45	C2ー8		2016-5-22	5	金沢	1	(定量)		4.0	500.0	3.0	4.0	100	1.0	7.0	120.0	3.0	6.0	100.0	2.0				4-7	480.0	3.0	4-7	230	4.0	4-6	120	1.0	6-7	180	2.0				4=>7	900.0	4.0	4-6-7	240.0	1.0	4=>7=>6	2470.0	11.0	7,(4,5,6),(2,8),(1,3)	(7,6),(4,5),(2,8),(1,3)	(7,6),4,5,8,2,(1,3)	76482531		
201646052204	ダ	右	1500	晴	良	13:25	C2ー7		2016-5-22	5	金沢	1	(定量)		8.0	990.0	4.0	8.0	190	4.0	4.0	180.0	3.0	3.0	180.0	2.0	4-8	1200.0	7.0	4-8	1420.0	7.0	4-8	360	6.0	3-8	340	5.0	3-4	390	7.0	8=>4	2790.0	10.0	8=>4	3010.0	12.0	3-4-8	810.0	5.0	8=>4=>3	5730.0	24.0	7,5,8,9,4,1,3-2	7,5,8,9,4,(1,3)-2	7,8,4,5,3,9,1-2	8,(7,4),3,5,9,1-2		
