	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201348010204	ダ	右	1400	晴	重	13:00	サラC18組		2013-1-2	21	名古屋	2	(定量)		7.0	110.0	1.0	7.0	100	1.0	5.0	100	2.0	5-7	190.0	1.0	5-7	110	2.0	6-7	100	1.0	5-6	160	3.0	7=>5	230.0	1.0	5-6-7	160.0	1.0	7=>5=>6	370.0	1.0		7,6,5,(4,9),8,2,3,1	765498231	7,5,6,4,2-9,8,1,3			6.0	120.0	3.0	5-7	190.0	1.0
201348010205	ダ	右	1400	晴	重	13:30	若鯱特別 		2013-1-2	21	名古屋	2	(定量)		7.0	100.0	1.0	7.0	110	1.0	8.0	210	4.0	7-8	740.0	3.0	7-8	310	3.0	5-7	380	4.0	5-8	1,740	13.0	7=>8	720.0	4.0	5-7-8	1400.0	5.0	7=>8=>5	3550.0	13.0		1,7,(5,8),2,6,3,4	17582634	71528463			5.0	170.0	3.0			
201348010206	ダ	右	1400	晴	重	14:00	サラC17組		2013-1-2	21	名古屋	2	(定量)		6.0	110.0	1.0	6.0	110	1.0	3.0	200	4.0	3-6	1170.0	4.0	3-6	510	5.0	6-7	570	6.0	3-7	2,430	18.0	6=>3	1640.0	6.0	3-6-7	3890.0	12.0	6=>3=>7	9550.0	28.0		3,6,7,5,(8,9),4,1,2	3,6,7,5,(1,8),9,4,2	3,6,7,1,5,8,4,2-9			7.0	330.0	7.0	3-6	1090.0	4.0
201348010207	ダ	右	1600	晴	重	14:30	サラB5組		2013-1-2	21	名古屋	2	(定量)		1.0	140.0	1.0	1.0	130	1.0	3.0	280	4.0	1-3	440.0	3.0	1-3	160	3.0	1-5	140	1.0	3-5	190	4.0	1=>3	530.0	3.0	1-3-5	290.0	2.0	1=>3=>5	1000.0	4.0		1576342	1,5,7,(3,6),4,2	1536427								
201348010301	ダ	右	1400	晴	重	11:30	サラ3歳3組		2013-1-3	21	名古屋	3	(定量)		4.0	600.0	2.0	4.0	110	2.0	6.0	100	1.0	4-6	220.0	1.0	4-6	150	2.0	3-4	610	7.0	3-6	480	4.0	4=>6	1290.0	5.0	3-4-6	840.0	2.0	4=>6=>3	6580.0	18.0		648925371	649835271	6,4,9,(3,8,7),5,2,1			3.0	300.0	6.0	4-6	200.0	1.0
201348010302	ダ	右	1400	晴	重	12:00	サラ3歳2組		2013-1-3	21	名古屋	3	(定量)		4.0	220.0	1.0	4.0	120	1.0	7.0	460	8.0	4-7	2310.0	10.0	4-7	750	10.0	4-9	330	4.0	7-9	960	12.0	4=>7	5560.0	20.0	4-7-9	2400.0	10.0	4=>7=>9	21030.0	66.0		4,6,7,8,9,(2,3),5,1	469781325	4,9,(7,8),2,(3,6),5,1			9.0	160.0	2.0	4-7	4020.0	9.0
201348010303	ダ	右	1400	晴	重	12:30	eーSHINBUN×		2013-1-3	21	名古屋	3	(定量)		5.0	510.0	2.0	5.0	150	3.0	6.0	100	1.0	5-6	240.0	1.0	5-6	160	1.0	1-5	2,200	17.0	1-6	730	9.0	5=>6	1090.0	4.0	1-5-6	2470.0	8.0	5=>6=>1	12680.0	31.0		6,5,(1,9),2,(3,7),4,8	659127384	651923784			1.0	550.0	7.0	5-6	160.0	1.0
201348010304	ダ	右	1400	晴	重	13:00	愛知県馬主協会尾張支		2013-1-3	21	名古屋	3	(定量)		2.0	140.0	1.0	2.0	110	2.0	9.0	110	1.0	2-9	150.0	1.0	2-9	100	1.0	2-3	130	2.0	3-9	180	3.0	2=>9	200.0	1.0	2-3-9	220.0	1.0	2=>9=>3	400.0	1.0		2,3,6,9,7,5,8-1,4	2,3,9,6,7,8,5-1,4	2,9,3,6,8,7,5-1-4			3.0	140.0	4.0	2-8	130.0	1.0
201348010305	ダ	右	800	晴	重	13:30	愛知県馬主協会三河支		2013-1-3	21	名古屋	3	(定量)		7.0	130.0	1.0	7.0	130	2.0	3.0	220	4.0	3-7	950.0	4.0	3-7	360	4.0	2-7	290	3.0	2-3	1,560	12.0	7=>3	1230.0	6.0	2-3-7	2270.0	8.0	7=>3=>2	5600.0	17.0				7,2,3,(4,5,8),6-1			2.0	400.0	5.0			
201348010306	ダ	右	1400	晴	重	14:00	雅孝☆さくら結婚おめ		2013-1-3	21	名古屋	3	(定量)		4.0	200.0	1.0	4.0	100	1.0	6.0	110	3.0	4-6	190.0	1.0	4-6	110	1.0	2-4	140	2.0	2-6	160	3.0	4=>6	320.0	1.0	2-4-6	170.0	1.0	4=>6=>2	410.0	1.0		465239718	4,6,5,2-9,7,3,1,8	4,6,2,5-7,9,3,1,8			2.0	100.0	2.0	4-6	170.0	1.0
201348010307	ダ	右	1400	晴	重	14:30	祝☆沓名芳裕さんSX		2013-1-3	21	名古屋	3	(定量)		7.0	480.0	3.0	7.0	130	3.0	8.0	100	1.0	7-8	310.0	2.0	7-8	180	3.0	3-7	230	4.0	3-8	120	1.0	7=>8	980.0	4.0	3-7-8	180.0	1.0	7=>8=>3	2300.0	9.0		8,7,(3,6),4,5,1,9,2	876543192	873541962			3.0	100.0	2.0	7-8	270.0	2.0
201348010308	ダ	右	1400	晴	重	15:05	初夢特別 		2013-1-3	21	名古屋	3	(定量)		4.0	180.0	1.0	4.0	130	1.0	3.0	210	5.0	3-4	940.0	4.0	3-4	600	5.0	4-6	930	8.0	3-6	3,080	17.0	4=>3	1230.0	6.0	3-4-6	8710.0	17.0	4=>3=>6	18360.0	47.0		3,9,4,(6,7),8,(1,5),2	3,9,4,(6,7),5,8,1,2	3,4,6,9,7-1,8,2,5			6.0	210.0	6.0	3-4	820.0	4.0
201348010309	ダ	右	1600	曇	重	15:40	門松特別 		2013-1-3	21	名古屋	3	(別定)		9.0	160.0	1.0	9.0	100	2.0	8.0	110	3.0	8-9	450.0	2.0	8-9	140	2.0	4-9	100	1.0	4-8	180	3.0	9=>8	630.0	3.0	4-8-9	210.0	1.0	9=>8=>4	870.0	4.0		8,10,9,(1,4,5),6,7,2,3	8,10,9,4,5,(1,6),7,2,3	81094617523			4.0	100.0	1.0	7-8	420.0	2.0
201348010310	ダ	右	1600	曇	重	16:15	名古屋LJケンタウロ 		2013-1-3	21	名古屋	3			5.0	680.0	4.0	5.0	210	4.0	12.0	150	1.0	5-12	770.0	4.0	5-12	320	4.0	1-5	1,260	12.0	1-12	920	8.0	5=>12	1520.0	8.0	1-5-12	3870.0	11.0	5=>12=>1	15710.0	41.0		2,5,8,(4,12),7,1,6,3,10,11,9	2,5,8,(4,12),1,7,6,3,10,11,9	251214867310119			1.0	200.0	3.0	5-8	300.0	1.0
201348010401	ダ	右	1400	晴	重	11:30	サラC11組		2013-1-4	21	名古屋	4	(定量)		1.0	260.0	2.0	1.0	150	3.0	6.0	200	6.0	1-6	1520.0	5.0	1-6	530	7.0	1-3	130	1.0	3-6	530	6.0	1=>6	2510.0	9.0	1-3-6	830.0	3.0	1=>6=>3	3890.0	14.0		16835724.0	16857324.0	16385742.0			3.0	120.0	1.0			
201348010402	ダ	右	1400	晴	重	12:00	駿祐3歳お誕生日おめ		2013-1-4	21	名古屋	4	(定量)		3.0	100.0	1.0	3.0	100	1.0	1.0	100	2.0	1-3	130.0	1.0	1-3	100	1.0	3-4	150	3.0	1-4	130	2.0	3=>1	150.0	1.0	1-3-4	160.0	1.0	3=>1=>4	220.0	1.0		3,4,(1,8),2,6,5,7	3,4,1,8-2,6,5,7	3,(1,4)-8,2,6,5,7			4.0	100.0	3.0			
201348010403	ダ	右	1400	晴	重	12:30	伊達洋祝還暦		2013-1-4	21	名古屋	4	(定量)		4.0	410.0	3.0	4.0	150	3.0	2.0	120	1.0	2-4	790.0	2.0	2-4	330	3.0	1-4	1,240	13.0	1-2	1,210	11.0	4=>2	1440.0	3.0	1-2-4	4890.0	15.0	4=>2=>1	13200.0	51.0		4,7,8,(6,9),2,1,3,5	4,8,9,6,2,(1,7),3,5	4,2,(6,8,9),1,7,3,5			1.0	800.0	8.0	2-4	770.0	4.0
201348010404	ダ	右	800	晴	重	13:00	サラ3歳4組		2013-1-4	21	名古屋	4	(定量)		9.0	200.0	1.0	9.0	140	1.0	8.0	170	4.0	8-9	840.0	4.0	8-9	340	5.0	3-9	260	3.0	3-8	660	11.0	9=>8	1310.0	5.0	3-8-9	1450.0	7.0	9=>8=>3	6210.0	23.0				397815642.0			3.0	140.0	2.0	8-8	920.0	4.0
201348010405	ダ	右	1400	晴	重	13:30	サラC9組		2013-1-4	21	名古屋	4	(定量)		7.0	450.0	3.0	7.0	130	1.0	1.0	130	2.0	1-7	880.0	5.0	1-7	230	3.0	4-7	240	4.0	1-4	140	1.0	7=>1	2340.0	10.0	1-4-7	340.0	2.0	7=>1=>4	4210.0	17.0		1,4,6,5-7,3-2	1,4,6,5,3,7-2	1,4-7,3,6,5-2								
201348010406	ダ	右	1400	晴	重	14:00	サラC8組		2013-1-4	21	名古屋	4	(定量)		6.0	1460.0	5.0	6.0	580	5.0	4.0	170	2.0	4-6	1980.0	8.0	4-6	530	7.0	2-6	740	9.0	2-4	340	4.0	6=>4	5400.0	17.0	2-4-6	1970.0	7.0	6=>4=>2	20360.0	48.0		4621537.0	4615273.0	4625173.0								
201348010407	ダ	右	1400	晴	重	14:30	楽しみイッパイ		2013-1-4	21	名古屋	4	(定量)		6.0	180.0	1.0	6.0	120	1.0	8.0	340	5.0	6-8	1400.0	5.0	6-8	460	6.0	6-7	210	2.0	7-8	1,350	12.0	6=>8	1650.0	7.0	6-7-8	2160.0	6.0	6=>8=>7	7590.0	24.0		56781243	56718243	5,6,(7,8),1,3,4,2			7.0	130.0	2.0			
201348010408	ダ	右	1400	晴	重	15:05	ごまめ賞		2013-1-4	21	名古屋	4	(定量)		8.0	110.0	1.0	8.0	100	1.0	1.0	100	2.0	1-8	370.0	2.0	1-8	130	2.0	6-8	130	1.0	1-6	220	4.0	8=>1	400.0	2.0	1-6-8	210.0	1.0	8=>1=>6	670.0	2.0		6,8,(1,2,4),3,5,7	68451273	68145327			6.0	120.0	3.0			
201348010409	ダ	右	1600	晴	重	15:40	双六特別 		2013-1-4	21	名古屋	4	(定量)		3.0	190.0	1.0	3.0	120	3.0	10.0	110	1.0	3-10	260.0	1.0	3-10	150	1.0	3-9	290	4.0	9-10	330	5.0	3=>10	490.0	1.0	3-9-10	600.0	2.0	3=>10=>9	1680.0	5.0		3,10,9,(1,6),(2,5),4,8,7	31096152487	3,10,9,6,1-5,7,2,8,4			9.0	230.0	5.0	3-8	200.0	1.0
201348010410	ダ	右	1400	晴	重	16:20	名古屋記念	G	2013-1-4	21	名古屋	4	(ハンデ)		7.0	250.0	2.0	7.0	110	2.0	10.0	110	1.0	7-10	340.0	1.0	7-10	140	1.0	1-7	300	3.0	1-10	270	2.0	7=>10	770.0	3.0	1-7-10	430.0	1.0	7=>10=>1	1870.0	2.0		7,8,10,(2,5),(1,4),3,9,6,11	7,(8,10),4,1,(2,3),5,6,9,11	7101384265119			1.0	130.0	3.0	6-8	300.0	1.0
201348010701	ダ	右	1400	晴	稍重	11:30	サラ3歳7組		2013-1-7	21	名古屋	5	(定量)		6.0	110.0	1.0	6.0	100	1.0	2.0	130	3.0	2-6	220.0	1.0	2-6	130	1.0	4-6	260	3.0	2-4	330	7.0	6=>2	280.0	1.0	2-4-6	270.0	1.0	6=>2=>4	690.0	1.0		6,2,(3,7),4,8,5,1	6,2,(3,7),4,8,1,5	62347185			4.0	230.0	4.0			
201348010702	ダ	右	1400	晴	稍重	12:05	サラ3歳6組		2013-1-7	21	名古屋	5	(定量)		4.0	170.0	1.0	4.0	100	2.0	8.0	100	1.0	4-8	200.0	1.0	4-8	120	1.0	3-4	160	2.0	3-8	180	4.0	4=>8	460.0	2.0	3-4-8	290.0	1.0	4=>8=>3	1330.0	4.0		46813275.0	46831275.0	48632175.0			3.0	120.0	3.0			
201348010703	ダ	右	800	晴	稍重	12:40	サラC6組		2013-1-7	21	名古屋	5	(定量)		1.0	340.0	2.0	1.0	100	2.0	5.0	100	1.0	1-5	140.0	1.0	1-5	100	1.0	1-3	190	3.0	3-5	140	2.0	1=>5	490.0	2.0	1-3-5	160.0	1.0	1=>5=>3	980.0	4.0				1,5,3,8-2,4,6,7			3.0	130.0	3.0			
201348010704	ダ	右	1400	晴	稍重	13:15	琉聖君誕生日記念4		2013-1-7	21	名古屋	5	(定量)		4.0	210.0	1.0	4.0	110	2.0	5.0	150	4.0	4-5	360.0	2.0	4-5	170	2.0	4-9	130	1.0	5-9	240	3.0	4=>5	470.0	1.0	4-5-9	300.0	1.0	4=>5=>9	1120.0	2.0		457918263.0	459876123.0	459768132.0			9.0	100.0	1.0	4-5	430.0	2.0
201348010705	ダ	右	1400	晴	稍重	13:50	サラC4組		2013-1-7	21	名古屋	5	(定量)		1.0	170.0	1.0	1.0	100	1.0	5.0	100	2.0	1-5	210.0	1.0	1-5	110	1.0	1-2	130	3.0	2-5	120	2.0	1=>5	360.0	1.0	1-2-5	160.0	1.0	1=>5=>2	530.0	1.0		1,2,3,5,(7,9),6,4	1,2,(5,9),3,7,6,4	12593764			2.0	100.0	3.0			
201348010706	ダ	右	1400	晴	稍重	14:25	サラC3組		2013-1-7	21	名古屋	5	(定量)		6.0	220.0	1.0	6.0	110	2.0	9.0	100	1.0	6-9	290.0	1.0	6-9	120	1.0	1-6	180	2.0	1-9	180	3.0	6=>9	460.0	1.0	1-6-9	310.0	1.0	6=>9=>1	1180.0	2.0		596172384	(5,9),6,(1,7),4,2,8,3	965172438			1.0	110.0	3.0	6-8	250.0	1.0
201348010707	ダ	右	1400	晴	稍重	14:55	サラC2組		2013-1-7	21	名古屋	5	(定量)		3.0	120.0	1.0	3.0	100	1.0	1.0	100	2.0	1-3	150.0	1.0	1-3	100	1.0	3-7	130	2.0	1-7	190	4.0	3=>1	220.0	1.0	1-3-7	200.0	1.0	3=>1=>7	520.0	1.0		136728495	1,3,6,7,(2,4),8,9,5	317624895			7.0	110.0	3.0	1-3	210.0	1.0
201348010708	ダ	右	1600	晴	稍重	15:25	飾馬賞		2013-1-7	21	名古屋	5	(定量)		5.0	300.0	2.0	5.0	100	2.0	7.0	120	3.0	5-7	590.0	3.0	5-7	160	2.0	2-5	130	1.0	2-7	190	3.0	5=>7	980.0	4.0	2-5-7	300.0	1.0	5=>7=>2	1670.0	4.0		5,7,8,(1,2),6,4,3	57268134	57261384			2.0	100.0	1.0			
201348010709	ダ	右	1600	晴	稍重	15:55	千両特別 		2013-1-7	21	名古屋	5	(定量)		8.0	120.0	1.0	8.0	110	2.0	10.0	100	1.0	8-10	180.0	1.0	8-10	130	1.0	5-8	190	2.0	5-10	220	3.0	8=>10	260.0	1.0	5-8-10	290.0	1.0	8=>10=>5	700.0	1.0		8,10,5,1,4,(3,7),2,6,9	8,10,5,(1,4,7),2,3,6,9	81051243769			5.0	140.0	3.0	7-8	180.0	1.0
201348011401	ダ	右	1400	雨	不良	11:30	サラ3歳3組		2013-1-14	22	名古屋	1	(定量)		8.0	220.0	1.0	8.0	110	2.0	7.0	270	6.0	7-8	2400.0	9.0	7-8	900	12.0	2-8	170	1.0	2-7	720	10.0	8=>7	3960.0	15.0	2-7-8	2090.0	7.0	8=>7=>2	10510.0	33.0		8,5,(2,4),9,6,7,3,1	8,5,(6,9),7,2,4,3,1	857962431			2.0	100.0	1.0	7-8	1610.0	7.0
201348011402	ダ	右	1400	雨	不良	12:05	最後の事務職人伊藤元		2013-1-14	22	名古屋	1	(定量)		2.0	920.0	3.0	2.0	270	4.0	6.0	360	5.0	2-6	13150.0	19.0	2-6	2,340	18.0	2-7	320	3.0	6-7	780	8.0	2=>6	22980.0	31.0	2-6-7	4670.0	12.0	2=>6=>7	82690.0	118.0		97865243	9,7,(6,8),2,5,4,3	9,7,6,2,8,4,3-5			7.0	110.0	2.0	2-6	5970.0	10.0
201348011403	ダ	右	800	雨	不良	12:40	笠原佑一誕生		2013-1-14	22	名古屋	1	(定量)		3.0	1270.0	5.0	3.0	310	5.0	4.0	120	1.0	3-4	1070.0	4.0	3-4	300	2.0	3-9	8,460	32.0	4-9	2,870	22.0	3=>4	2820.0	12.0	3-4-9	31030.0	45.0	3=>4=>9	167450.0	216.0				349165278.0			9.0	2,670	8.0	3-4	1210.0	6.0
201348011404	ダ	右	1400	雨	不良	13:15	サラC26組		2013-1-14	22	名古屋	1	(定量)		8.0	130.0	1.0	8.0	100	1.0	5.0	160	5.0	5-8	770.0	2.0	5-8	180	2.0	1-8	100	1.0	1-5	180	3.0	8=>5	970.0	3.0	1-5-8	190.0	1.0	8=>5=>1	1620.0	5.0		1,5,6,8-2,9,4,3,7	1,5,8,6-9,2,4,3,7	1,8,5,6-9,4,2-3,7			1.0	110	2.0	5-8	1050.0	2.0
201348011405	ダ	右	1400	雨	不良	13:45	馬友会競馬サー		2013-1-14	22	名古屋	1	(定量)		4.0	390.0	3.0	4.0	120	2.0	5.0	150	5.0	4-5	1440.0	8.0	4-5	450	8.0	1-4	200	1.0	1-5	350	6.0	4=>5	2040.0	12.0	1-4-5	1230.0	6.0	4=>5=>1	7120.0	36.0		457128693	4,5,7,1,8,2,6-9,3	457182639			1.0	110	1.0	4-5	1220.0	7.0
201348011406	ダ	右	1400	雨	不良	14:20	みんなで来て!		2013-1-14	22	名古屋	1	(定量)		7.0	410.0	2.0	7.0	100	1.0	3.0	100	2.0	3-7	110.0	1.0	3-7	100	1.0	6-7	240	3.0	3-6	260	4.0	7=>3	490.0	2.0	3-6-7	290.0	1.0	7=>3=>6	1240.0	5.0		7,3-6,9,4,8,1,5,2	7,3-6,9,4,5,8,1,2	7,3-6,9,4,5,8,2,1			6.0	230	6.0	3-7	110.0	1.0
201348011407	ダ	右	1400	雨	不良	14:55	桜ヶ丘一九会5周年記		2013-1-14	22	名古屋	1	(定量)		3.0	100.0	1.0	3.0	100	1.0	1.0	160	3.0	1-3	600.0	4.0	1-3	280	2.0	3-5	280	4.0	1-5	1,080	14.0	3=>1	680.0	4.0	1-3-5	1590.0	7.0	3=>1=>5	2850.0	13.0		235948167	2,3,5,9,4,8,1,(6,7)	3-2,5,1,4,9,7,8,6			5.0	470	7.0	1-3	460.0	2.0
201348011408	ダ	右	1600	曇	不良	15:25	睦月特別 		2013-1-14	22	名古屋	1	(定量)		3.0	120.0	1.0	3.0	120	2.0	1.0	290	5.0	1-3	420.0	3.0	1-3	210	3.0	3-4	610	7.0	1-4	2,090	14.0	3=>1	510.0	2.0	1-3-4	1790.0	6.0	3=>1=>4	3680.0	12.0		1,3,6,4,5,9-(7,8),2	1,3,6,4,9,5,7,8-2	1,3,4,6,9,5,7,8-2			4.0	290	4.0	1-3	500.0	3.0
201348011409	ダ	右	1400	曇	不良	16:00	孔雀座特別 		2013-1-14	22	名古屋	1	(定量)		4.0	610.0	2.0	4.0	110	2.0	9.0	100	1.0	4-9	230.0	1.0	4-9	180	1.0	4-5	750	10.0	5-9	550	7.0	4=>9	490.0	2.0	4-5-9	580.0	3.0	4=>9=>5	2910.0	9.0		941532867.0	945132867.0	945328716.0			5.0	200	6.0	4-8	180.0	1.0
201348011601	ダ	右	800	晴	重	11:30	サラ3歳7組		2013-1-16	22	名古屋	3	(定量)		4.0	3590.0	8.0	4.0	460	7.0	2.0	100	1.0	2-4	2280.0	8.0	2-4	1,500	18.0	4-6	3,350	26.0	2-6	240	2.0	4=>2	15890.0	28.0	2-4-6	6100.0	16.0	4=>2=>6	79340.0	149.0				426579138.0			6.0	210	5.0	2-4	5690.0	14.0
201348011602	ダ	右	1400	晴	重	12:00	サラ3歳6組		2013-1-16	22	名古屋	3	(定量)		1.0	350.0	2.0	1.0	190	4.0	2.0	160	3.0	1-2	1110.0	4.0	1-2	430	4.0	1-9	1,890	20.0	2-9	1,430	15.0	1=>2	1810.0	8.0	1-2-9	7230.0	20.0	1=>2=>9	27800.0	66.0		2,6,1,9,10,4,5,3,(7,8)	26914510378	21695481073			9.0	880	7.0	1-2	950.0	4.0
201348011603	ダ	右	1400	晴	重	12:30	サラC18組		2013-1-16	22	名古屋	3	(定量)		8.0	460.0	2.0	8.0	140	2.0	4.0	500	6.0	4-8	3160.0	15.0	4-8	1,540	17.0	6-8	1,490	16.0	4-6	2,370	21.0	8=>4	5570.0	25.0	4-6-8	6790.0	25.0	8=>4=>6	47610.0	149.0		36714582.0	36714582.0	38614725.0			6.0	760	8.0			
201348011604	ダ	右	1400	晴	重	13:05	サラC17組		2013-1-16	22	名古屋	3	(定量)		5.0	2810.0	5.0	5.0	220	5.0	3.0	120	1.0	3-5	1110.0	7.0	3-5	400	5.0	2-5	1,230	12.0	2-3	850	10.0	5=>3	3050.0	10.0	2-3-5	3680.0	11.0	5=>3=>2	27680.0	66.0		56381274.0	56381274.0	56382174.0			2.0	320	6.0			
