	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠単:的中	枠単:配当	枠単:人気
200643011011	ダ	左	1600	晴	良	15:45	白富士盃 		2006-1-10	10	船橋	1																																							(2,11),1,6,(3,10),12,(5,7),9,8,13,4	2,11,1,6,(3,10),(5,7,12),(9,8),13,4	2,11,1,6,3,10,(7,12),5,8,9,13,4	(2,11),6,10,(1,3),12,7,8,9,5,13,4	12.7 - 12.5 - 12.6 - 12.8 - 12.8 - 13.0 - 13.0 - 13.3 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.7 - 25.2 - 37.8 - 50.6 - 63.4 - 76.4 - 89.4 - 102.7 - 102.7 - 102.7 - 102.7 - 102.7 - 102.7 - 102.7 - 102.7 (37.8-39.3)			
200643011101	ダ	左	1200	晴	良	10:30	4歳イ		2006-1-11	10	船橋	2	30万円以下																																							5,10,(1,8),3,(4,6,7,9)	5,8,(3,7),10,1,4,6,9	8,(3,7),5,4,1,10,6,9	12.7 - 12.5 - 12.3 - 12.2 - 13.0 - 14.1 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.7 - 25.2 - 37.5 - 49.7 - 62.7 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 (37.5-39.3)			
200643011102	ダ	左	1200	晴	良	11:00	4歳ア		2006-1-11	10	船橋	2	30万円以下																																							(3,12),5,8,10,4,(1,6,11),(7,9),2	3,12,5,8,10,11,(4,6),9,7,1,2	(3,12),5,(10,8),(6,11),9,7,4,1,2	12.6 - 11.9 - 12.5 - 12.9 - 13.3 - 13.5 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.6 - 24.5 - 37.0 - 49.9 - 63.2 - 76.7 - 76.7 - 76.7 - 76.7 - 76.7 - 76.7 - 76.7 - 76.7 - 76.7 - 76.7 (37.0-39.7)			
200643011103	ダ	左	1400	晴	良	11:30	C3四　イ		2006-1-11	10	船橋	2																																							2,(1,5),(3,9),(4,8),(7,10),6	2,5,(1,9),3,4,8,(7,10,6)	2,9,4,1,3,8,(5,6),(7,10)	(2,9,4),3,1,8,10,7,6,5	12.5 - 13.4 - 13.4 - 12.7 - 12.8 - 13.3 - 14.4 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.5 - 25.9 - 39.3 - 52.0 - 64.8 - 78.1 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 (39.3-40.5)			
200643011104	ダ	左	1400	晴	良	12:00	C3四　ア		2006-1-11	10	船橋	2																																							4,(5,6),2,(8,9),1,(3,7),10	4,2,(5,6),(8,9),7,(1,3),10	42856973110	4,2,8,(5,6),9,(3,7),10,1	12.7 - 12.9 - 12.6 - 12.6 - 13.0 - 13.7 - 14.8 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.7 - 25.6 - 38.2 - 50.8 - 63.8 - 77.5 - 92.3 - 92.3 - 92.3 - 92.3 - 92.3 - 92.3 - 92.3 - 92.3 - 92.3 (38.2-41.5)			
200643011105	ダ	左	1600	晴	良	12:35	特選		2006-1-11	10	船橋	2	35万円以上70万円以下																																						5,10,11,2,8,(7,4),9,3,12	5,10,11,2,(7,8),(3,4),9,12	5,10,2,7,11,9,4,(3,8),12	(5,10),7,2,9,(3,4),12,(11,8)	12.5 - 13.0 - 13.3 - 13.1 - 13.2 - 13.8 - 13.7 - 14.6 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.5 - 25.5 - 38.8 - 51.9 - 65.1 - 78.9 - 92.6 - 107.2 - 107.2 - 107.2 - 107.2 - 107.2 - 107.2 - 107.2 - 107.2 (38.8-42.1)			
200643011201	ダ	左	1200	晴	良	10:30	3歳ア　イ		2006-1-12	10	船橋	3	13万円以下																																							2,(1,5),10,6,7,8,9,4,3	1,2,5,10,6,8,7,9,4-3	1,5,(10,6),2,8,(7,9),4-3	12.9 - 11.7 - 12.3 - 13.4 - 14.1 - 14.9 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.9 - 24.6 - 36.9 - 50.3 - 64.4 - 79.3 - 79.3 - 79.3 - 79.3 - 79.3 - 79.3 - 79.3 - 79.3 - 79.3 - 79.3 (36.9-42.4)			
200643011202	ダ	左	1500	晴	良	11:00	3歳ア　イ		2006-1-12	10	船橋	3	13万円以下																																						698274351	698247351	698247351	(6,9,8)-2,4,5,3,7,1	7.2 - 13.3 - 13.5 - 13.6 - 13.0 - 13.0 - 13.4 - 14.4 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	7.2 - 20.5 - 34.0 - 47.6 - 60.6 - 73.6 - 87.0 - 101.4 - 101.4 - 101.4 - 101.4 - 101.4 - 101.4 - 101.4 - 101.4 (34.0-40.8)			
200643011203	ダ	左	1500	晴	良	11:30	4歳イ		2006-1-12	10	船橋	3	111万円以上175万円以下																																						6,10,9,7,4,2,(3,8),(5,11),1	10,6-9,4,7,(8,11),2,3,5,1	10-6,4,7,9,2,11,8,1,3,5	1046792181135	6.9 - 11.7 - 12.4 - 12.6 - 12.9 - 14.2 - 13.9 - 14.3 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	6.9 - 18.6 - 31.0 - 43.6 - 56.5 - 70.7 - 84.6 - 98.9 - 98.9 - 98.9 - 98.9 - 98.9 - 98.9 - 98.9 - 98.9 (31.0-42.4)			
200643011204	ダ	左	1500	晴	良	12:00	4歳ア		2006-1-12	10	船橋	3	111万円以上175万円以下																																						11,12,4,2,1,7,9,(5,6),10,3,8	111242179106538	7,4,11,(12,10),1,2,9,3,6,5,8	734101911621258	7.0 - 12.2 - 13.1 - 13.4 - 12.3 - 13.3 - 13.1 - 14.1 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	7.0 - 19.2 - 32.3 - 45.7 - 58.0 - 71.3 - 84.4 - 98.5 - 98.5 - 98.5 - 98.5 - 98.5 - 98.5 - 98.5 - 98.5 (32.3-40.5)			
200643011205	ダ	左	1600	晴	良	12:30	特選		2006-1-12	10	船橋	3																																							91074821161312153	9,10,(4,11),(2,8),7,6,13,1,12,3,5	91011481326175312	91011813421561237	12.7 - 12.4 - 12.8 - 13.6 - 13.5 - 12.9 - 13.2 - 14.2 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.7 - 25.1 - 37.9 - 51.5 - 65.0 - 77.9 - 91.1 - 105.3 - 105.3 - 105.3 - 105.3 - 105.3 - 105.3 - 105.3 - 105.3 (37.9-40.3)			
200643011206	ダ	左	1600	晴	良	13:00	特選		2006-1-12	10	船橋	3																																							810114129235716	8,10,11,4,12,9,(3,5),2,1,7,6	8,10,11,9,(4,5),12,3,7,6,1,2	108114935167122	13.2 - 12.9 - 13.8 - 13.2 - 12.8 - 12.8 - 12.9 - 13.8 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	13.2 - 26.1 - 39.9 - 53.1 - 65.9 - 78.7 - 91.6 - 105.4 - 105.4 - 105.4 - 105.4 - 105.4 - 105.4 - 105.4 - 105.4 (39.9-39.5)			
200643011207	ダ	左	1200	晴	良	13:30	C2三　アイ		2006-1-12	10	船橋	3																																								(6,7,12),(4,11),8,3,5,9,(1,2),10	6,7,12,(8,11),4,3,2,9,5,1,10	6,7,12,8,11,4,3,2,9,5,(1,10)	12.6 - 11.8 - 11.9 - 12.8 - 12.9 - 13.2 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.6 - 24.4 - 36.3 - 49.1 - 62.0 - 75.2 - 75.2 - 75.2 - 75.2 - 75.2 - 75.2 - 75.2 - 75.2 - 75.2 - 75.2 (36.3-38.9)			
200643011208	ダ	左	1500	晴	良	14:00	C2四		2006-1-12	10	船橋	3																																							49681075123	49681075123	(4,9),10,6,8,5,1,7,2,3	94156108732	7.2 - 12.1 - 12.4 - 13.2 - 12.5 - 13.2 - 13.7 - 14.3 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	7.2 - 19.3 - 31.7 - 44.9 - 57.4 - 70.6 - 84.3 - 98.6 - 98.6 - 98.6 - 98.6 - 98.6 - 98.6 - 98.6 - 98.6 (31.7-41.2)			
200643011209	ダ	左	1600	晴	良	14:35	福寿草特別 		2006-1-12	10	船橋	3																																							251110698437	251110694387	5,11,2,10,8,9,(6,4),7,3	510119784632	12.6 - 12.3 - 13.1 - 13.6 - 13.1 - 13.2 - 13.3 - 13.6 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.6 - 24.9 - 38.0 - 51.6 - 64.7 - 77.9 - 91.2 - 104.8 - 104.8 - 104.8 - 104.8 - 104.8 - 104.8 - 104.8 - 104.8 (38.0-40.1)			
200643011210	ダ	左	1600	晴	良	15:10	睦月特別 		2006-1-12	10	船橋	3																																							81112135671109342	8,11,12,5,13,6,1,7,10,3,9,(2,4)	11,12,13,8,6,10,5,(7,9),1,(3,4),2	12111310671942583	12.7 - 12.1 - 13.7 - 13.3 - 12.7 - 12.8 - 13.0 - 13.4 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.7 - 24.8 - 38.5 - 51.8 - 64.5 - 77.3 - 90.3 - 103.7 - 103.7 - 103.7 - 103.7 - 103.7 - 103.7 - 103.7 - 103.7 (38.5-39.2)			
200643011211	ダ	左	1600	晴	良	15:45	千葉テレビ放送盃 		2006-1-12	10	船橋	3	(ハンデ)																																						198254367	1,9,8,(2,4),5,3,7,6	1,9,8,(2,4),3,7,5,6	9,8,7,2,(1,3),(4,6),5	12.8 - 13.3 - 13.1 - 12.4 - 11.9 - 12.5 - 12.9 - 13.3 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.8 - 26.1 - 39.2 - 51.6 - 63.5 - 76.0 - 88.9 - 102.2 - 102.2 - 102.2 - 102.2 - 102.2 - 102.2 - 102.2 - 102.2 (39.2-38.7)			
200643011301	ダ	左	1000	曇	良	10:30	3歳　未出走		2006-1-13	10	船橋	4																																									(1,6),8,3,9,7,4,2,5	681397245	12.8 - 11.4 - 12.2 - 12.3 - 13.2 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.8 - 24.2 - 36.4 - 48.7 - 61.9 - 61.9 - 61.9 - 61.9 - 61.9 - 61.9 - 61.9 - 61.9 - 61.9 - 61.9 - 61.9 (36.4-37.7)			
200643011302	ダ	左	1000	曇	良	11:00	3歳　未出走		2006-1-13	10	船橋	4																																									36187254.0	36872154.0	12.5 - 11.7 - 12.1 - 13.1 - 13.4 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.5 - 24.2 - 36.3 - 49.4 - 62.8 - 62.8 - 62.8 - 62.8 - 62.8 - 62.8 - 62.8 - 62.8 - 62.8 - 62.8 - 62.8 (36.3-38.6)			
200643011303	ダ	左	1500	曇	良	11:35	3歳ア　イ		2006-1-13	10	船橋	4	13万円以上35万円以下																																						6572418	7562418	7256841	2758461	7.1 - 13.1 - 13.0 - 13.4 - 13.0 - 13.3 - 13.2 - 14.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	7.1 - 20.2 - 33.2 - 46.6 - 59.6 - 72.9 - 86.1 - 100.1 - 100.1 - 100.1 - 100.1 - 100.1 - 100.1 - 100.1 - 100.1 (33.2-40.5)			
200643011304	ダ	左	1500	曇	良	12:10	4歳イ		2006-1-13	10	船橋	4	175万円以上																																						241083115916712	241038115691712	241031165971812	116510243719812	7.2 - 12.4 - 13.0 - 12.8 - 12.9 - 13.1 - 13.2 - 13.8 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	7.2 - 19.6 - 32.6 - 45.4 - 58.3 - 71.4 - 84.6 - 98.4 - 98.4 - 98.4 - 98.4 - 98.4 - 98.4 - 98.4 - 98.4 (32.6-40.1)			
200643011305	ダ	左	1500	曇	良	12:45	4歳ア		2006-1-13	10	船橋	4	175万円以上																																						6113574198102	1163547198210	1163541798102	11,3,6,5,4,7,(1,9),(8,10),2	7.0 - 12.2 - 12.5 - 12.8 - 12.9 - 13.6 - 13.8 - 14.1 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	7.0 - 19.2 - 31.7 - 44.5 - 57.4 - 71.0 - 84.8 - 98.9 - 98.9 - 98.9 - 98.9 - 98.9 - 98.9 - 98.9 - 98.9 (31.7-41.5)			
200643021301	ダ	左	1200	晴	良	11:00	4歳		2006-2-13	11	船橋	1	30万円以下																																							61783452	16387245	1,6,3,7,2,8,(4,5)	13.2 - 12.3 - 12.2 - 12.8 - 13.6 - 13.9 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	13.2 - 25.5 - 37.7 - 50.5 - 64.1 - 78.0 - 78.0 - 78.0 - 78.0 - 78.0 - 78.0 - 78.0 - 78.0 - 78.0 - 78.0 (37.7-40.3)			
200643021302	ダ	左	1200	晴	良	11:35	3歳ア　イ		2006-2-13	11	船橋	1	118万円以上190万円以下																																							38276541	3,8,(2,7),1,5,6,4	(3,8),7,2,1,5,4,6	12.9 - 11.7 - 11.7 - 12.6 - 13.3 - 13.5 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.9 - 24.6 - 36.3 - 48.9 - 62.2 - 75.7 - 75.7 - 75.7 - 75.7 - 75.7 - 75.7 - 75.7 - 75.7 - 75.7 - 75.7 (36.3-39.4)			
200643021303	ダ	左	1400	晴	良	12:10	C3三　イ		2006-2-13	11	船橋	1																																							4,(6,8),10,1,7,5,11,2,9,3	4,6,8,1,10,5,7,(9,2),11,3	4618510792311	4,6,1,(5,8),9,10,2,7,3,11	12.7 - 12.6 - 12.8 - 12.9 - 13.0 - 13.9 - 14.2 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.7 - 25.3 - 38.1 - 51.0 - 64.0 - 77.9 - 92.1 - 92.1 - 92.1 - 92.1 - 92.1 - 92.1 - 92.1 - 92.1 - 92.1 (38.1-41.1)			
200643021304	ダ	左	1400	晴	良	12:45	C3三　ア		2006-2-13	11	船橋	1																																							78116312495	7,8,11,(1,6),3,2,4,9,5	7,8,6,(1,11),3,2,9,5,4	78611132954	13.1 - 13.3 - 13.4 - 12.8 - 12.6 - 13.5 - 13.8 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	13.1 - 26.4 - 39.8 - 52.6 - 65.2 - 78.7 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 - 92.5 (39.8-39.9)			
200643021305	ダ	左	1600	晴	良	13:20	特選		2006-2-13	11	船橋	1	118万円以上190万円以下																																						812117934110256	8,12,11,7,9,(3,4),2,1,10,6,5	8,3,(12,4),11,7,9,2,6,5,1,10	834121197261510	12.7 - 12.0 - 12.8 - 13.4 - 12.8 - 13.4 - 13.7 - 13.9 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.7 - 24.7 - 37.5 - 50.9 - 63.7 - 77.1 - 90.8 - 104.7 - 104.7 - 104.7 - 104.7 - 104.7 - 104.7 - 104.7 - 104.7 (37.5-41.0)			
200643021306	ダ	左	1600	晴	良	13:55	特選		2006-2-13	11	船橋	1	190万円以上226万円以下																																						129171056342811	12,9,(1,7),5,6,10,3,4,2,8,11	129514726103811	129452176108311	12.6 - 12.5 - 12.9 - 13.2 - 13.0 - 13.1 - 13.8 - 13.9 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.6 - 25.1 - 38.0 - 51.2 - 64.2 - 77.3 - 91.1 - 105.0 - 105.0 - 105.0 - 105.0 - 105.0 - 105.0 - 105.0 - 105.0 (38.0-40.8)			
200643021307	ダ	左	1500	晴	良	14:30	C2一　アイ		2006-2-13	11	船橋	1																																							212961071834511	261291071835411	269127101811453	2,9,(10,6),12,7,11,1,4,5,8,3	7.0 - 12.0 - 12.3 - 12.7 - 12.5 - 13.1 - 13.6 - 14.5 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	7.0 - 19.0 - 31.3 - 44.0 - 56.5 - 69.6 - 83.2 - 97.7 - 97.7 - 97.7 - 97.7 - 97.7 - 97.7 - 97.7 - 97.7 (31.3-41.2)			
200643021308	ダ	左	1600	晴	良	15:05	ブルーバードカップ 		2006-2-13	11	船橋	1	226万円以上																																						1072935486	1072593486	1075428936	1075482693	13.2 - 12.9 - 12.9 - 13.4 - 12.9 - 12.6 - 13.2 - 13.4 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	13.2 - 26.1 - 39.0 - 52.4 - 65.3 - 77.9 - 91.1 - 104.5 - 104.5 - 104.5 - 104.5 - 104.5 - 104.5 - 104.5 - 104.5 (39.0-39.2)			
200643021309	ダ	左	1600	晴	良	15:40	爽駿特別 		2006-2-13	11	船橋	1																																							7116349521018	7,11,3,(6,4),2,5,10,9,1,8	7,11,3,6,4,(2,1),5,10,9,8	7,3,11,(6,4),(2,1),10,5,9,8	13.2 - 13.1 - 13.4 - 13.0 - 12.2 - 12.6 - 13.1 - 13.4 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	13.2 - 26.3 - 39.7 - 52.7 - 64.9 - 77.5 - 90.6 - 104.0 - 104.0 - 104.0 - 104.0 - 104.0 - 104.0 - 104.0 - 104.0 (39.7-39.1)			
200643021310	ダ	左	1600	晴	良	16:15	如月特別 		2006-2-13	11	船橋	1	(ハンデ)																																						156432	156432	561432	564231	13.4 - 12.8 - 13.4 - 12.8 - 12.4 - 12.6 - 12.9 - 13.2 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	13.4 - 26.2 - 39.6 - 52.4 - 64.8 - 77.4 - 90.3 - 103.5 - 103.5 - 103.5 - 103.5 - 103.5 - 103.5 - 103.5 - 103.5 (39.6-38.7)			
200643021311	ダ	左	1600	晴	良	16:45	特選		2006-2-13	11	船橋	1																																							1468513411123291071	14,(6,8),5,(4,13),11,12,2,3,10,9,7,1	14,6,5,8,13,4,11,(2,12),(9,10),3,1	146451381112291031	12.6 - 12.5 - 13.3 - 12.8 - 12.7 - 13.2 - 14.0 - 14.4 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.6 - 25.1 - 38.4 - 51.2 - 63.9 - 77.1 - 91.1 - 105.5 - 105.5 - 105.5 - 105.5 - 105.5 - 105.5 - 105.5 - 105.5 (38.4-41.6)			
200643021401	ダ	左	1200	晴	良	11:00	3歳ア　イ		2006-2-14	11	船橋	2	58万円以上118万円以下																																							4,9,(1,6,10),(2,5),(11,12),3,7,8	491105211123768	910415112127386	12.7 - 11.4 - 12.0 - 12.5 - 13.9 - 14.3 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.7 - 24.1 - 36.1 - 48.6 - 62.5 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 - 76.8 (36.1-40.7)			
