	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠単:的中	枠単:配当	枠単:人気
200646010201	ダ	右	1400	雨	不良	10:50	C45		2006-1-2	20	金沢	1	(馬齢)																																						(3,7,8),9,6-(1,4,2)	(3,7),8,9,6=1,4,2	(3,7),(9,8),6=(1,4),2	7,(3,8,9),6=(1,4),2					
200646010202	ダ	右	1400	雨	不良	11:25	C44		2006-1-2	20	金沢	1	(馬齢)																																						3,9,(2,8,10),(4,5,6,1),7	3,9,8,(10,2),1,(4,5,6)-7	(3,9),(8,2),10,4,6,5,1,7	(3,9),(8,2),4,(6,5,10)-1,7					
200646010203	ダ	右	1400	雨	不良	12:00	C43		2006-1-2	20	金沢	1	(馬齢)																																						6,7,(8,4),3,10-(9,2,1),5	6,7,8,(4,3),10,(1,2)=9,5	(6,7,8),4-3,(1,2,10)=5,9	8,6,7,4=(1,2),10-3-5,9					
200646010204	ダ	右	1500	雨	不良	12:35	センリョウ賞		2006-1-2	20	金沢	1	(定量)																																						(5,7,8,9),6,4-3=1,2	(7,5,9),8,6,4-3=(1,2)	7,9,6,5-(4,3),8-(1,2)	7,9,6-(5,3),4=(1,2),8					
200646010205	ダ	右	1400	雨	不良	13:10	石川県馬主協会長賞		2006-1-2	20	金沢	1	(馬齢)																																						(6,5,7,8,9),(3,1)-(2,4),10	(5,6),(7,9),(1,8),3,(2,4),10	(1,6,9),(5,7,8),(2,4,10),3	6,9,1,8,7,(5,2),(3,10,4)					
200646010206	ダ	右	1500	雨	不良	13:45	初日の出特別 		2006-1-2	20	金沢	1	(馬齢)																																						(6,3),(5,4),(1,2,8)-(10,9)	(6,3),(5,4),(1,2)-8-(9,10)	6,(4,5,3),8,2,1-9,10	6-3,4,(2,8),5-1-9=10					
200646010207	ダ	右	1400	雨	不良	14:20	北陸コカ・コーラボト		2006-1-2	20	金沢	1	(馬齢)																																						8,7,(2,10),3,6,9,(5,4),1	8,7,(2,10)-(5,3,4,6,9)-1	8,7,10,(9,4,3),6,5,1,2	(8,7,10),4,9-3-5,6-1					
200646010208	ダ	右	1400	雨	不良	14:55	石川県馬主協会長賞 		2006-1-2	20	金沢	1	(馬齢)																																						(4,5),(6,8,1),10,3,2,9,7	4,5,(1,6,8),10-3-2,7,9	4,5-(10,1,6),8-2-3,7-9	(4,5)=10,(1,2,6)-7,(8,3)-9					
200646010301	ダ	右	1400	雨	不良	10:50	C46		2006-1-3	20	金沢	2	(馬齢)																																						(1,4,8),7,(2,3),5-6	1,(4,8),7,3,2,5=6	(1,8),(3,4,7)=5,2-6	8,3-1,(4,7)=5=2,6					
200646010302	ダ	右	1400	雪	不良	11:20	C35		2006-1-3	20	金沢	2	(馬齢)																																						3,7,8,4,2,(1,5,6)	3,7-8-4,2,(1,5),6	3,7=8-4,5,(1,2),6	(3,7)=8,(5,4)=(2,6)-1					
200646010303	ダ	右	900	雪	不良	11:50	3歳3		2006-1-3	20	金沢	2	(馬齢)																																								9,5-10,1,4,6,(2,3,8),7	(9,5)=(1,10)-4,6,(2,3),7,8					
200646010304	ダ	右	1500	雪	不良	12:20	3歳2		2006-1-3	20	金沢	2	(馬齢)																																						8,(3,6),7,9,4,(2,5)-1	8,(3,6),(9,7,4)-2,5=1	(8,6),7,4,(3,9)=(5,2)=1	6,4-(8,7),(5,2,9),3=1					
200646010305	ダ	右	1400	雪	不良	12:50	C36		2006-1-3	20	金沢	2	(馬齢)																																						2,8,(7,1,3),(6,5),4,9	2,8,(1,3,7),6,5,4=9	(8,2)-(3,7),1,6,(4,5)=9	8,2-7-(3,6),1,4,5-9					
200646032501	ダ	右	1300	晴	稍重	10:50	C46		2006-3-25	21	金沢	1	(馬齢)		8.0	120.0	1.0	8.0	140.0	2.0	9.0	170.0	3.0	7.0	360.0	5.0	8-8	690.0	3.0	8-9	920.0	3.0	8-9	430.0	4.0	7-8	530.0	8.0	7-9	1,260	12.0	8=>9	730.0	3.0	7-8-9	3400.0	10.0	8=>9=>7	9500.0	27.0	(9,8),(6,7),5,(2,4),(1,3)	(8,9,7),5,6,(2,4),1-3	(8,9,5),7,(6,1,4,2)=3	8,9-(7,5)-(1,2)-(6,4)-3			8=>8	610.0	3.0
200646032502	ダ	右	1300	晴	稍重	11:25	C45		2006-3-25	21	金沢	1	(馬齢)		6.0	310.0	1.0	6.0	150.0	3.0	4.0	100.0	1.0	10.0	390.0	8.0	4-6	820.0	3.0	4-6	880.0	5.0	4-6	310.0	2.0	6-10	5,110	38.0	4-10	1,760	16.0	6=>4	1870.0	9.0	4-6-10	65560.0	57.0	6=>4=>10	223980.0	242.0	(1,4,7),3,6,(2,9),(5,10),8	(1,4,7),3,(2,9),6-5-10-8	(1,4,6),(7,3)-9,(5,2),10-8	4,(6,1),7,5,(9,10),3-8,2			6=>4	1720.0	8.0
200646032503	ダ	右	1400	晴	稍重	12:00	C44		2006-3-25	21	金沢	1	(馬齢)		2.0	380.0	2.0	2.0	110.0	1.0	5.0	180.0	4.0	3.0	250.0	5.0	2-5	840.0	5.0	2-5	750.0	5.0	2-5	290.0	4.0	2-3	230	2.0	3-5	220	1.0	2=>5	1160.0	2.0	2-3-5	940.0	3.0	2=>5=>3	3040.0	6.0	3,(1,2),4,(5,10),(6,9),8,7	3,(2,1),(4,5,10),(6,9),(8,7)	(3,2),4,(1,5),(6,9),(10,8,7)	(3,2),5,4,(9,6),1,(10,8),7			2=>5	1220.0	2.0
200646032504	ダ	右	1500	晴	稍重	12:35	C43		2006-3-25	21	金沢	1	(馬齢)		9.0	310.0	2.0	9.0	250.0	2.0	8.0	520.0	3.0	2.0	780.0	8.0	7-8	710.0	4.0	8-9	900.0	5.0	8-9	280.0	3.0	2-9	870	9.0	2-8	1,210	15.0	9=>8	2180.0	11.0	2-8-9	3650.0	11.0	9=>8=>2	14170.0	40.0	9,(5,10,8,3),2,(7,4),(1,6)	9,(5,10),(3,8),2=7,1,(6,4)	9,(2,10,3),(5,8)=6,7,1,4	9,(2,8),3,10,5=(7,6),1-4			8=>7	1530.0	7.0
200646032505	ダ	右	1400	晴	稍重	13:10	書道・顔真流杯		2006-3-25	21	金沢	1	(馬齢)		5.0	120.0	1.0	5.0	100.0	1.0	2.0	100.0	2.0	6.0	110.0	3.0				2-5	150.0	1.0	2-5	100.0	2.0	5-6	100	1.0	2-6	140	3.0	5=>2	240.0	1.0	2-5-6	140.0	1.0	5=>2=>6	370.0	1.0	(2,5),1,8,(4,3,6),7	(2,5)-1,(6,8)-(4,3),7	5,2-(6,1),8-4,7,3	5-(6,2)-1,8,4=7,3					
200646032506	ダ	右	1400	晴	稍重	13:45	ミモザ賞		2006-3-25	21	金沢	1	(定量)		7.0	800.0	4.0	7.0	130.0	4.0	2.0	100.0	1.0	1.0	100.0	2.0	2-7	870.0	3.0	2-7	880.0	3.0	2-7	180.0	3.0	1-7	140	2.0	1-2	110	1.0	7=>2	2370.0	9.0	1-2-7	310.0	1.0	7=>2=>1	3890.0	13.0	(1,2,7),(5,8,9),10-(3,4)-6	1,2,7,(5,8,9),10-3,4-6	(1,2,7),5,(8,9),10,3,4-6	(1,7,2)-5,(10,8,3,9)-4-6			7=>2	2030.0	7.0
200646032507	ダ	右	1400	晴	稍重	14:20	スピカ特別 		2006-3-25	21	金沢	1	(馬齢)		7.0	260.0	2.0	7.0	100.0	1.0	4.0	120.0	2.0	5.0	170.0	4.0	4-7	340.0	1.0	4-7	320.0	2.0	4-7	130.0	1.0	5-7	160	2.0	4-5	460	9.0	7=>4	370.0	1.0	4-5-7	290.0	1.0	7=>4=>5	900.0	1.0	(3,7),9,1,4,2,(8,5),6	(3,7),(1,9,4),5,(8,2,6)	(3,7),4,(5,9),1,8,(6,2)	7,4-5,3,(9,1),8-6,2			7=>4	400.0	1.0
200646032508	ダ	右	1500	晴	稍重	14:55	水芭蕉特別 		2006-3-25	21	金沢	1	(馬齢)		2.0	580.0	2.0	2.0	170.0	3.0	9.0	100.0	1.0	1.0	200.0	4.0	2-8	200.0	1.0	2-9	190.0	1.0	2-9	140.0	2.0	1-2	240	4.0	1-9	170	3.0	2=>9	950.0	3.0	1-2-9	190.0	1.0	2=>9=>1	2250.0	9.0	(1,5,9),(7,8)-2,4,6	(1,5,9),(7,8)-2=4=6	(1,9),(2,5),8,7-4=6	(2,9)-1-5,7,8-4=6			2=>8	830.0	3.0
200646032509	ダ	右	1700	晴	稍重	15:30	アクアマリン特別 		2006-3-25	21	金沢	1	(馬齢)		2.0	1710.0	6.0	2.0	760.0	10.0	11.0	180.0	2.0	10.0	190.0	4.0	2-8	2420.0	7.0	2-11	3730.0	12.0	2-11	1,490	17.0	2-10	2,900	32.0	10-11	200	2.0	2=>11	15650.0	37.0	2-10-11	4300.0	14.0	2=>11=>10	45100.0	131.0	4,(5,6,11,10,2),3,(8,7,1)-9	4,(5,6,2),(11,3),1,10,7,8-9	(4,2,5)-11,3,10,8,(6,7,1),9	2,4,11,5,(10,3)-7,(8,1),9-6			2=>8	6560.0	17.0
200646032801	ダ	右	1300	晴	良	10:50	C36		2006-3-28	21	金沢	4	(馬齢)		6.0	540.0	4.0	6.0	120.0	2.0	3.0	100.0	1.0	8.0	170.0	4.0	3-6	700.0	5.0	3-6	630.0	3.0	3-6	370	5.0	6-8	700	11.0	3-8	120	1.0	6=>3	1840.0	7.0	3-6-8	1090.0	4.0	6=>3=>8	4360.0	15.0	(1,3,4,6),8,2,(5,7,9)	(1,3,4),(6,8),(2,5,7,9)	(4,3,1),6,8,9,(7,2),5	(6,3),(4,1,8)-(7,9)-(2,5)			6=>3	1280.0	7.0
200646040201	ダ	右	1400	曇	重	10:50	カトレア賞		2006-4-2	1	金沢	1	(定量)		1.0	320.0	2.0	1.0	110.0	2.0	4.0	100.0	1.0							1-4	190.0	1.0	1-4	100	1.0	1-6	170	3.0	4-6	120	2.0	1=>4	640.0	3.0	1-4-6	210.0	1.0	1=>4=>6	1590.0	5.0	1,4,6,(7,3),2,5	1,4,6,(7,3)-(2,5)	(1,4,6)=3,7-5,2	1,4,6=3-(5,7)-2					
200646040202	ダ	右	1300	曇	重	11:20	3歳B　5		2006-4-2	1	金沢	1	(馬齢)		3.0	700.0	5.0	3.0	200.0	2.0	9.0	260.0	4.0	4.0	320.0	6.0	3-8	670.0	2.0	3-9	2910.0	14.0	3-9	850	13.0	3-4	1,000	16.0	4-9	1,230	19.0	3=>9	6390.0	24.0	3-4-9	10050.0	39.0	3=>9=>4	47600.0	167.0	(3,9,2,5,7),4,8,1-6	3,9,2-5,(1,4,7,8)=6	(3,9),8,(2,5),4,(1,7)=6	(3,9),8-4-2,7,1-(5,6)			3=>8	1780.0	7.0
200646040203	ダ	右	1300	曇	重	11:50	3歳B　4		2006-4-2	1	金沢	1	(馬齢)		6.0	1490.0	5.0	6.0	270.0	6.0	7.0	290.0	7.0	8.0	200.0	3.0	6-7	2000.0	7.0	6-7	3240.0	15.0	6-7	650	9.0	6-8	1,530	19.0	7-8	570	8.0	6=>7	7830.0	29.0	6-7-8	7390.0	25.0	6=>7=>8	57790.0	157.0	(2,3,9),(4,7,8),(1,5,6,10)	2,(3,9),(8,7),(6,10,4),1,5	3,(2,9,8,7),6,(4,10),1=5	(3,9,6),(7,8)-(2,4),1=10=5			6=>7	3420.0	12.0
200646040204	ダ	右	1400	曇	重	12:20	C45		2006-4-2	1	金沢	1	(馬齢)		2.0	190.0	1.0	2.0	100.0	2.0	8.0	100.0	1.0	4.0	100.0	3.0	2-8	140.0	1.0	2-8	160.0	1.0	2-8	110	1.0	2-4	210	5.0	4-8	170	2.0	2=>8	300.0	1.0	2-4-8	200.0	1.0	2=>8=>4	530.0	1.0	(7,8),9,(1,2),(4,5)	7,8,(9,2),(1,4)-5	8,7,(2,4,9)=1-5	8,(2,4),7-9=1-5			2=>8	270.0	1.0
200646040205	ダ	右	1500	雨	重	12:55	C44		2006-4-2	1	金沢	1	(馬齢)		9.0	300.0	2.0	9.0	130.0	3.0	7.0	110.0	1.0	8.0	190.0	4.0	7-8	900.0	5.0	7-9	1480.0	7.0	7-9	320	2.0	8-9	470	6.0	7-8	850	10.0	9=>7	1900.0	10.0	7-8-9	1180.0	4.0	9=>7=>8	6900.0	28.0	8,(7,9,3)=(2,1),(5,6),4	8,(9,7,3)=(2,1),5,(4,6)	(8,9),7,3=2-(1,5,6),4	(8,9,7)-(3,2)=1,(6,5)-4			8=>7	1200.0	6.0
200646040206	ダ	右	1400	曇	重	13:30	C43		2006-4-2	1	金沢	1	(馬齢)		3.0	110.0	1.0	3.0	100.0	1.0	7.0	100.0	2.0	4.0	150.0	3.0	3-7	200.0	1.0	3-7	220.0	1.0	3-7	150	2.0	3-4	200	3.0	4-7	500	7.0	3=>7	240.0	1.0	3-4-7	660.0	4.0	3=>7=>4	1100.0	5.0	(3,7),(1,2,9),4,5,(8,6)	3,7,(1,2,9)-(4,8,5),6	3,7,(2,1,4),(8,9),(5,6)	3-7,4,1,2,5,8,(9,6)			3=>7	270.0	1.0
200646040207	ダ	右	1500	雨	重	14:05	柴舟小出杯スピカ特別 		2006-4-2	1	金沢	1	(馬齢)		4.0	200.0	1.0	4.0	110.0	2.0	7.0	100.0	1.0	2.0	110.0	3.0	4-7	260.0	1.0	4-7	300.0	1.0	4-7	120	1.0	2-4	250	2.0	2-7	300	4.0	4=>7	710.0	2.0	2-4-7	450.0	2.0	4=>7=>2	1900.0	5.0	(1,2),4,9,7,8,(3,6),5	1,2-4-9,7,(3,8),6-5	2,(4,1),7-9-3,(8,6)-5	(2,4,7)-(9,1)=3-(8,6)=5			4=>7	540.0	1.0
200646040208	ダ	右	1400	雨	不良	14:40	竪町グランディールカ		2006-4-2	1	金沢	1	(馬齢)		3.0	390.0	2.0	3.0	150.0	3.0	4.0	220.0	4.0	9.0	150.0	2.0	3-4	990.0	5.0	3-4	1060.0	5.0	3-4	370	6.0	3-9	140	1.0	4-9	330	4.0	3=>4	1930.0	8.0	3-4-9	450.0	1.0	3=>4=>9	4050.0	11.0	(3,9,6),7,2-4,8,(1,5)	3,9,6-(7,2)-4,8-(1,5)	(3,9),6,(7,2),4,(5,8)-1	3,9,(6,7,2,4)=5,8=1			3=>4	1580.0	6.0
200646040209	ダ	右	1400	雨	不良	15:15	北国クリーンサービス 		2006-4-2	1	金沢	1	(馬齢)		2.0	120.0	1.0	2.0	100.0	1.0	8.0	220.0	4.0	1.0	110.0	2.0	2-8	1290.0	4.0	2-8	1450.0	4.0	2-8	260	4.0	1-2	100	1.0	1-8	600	7.0	2=>8	1620.0	5.0	1-2-8	910.0	2.0	2=>8=>1	5600.0	15.0	(1,5,6,8),(9,4),2,(3,7)	(1,5,6,8),(9,4),(2,7,3)	1,(5,6,8),2,(7,9),4,3	1,8,2,6,(7,5)-4,9,3			2=>8	1560.0	5.0
200646040210	ダ	右	1900	雨	不良	15:50	アクアマリン特別 		2006-4-2	1	金沢	1	(馬齢)		7.0	890.0	4.0	7.0	260.0	4.0	1.0	510.0	8.0	8.0	400.0	7.0				1-7	17220.0	25.0	1-7	2,930	26.0	7-8	2,520	23.0	1-8	2,520	23.0	7=>1	19760.0	38.0	1-7-8	58960.0	54.0	7=>1=>8	582450.0	292.0	(5,2,7,6),(3,4),1=8	5,(2,7),6,(3,1),4=8	(1,7),4,(6,2),(3,8),5	7,1,(8,6),(3,4)=2=5					
200646041601	ダ	右	900	曇	不良	10:50	3歳B　3		2006-4-16	2	金沢	1	(馬齢)		5.0	510.0	3.0	5.0	130.0	2.0	4.0	120.0	1.0	1.0	250.0	5.0	4-5	330.0	1.0	4-5	360.0	1.0	4-5	160	1.0	1-5	1,500	16.0	1-4	550	6.0	5=>4	890.0	3.0	1-4-5	1730.0	4.0	5=>4=>1	12160.0	36.0			5,1,(9,2,3),(4,10)-6,7=8	5,1,(9,3),4,2,(6,10),7=8			5=>4	970.0	3.0
