	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200658051810	ダ	右	1700	晴	良	15:25	夏草特別 		2006-5-18	2	札幌(地)	3	(別定)		11	260	2	11	100	1	2	120	2	2-11	290	1	11=>2	740	3.0	2-7-11	2500	9.0	11=>2=>7	10140	27.0	(6,7),(8,11),(2,5),4,(1,9),(3,10)	(6,7),11,8,2,4,5,9,1,(3,10)	11,(6,7),2,4,(8,9,10),3,(5,1)	(6,11),(2,7),9,(4,10,3),1,8,5			7.0	490.0	9.0	2-8	300.0	1.0
200658051811	ダ	右	1000	晴	良	16:05	エトワール賞〔H3〕	G	2006-5-18	2	札幌(地)	3	(別定)		5	760	2	5	130	2	7	100	1	5-7	350	1	5=>7	1030	4.0	5-7-8	1530	4.0	5=>7=>8	7830	25.0			2,(1,7,8),(5,9),3,11,(4,10),6	7,(1,2,8),(5,9),3,11,4,10,6			8.0	280.0	5.0	5-6	400.0	3.0
200658052401	ダ	右	1000	晴	良	10:30	3歳　条件		2006-5-24	2	札幌(地)	4	(規定)		5	140	1	5	110	1	11	730	10	5-11	1640	6	5=>11	2000	8.0	5-9-11	89240	77.0	5=>11=>9	345220	320.0			5,(8,9,10),11,(3,4),(2,7,6)-1	5,(8,9),(10,11),4,6,(3,7),2,1			9.0	1,480	11.0	5-8	540.0	3.0
200658052402	ダ	右	1600	晴	良	11:00	D3　ー3組		2006-5-24	2	札幌(地)	4	40万円以下	(規定)	5	190	1	5	110	1	7	270	7	5-7	630	3	5=>7	680	4.0	5-6-7	3250	11.0	5=>7=>6	7760	23.0	(4,8),(2,9),7,(3,10),(1,6),5	(4,8),(2,9),3,(1,7,6,10),5	(4,8),9,(3,10),(2,6,5),7,1	(4,9),(8,5),(3,6,10),7,2,1			6.0	180	2.0	5-7	690.0	5.0
200658052403	ダ	右	1000	晴	良	11:30	アタックチャレンジ競		2006-5-24	2	札幌(地)	4	(規定)		7	470	4	7	120	2	1	170	4	1-7	1490	6	7=>1	2960	11.0	1-5-7	970	3.0	7=>1=>5	8000	23.0			(4,5),6,7,1,(2,8),3	(4,5,6),7,1,2,8,3			5.0	100	1.0			
200658052404	ダ	右	1000	晴	良	12:00	ルーキーチャレンジ競		2006-5-24	2	札幌(地)	4	(規定)		7	160	1	7	100	1	5	160	3	5-7	350	2	7=>5	390	2.0	5-7-10	1830	7.0	7=>5=>10	2070	5.0			(2,4),7,(1,10),8,(3,6),5	(2,4,7),(1,10),8,(5,6),3			10.0	300	6.0	5-7	320.0	2.0
200658052405	ダ	右	1700	晴	良	12:35	D2　ー2組		2006-5-24	2	札幌(地)	4	60万円以下	(規定)	2	380	2	2	130	3	7	110	1	2-7	400	1	2=>7	960	3.0	2-4-7	380	1.0	2=>7=>4	1900	3.0	2,7,9,10,(1,4),(5,8),(3,6)	2,7,9,(1,4,10),(5,8),(3,6)	2,6,7,(1,4),(9,10),(5,8),3	2,(6,7),4,5,(1,8),9,10,3			4.0	110	2.0	2-7	370.0	1.0
200658052406	ダ	右	1700	晴	良	13:10	D2　ー2組		2006-5-24	2	札幌(地)	4	60万円以下	(規定)	11	280	2	11	110	2	4	120	3	4-11	1200	6	11=>4	1850	7.0	2-4-11	1020	2.0	11=>4=>2	5950	14.0	7,(2,5),(4,6,11),3,(1,9),(8,10)	(7,2),5,(3,4,6),(1,11),9,8,10	(7,2,5),11,(3,4),6,1,(8,10),9	(7,2),11,(3,4),5,1,6,10,(8,9)			2.0	100	1.0	4-8	1250.0	5.0
200658052407	ダ	右	1000	晴	良	13:45	フレッシュチャレンジ		2006-5-24	2	札幌(地)	4	(規定)		3	340	2	3	140	2	4	130	1	3-4	610	3	3=>4	900	3.0	3-4-8	14280	35.0	3=>4=>8	51810	123.0			4,(2,7,9),(3,5,6),8,1	(2,4),(3,7),9,(5,6),8,1			8.0	1,300	9.0	3-4	580.0	2.0
200658052408	ダ	右	1000	晴	良	14:20	D2　ー1組		2006-5-24	2	札幌(地)	4	60万円以下	(規定)	10	390	2	10	140	2	3	120	1	3-10	490	1	10=>3	1100	3.0	3-8-10	1020	2.0	10=>3=>8	4090	6.0			2,8,10,3,6,5,(4,7),9,1	(2,8),10,3,(6,5),(4,7),9,1			8.0	150	3.0	3-8	440.0	1.0
200658052409	ダ	右	1000	晴	良	14:55	3歳　条件		2006-5-24	2	札幌(地)	4	100万円以下	(規定)	7	330	2	7	110	1	6	110	2	6-7	430	1	7=>6	660	1.0	5-6-7	950	2.0	7=>6=>5	3480	3.0			5,7,8,(2,4,10),11,9,(1,6),3	5,7,8,10,(2,11,4),(6,9),1,3			5.0	210	5.0	6-6	370.0	1.0
200658052410	ダ	右	1000	晴	良	15:30	D2　ー2組		2006-5-24	2	札幌(地)	4	60万円以下	(規定)	1	200	1	1	120	2	3	200	3	1-3	950	3	1=>3	1090	3.0	1-3-5	5520	15.0	1=>3=>5	25010	56.0			(2,4,5,7),3,1,(6,12),9,10,(8,11)	(4,5),(2,7),3,(1,12),6,(9,10),11,8			5.0	620	8.0	1-3	810.0	2.0
200658052411	ダ	右	1700	晴	良	16:05	ブラックホーク賞 		2006-5-24	2	札幌(地)	4	400万円以下	(別定)	5	410	2	5	170	2	3	410	6	3-5	4300	11	5=>3	6740	18.0	3-5-8	13850	31.0	5=>3=>8	99070	166.0	8,1,5,(2,10,12),(3,6),7,(4,11),9	8,1,(2,5),(10,12),3,6,7,4,11,9	8,(1,5),(2,3),(10,12,6),(4,7,11),9	8,(2,1,5),12,(3,6),10,11,7,4,9			8.0	400	5.0	3-5	1220.0	6.0
200658052501	ダ	右	1000	晴	良	10:30	2歳　未勝利		2006-5-25	2	札幌(地)	5	(規定)		4	230	1	4	100	1	8	110	2	4-8	210	1	4=>8	620	2.0	4-6-8	1100	3.0	4=>8=>6	3280	9.0			(1,9),(4,5,8),2,3,6,7	(1,9,4,8),5,2,(3,6,7)			6.0	280	6.0	4-8	190.0	1.0
200658052502	ダ	右	1000	晴	良	11:00	3歳　条件		2006-5-25	2	札幌(地)	5	(規定)		8	390	2	8	110	2	11	100	1	8-11	280	1	8=>11	670	2.0	6-8-11	600	2.0	8=>11=>6	2580	9.0			(3,8),5,(1,9),6,11,(2,12),10,7,4	8,(3,9),11,(1,5,6),(2,12),7,(10,4)			6.0	130	3.0	6-8	360.0	1.0
200658052503	ダ	右	1700	晴	良	11:30	3歳　条件		2006-5-25	2	札幌(地)	5	(規定)		8	370	2	8	120	1	5	120	3	5-8	260	1	8=>5	730	3.0	5-6-8	650	2.0	8=>5=>6	2420	8.0	(3,5,6,8),4,(1,2,7)	3,6,(5,8),4,7,2,1	(3,6,8),5,(4,7),2-1	(3,8),(5,6),7,(4,2)-1			6.0	150	4.0			
200658052504	ダ	右	1000	晴	良	12:00	D3　ー4組		2006-5-25	2	札幌(地)	5	40万円以下	(規定)	9	310	2	9	210	2	4	400	7	4-9	1570	6	9=>4	3810	12.0	4-7-9	34720	100.0	9=>4=>7	96410	286.0			7,(1,8),(2,9),(4,12),(3,6,10),11,5	(1,7,8,9),(4,12),6,10,(2,3),11,5			7.0	690	9.0	4-7	2110.0	9.0
200658052505	ダ	右	1000	晴	良	12:35	ルーキーチャレンジ競		2006-5-25	2	札幌(地)	5	(規定)		6	220	2	6	110	1	5	140	3	5-6	1000	3	6=>5	1430	5.0	5-6-7	1750	4.0	6=>5=>7	7380	23.0			(2,4,5,6),8,(1,7),3	(2,5,6),(4,8,7),1,3			7.0	170	4.0			
200658052506	ダ	右	1000	晴	良	13:10	フレッシュチャレンジ		2006-5-25	2	札幌(地)	5	(規定)		5	170	1	5	120	2	2	170	3	2-5	370	2	5=>2	470	1.0	2-4-5	2270	9.0	5=>2=>4	6530	19.0			(8,9),7,(2,4),(1,3),5,6	(8,9),(2,4),7,(5,3,1)-6			4.0	260	4.0	2-5	430.0	2.0
200658052507	ダ	右	1000	晴	良	13:45	フレッシュチャレンジ		2006-5-25	2	札幌(地)	5	牝(規定)		5	330	1	5	120	2	7	100	1	5-7	460	1	5=>7	1330	4.0	5-7-8	790	3.0	5=>7=>8	4100	14.0			5,(4,7,8),6,1,(9,3)	5,(7,8),4,6,(9,1),3			8.0	160	4.0	5-7	310.0	1.0
200658052508	ダ	右	1700	晴	良	14:20	羊が丘特別 		2006-5-25	2	札幌(地)	5	80万円以下	(規定)	8	310	2	8	100	1	3	110	2	3-8	140	1	8=>3	380	2.0	1-3-8	370	2.0	8=>3=>1	1380	5.0	(2,3,4),(1,5,8),6	2348156	(2,3,8),4,1,5,6	(3,8),(1,2),4,5,6			1.0	150	4.0			
200658052509	ダ	右	1000	晴	良	14:55	D1　ー2組		2006-5-25	2	札幌(地)	5	80万円以下	(規定)	10	110	1	10	100	1	9	550	8	9-10	1980	7	10=>9	1800	7.0	2-9-10	2660	13.0	10=>9=>2	10090	30.0			10,9,(4,8),(2,7),(3,6),(1,5)	10,9,(4,8),(2,7),(3,6),5,1			2.0	190	4.0	8-8	1800.0	7.0
200658052510	ダ	右	1700	晴	良	15:30	D2　ー1組		2006-5-25	2	札幌(地)	5	60万円以下	(規定)	12	860	2	12	240	4	2	250	5	2-12	3870	14	12=>2	11650	34.0	2-4-12	1900	7.0	12=>2=>4	21230	71.0	(4,12),(1,9),(7,8),2,(6,10),(3,5),11	4,12,(1,9),8,7,2,6,10,3,5,11	(4,12),(1,9,8),2,(6,10),3,7,11,5	(4,12),(8,2),(1,9,10,3),6,11,5,7			4.0	120	1.0	2-8	3970.0	13.0
200658053001	ダ	右	1000	雨	稍重	11:20	D3　ー3組		2006-5-30	3	札幌(地)	1	40万円以下	(規定)	7	150	1	7	100	1	1	130	3	1-7	1490	3	7=>1	1410	3.0	1-7-8	470	2.0	7=>1=>8	2940	11.0			7,1,5,8,(2,4),6,3	(1,7),5,(2,8),4,6,3			8.0	100	2.0			
200658053002	ダ	右	1000	雨	稍重	11:50	D3　ー1組		2006-5-30	3	札幌(地)	1	40万円以下	(規定)	7	230	1	7	110	1	4	130	2	4-7	380	1	7=>4	660	1.0	4-6-7	910	3.0	7=>4=>6	3330	11.0			(2,7),(3,5),4,6,8	(2,7),(3,5),4,(6,8)								
200658053003	ダ	右	1000	雨	稍重	12:25	3歳　条件		2006-5-30	3	札幌(地)	1	(規定)		10	240	2	10	100	1	11	110	2	10-11	430	1	10=>11	600	1.0	7-10-11	640	1.0	10=>11=>7	2060	1.0			(1,7),(9,10),(2,11),6,3,4,8	(1,7),(9,10,11),(2,6),3,8,4			7.0	120	3.0	8-8	390.0	2.0
200658053004	ダ	右	1000	曇	稍重	13:00	D2　ー1組		2006-5-30	3	札幌(地)	1	60万円以下	(規定)	5	430	2	5	170	2	7	200	3	5-7	830	4	5=>7	1110	4.0	2-5-7	3970	16.0	5=>7=>2	15630	52.0			5,(3,6),2,4,7,1	(5,3,6),(2,4),(1,7)								
200658053005	ダ	右	1700	曇	稍重	13:35	D3　ー1組		2006-5-30	3	札幌(地)	1	40万円以下	(規定)	10	260	2	10	130	2	9	180	4	9-10	670	2	10=>9	930	3.0	3-9-10	560	1.0	10=>9=>3	2170	3.0	5,8,(3,9,10,11),7,12,1,(4,6),2	5,(9,8),10,(3,11),7,(1,12),(4,6),2	5,(9,10),11,(3,8,7,6),4,(1,12),2	(5,9,10),(3,11),(7,6),(8,4),(1,12),2			3.0	110	1.0	7-7	650.0	2.0
200658053006	ダ	右	1000	曇	稍重	14:10	ルーキーチャレンジ競		2006-5-30	3	札幌(地)	1	(規定)		11	730	4	11	200	4	5	130	1	5-11	660	2	11=>5	1860	6.0	5-10-11	1120	3.0	11=>5=>10	7520	21.0			9,(2,5,10),(4,7,8),11,(3,6),(1,12)	5,(2,9),10,11,(7,8),4,(3,6),12,1			10.0	190	3.0	5-8	570.0	2.0
200658053007	ダ	右	1700	雨	稍重	14:45	3歳　条件		2006-5-30	3	札幌(地)	1	100万円以下	(規定)	8	1090	5	8	250	5	9	170	3	8-9	3210	15	8=>9	5890	27.0	4-8-9	4740	19.0	8=>9=>4	48990	164.0	10,(1,2,3),5,8,(7,9),(4,6)	10,3,1,2,5,8,(7,9),4,6	10,3,(2,8),(5,9),1,(4,6),7	(10,3,8,9),5,(2,7),(4,6),1			4.0	320	6.0	7-8	780.0	4.0
200658053008	ダ	右	1000	雨	稍重	15:20	D2　ー3組		2006-5-30	3	札幌(地)	1	60万円以下	(規定)	10	210	1	10	130	1	6	140	3	6-10	550	2	10=>6	930	3.0	6-8-10	2510	6.0	10=>6=>8	9140	24.0			8,(3,10),(1,6,7),9,11,(2,4),5	(8,10),3,(6,7),1,(2,4,9),11,5			8.0	260	4.0	6-8	400.0	2.0
200658053101	ダ	右	1600	曇	稍重	10:50	D3　ー3組		2006-5-31	3	札幌(地)	2	40万円以下	(規定)	5	210	1	5	260	2	7	580	6	5-7	1300	5	5=>7	1790	8.0	5-6-7	5140	19.0	5=>7=>6	15330	57.0	3,(2,7),6,4,(1,5)	(3,7),2,6,(4,5),1	3,(7,6),5,(2,4),1	6,5,(3,7),1,4,2								
200658053102	ダ	右	1000	曇	稍重	11:20	2歳　未勝利		2006-5-31	3	札幌(地)	2	(規定)		2	130	1	2	100	1	5	200	5	2-5	390	1	2=>5	460	1.0	2-5-8	530	1.0	2=>5=>8	1380	2.0			2,(3,4),8,1,5,6,7	2,4,(1,3,8),5,7,6			8.0	190	4.0			
200658053103	ダ	右	1600	曇	稍重	11:50	3歳　条件		2006-5-31	3	札幌(地)	2	(規定)		9	760	5	9	180	3	5	210	4	5-9	1020	5	9=>5	3470	15.0	5-9-10	24110	51.0	9=>5=>10	265540	362.0	11,(3,7),9,6,(1,4,10),2,8,5	11,3,(7,9),(1,6),(4,10),(2,8),5	(11,3,9),(1,6,7,10),(2,5),8,4	(11,3,9),(6,7,10),1,(2,5),8,4			10.0	1,780	11.0	5-7	830.0	3.0
200658053104	ダ	右	1700	曇	稍重	12:25	D2　ー3組		2006-5-31	3	札幌(地)	2	60万円以下	(規定)	2	660	2	2	160	3	5	110	1	2-5	300	1	2=>5	830	5.0	2-4-5	590	3.0	2=>5=>4	2750	10.0	(5,6),3,(1,2),4,7	(5,6),3,2,(1,4),7	5,6,(3,2),4,7,1	5,(6,2),3,4,(1,7)								
200658053105	ダ	右	1000	曇	稍重	13:00	D3　ー2組		2006-5-31	3	札幌(地)	2	40万円以下	(規定)	9	770	3	9	170	3	7	320	6	7-9	5590	14	9=>7	9430	20.0	2-7-9	1810	7.0	9=>7=>2	23000	66.0			(2,4,9),3,(6,7),5,8,1	(2,4,9),3,(6,7),5,8,1			2.0	110	1.0	7-8	3830.0	12.0
200658053106	ダ	右	1700	曇	稍重	13:35	D3　ー2組		2006-5-31	3	札幌(地)	2	40万円以下	(規定)	8	180	1	8	150	1	6	900	9	6-8	9660	20	8=>6	21540	41.0	6-8-9	16320	40.0	8=>6=>9	133340	219.0	2,(5,9),(3,8),(1,4,7),6	2,(5,9),8,(3,4),(1,7),6	2,(5,9),8,(3,4),7,1,6	(2,5,9,8),(3,4,7),6,1			9.0	260	6.0	6-8	5380.0	14.0
200658053107	ダ	右	1000	曇	稍重	14:10	フレッシュチャレンジ		2006-5-31	3	札幌(地)	2	牝(規定)		2	630	3	2	110	2	3	110	1	2-3	410	3	2=>3	1210	5.0	2-3-8	1360	6.0	2=>3=>8	8500	30.0			(3,9),(2,7),8,1,5,4	(3,9),(2,7),8-1,5,4			8.0	420	5.0	2-3	400.0	2.0
200658053108	ダ	右	1000	曇	稍重	14:45	フレッシュチャレンジ		2006-5-31	3	札幌(地)	2	(規定)		11	620	2	11	210	2	5	250	5	5-11	8330	27	11=>5	16800	50.0	5-10-11	17930	47.0	11=>5=>10	354700	337.0			7,(1,4,5),11,3,10,8-9	(1,4,7),5,11,(3,10),8-9			10.0	690	8.0	5-8	3600.0	13.0
200658053109	ダ	右	1000	雨	稍重	15:20	3歳　条件		2006-5-31	3	札幌(地)	2	(別定)		6	530	4	6	150	2	2	160	4	2-6	1180	5	6=>2	2540	11.0	2-4-6	890	2.0	6=>2=>4	6060	18.0			3,(4,6),(2,7),(8,10),5,(1,9)	3,6,4,(2,7),(5,8),(1,10),9			4.0	160	3.0	2-6	1260.0	6.0
200658053110	ダ	右	1700	雨	稍重	15:55	日高銀聖特別 		2006-5-31	3	札幌(地)	2	160万円以下	(規定)	9	220	2	9	110	1	12	200	4	9-12	1390	6	9=>12	2260	7.0	6-9-12	820	3.0	9=>12=>6	6120	15.0	(2,8,10),(4,11),(1,9),(3,12),(5,6),7	2,(8,10)-(4,1,11,9),12,3,6,5,7	(2,8),(4,11,9),(12,6),3,10,(1,5),7	11,(4,2,8,9,6),12,3,(5,7)-(10,1)			6.0	110	2.0	7-8	550.0	3.0
200658053111	ダ	右	1000	雨	稍重	16:30	更別村柏特別 		2006-5-31	3	札幌(地)	2	80万円以下	(規定)	12	2690	6	12	290	6	10	250	4	10-12	5060	14	12=>10	12280	33.0	10-11-12	25190	49.0	12=>10=>11	235490	416.0			(5,9),(10,13),(8,12),(3,4),2,11,7,1	5,(9,10,13),(8,12),3,4,11,(2,7),1			11.0	1,180	9.0	7-8	930.0	4.0
200658060101	ダ	右	1000	晴	良	11:20	3歳　条件		2006-6-1	3	札幌(地)	3	100万円以下	(規定)	4	670	4	4	380	4	1	140	2	1-4	690	5	4=>1	1660	9.0	1-2-4	1020	4.0	4=>1=>2	6720	24.0			(1,4,7),2,(3,6),5	(1,4,7),2,6,3,5								
200658060102	ダ	右	1000	晴	良	11:50	3歳　条件		2006-6-1	3	札幌(地)	3	(規定)		8	630	5	8	140	2	5	140	3	5-8	1170	6	8=>5	2960	13.0	5-6-8	620	1.0	8=>5=>6	8290	30.0			6,5,8,(3,4),9,7,1,2	(6,5),8,(3,4,9),7,1,2			6.0	110	1.0	5-8	1120.0	5.0
200658060103	ダ	右	1000	晴	良	12:25	D2　ー2組		2006-6-1	3	札幌(地)	3	60万円以下	(規定)	6	160	1	6	120	1	2	570	6	2-6	1000	5	6=>2	1130	5.0	2-5-6	1100	5.0	6=>2=>5	4490	17.0			(4,5,7),1,(2,3),6	(4,5,7),(1,3),2,6								
200658060104	ダ	右	1000	晴	良	13:00	3歳　条件		2006-6-1	3	札幌(地)	3	100万円以下	(規定)	6	570	4	6	110	1	4	120	2	4-6	490	1	6=>4	1380	5.0	3-4-6	570	1.0	6=>4=>3	4720	17.0			(3,4),(1,6),5,(2,7),8	(3,4),6,1,5,(2,7),8			3.0	160	4.0			
200658060105	ダ	右	1700	晴	良	13:40	フレッシュチャレンジ		2006-6-1	3	札幌(地)	3	(規定)		7	210	1	7	150	2	4	610	8	4-7	4410	14	7=>4	7150	23.0	4-6-7	21940	48.0	7=>4=>6	153020	217.0	7,(3,8),(1,4),(5,9),(2,6)	(3,7),8,(1,4),(5,9),6,2	(3,7),(1,8),4,(9,6)-5,2	7,(8,4,9),(3,1),6=5,2			6.0	320	5.0	4-7	4710.0	14.0
200658060106	ダ	右	1000	曇	良	14:10	フレッシュチャレンジ		2006-6-1	3	札幌(地)	3	牝(規定)		2	150	1	2	100	1	7	140	3	2-7	230	1	2=>7	340	1.0	2-7-10	540	2.0	2=>7=>10	1250	3.0			(6,2,7),10,4,(5,9),3,8,1	(6,2),7,10,4,(5,9),(3,1),8			10.0	120	2.0	2-7	200.0	1.0
200658060701	ダ	右	1600	晴	良	10:30	3歳　条件		2006-6-7	3	札幌(地)	5	(規定)		8	410	3	8	100	1	2	120	2	2-8	1230	5	8=>2	4640	16.0	2-6-8	25220	44.0	8=>2=>6	100520	149.0	(7,8,9),(2,10),(3,4),(5,6),1	7,8,(9,10),(2,3,4,5),(1,6)	8,(7,9,10),(2,5),3,(6,4,1)	8,(7,9,10),(2,5),(6,3),1-4			6.0	460	8.0	2-7	1330.0	6.0
200658060702	ダ	右	1000	晴	良	11:00	アタックチャレンジ競		2006-6-7	3	札幌(地)	5	(規定)		8	160	1	8	120	2	3	140	3	3-8	280	1	8=>3	460	1.0	3-6-8	1210	4.0	8=>3=>6	4230	11.0			(6,8),(3,2,7),(1,4),5	(6,8),3,(2,7),(1,4),5			6.0	170	4.0			
200658060703	ダ	右	1700	晴	良	11:30	ルーキーチャレンジ競		2006-6-7	3	札幌(地)	5	(規定)		7	6960	8	7	620	8	4	150	2	4-7	8990	22	7=>4	40410	49.0	3-4-7	11890	35.0	7=>4=>3	132860	235.0	4,(6,7),8,9,(1,2,3),5	4,(6,7),9,8,(1,2,3),5	(4,6,7),(8,3),9,(1,2),5	(4,7),6,(8,3),(9,1,2),5			3.0	240	3.0	4-7	5220.0	14.0
200658060704	ダ	右	1700	晴	良	12:00	D2　ー3組		2006-6-7	3	札幌(地)	5	60万円以下	(規定)	8	220	2	8	120	1	2	120	2	2-8	160	1	8=>2	360	1.0	2-8-11	530	2.0	8=>2=>11	1850	4.0	4,(2,8),11,(3,7,10),5,(1,9),6	4,(2,8,11),10,(3,7),5,1,6,9	(4,8),11,(2,10),5,(3,7),6,1,9	(4,8,2,11),7,(3,6,5),(1,10),9			11.0	190	5.0	2-7	220.0	1.0
200658060706	ダ	右	1000	晴	良	13:10	フレッシュチャレンジ		2006-6-7	3	札幌(地)	5	(規定)		9	550	3	9	200	3	7	430	8	7-9	2990	13	9=>7	3830	16.0	7-8-9	13150	39.0	9=>7=>8	78640	228.0			(3,9),7,(2,10),(5,8),4,(1,6)	(3,9),7,2,(10,8),5,(1,4),6			8.0	430	7.0	7-8	1410.0	6.0
200658060707	ダ	右	1700	晴	良	13:45	フレッシュチャレンジ		2006-6-7	3	札幌(地)	5	(規定)		8	180	1	8	110	1	2	230	5	2-8	1280	5	8=>2	1540	6.0	2-7-8	2690	9.0	8=>2=>7	9270	33.0	(2,5,6),7,8,(4,3,9),1	(2,5),(6,7),8,(1,4,3),9	(2,6,7),(5,8),(1,3),(4,9)	(2,6,7,8)-(1,5,3),9-4			7.0	140	3.0	2-8	980.0	5.0
200658060708	ダ	右	1000	晴	良	14:20	D1　ー2組		2006-6-7	3	札幌(地)	5	80万円以下	(規定)	9	1000	3	9	150	2	6	140	1	6-9	680	1	9=>6	2020	6.0	6-9-11	2330	7.0	9=>6=>11	10830	23.0			(8,11),3,6,2,(9,10),7,(1,4,5),12	(8,11),(3,6),(2,9,10),(1,7),(4,5),12			11.0	160	4.0	5-7	380.0	1.0
200658060709	ダ	右	1000	晴	良	14:55	あいの里公園特別 		2006-6-7	3	札幌(地)	5	150万円以下	(規定)	8	1600	7	8	290	5	6	390	6	6-8	4960	19	8=>6	15420	45.0	4-6-8	4860	19.0	8=>6=>4	43850	154.0			(3,6),(1,8),10,(2,4),9,7,5	(3,6),(1,8),(2,4),10,(9,7),5			4.0	250	4.0	6-7	900.0	3.0
200658060710	ダ	右	1000	晴	良	15:30	豊平川特別 		2006-6-7	3	札幌(地)	5	800万円以下	(別定)	6	150	1	6	100	1	7	230	5	6-7	1160	4	6=>7	1380	4.0	6-7-10	27640	46.0	6=>7=>10	73530	148.0			2,(9,10),6,(4,7),(1,5,8),3	2,(9,10),6,(1,7),4,(5,8),3			10.0	1,280	10.0	6-7	1200.0	5.0
200658060711	ダ	右	1700	晴	良	16:05	ミラクルアドマイヤ賞 		2006-6-7	3	札幌(地)	5	600万円以下	(別定)	6	360	2	6	130	2	8	130	3	6-8	730	3	6=>8	1720	7.0	4-6-8	570	1.0	6=>8=>4	4900	12.0	6,(4,8),7,1,5,(2,9),(3,10)	6,8,4,7,(1,5),(2,9),(3,10)	6,8,4,(1,7),3,9,(5,2),10	6,8,4,(1,7),(3,9),2,(5,10)			4.0	120	1.0	6-7	770.0	4.0
200658060712	ダ	右	1000	晴	良	16:40	琴似特別 		2006-6-7	3	札幌(地)	5	80万円以下	(規定)	8	1420	4	8	380	7	4	180	3	4-8	3220	15	8=>4	9130	34.0	4-7-8	6450	26.0	8=>4=>7	52030	178.0			(5,8),9,7,(4,11),3,6,10,(1,2)	(5,8),9,(4,7),11,3,6,(1,2),10			7.0	150	1.0	4-7	1480.0	6.0
200658060801	ダ	右	1000	曇	良	10:30	2歳　未勝利		2006-6-8	3	札幌(地)	6	(規定)		3	220	2	3	130	2	6	110	1	3-6	350	2	3=>6	580	1.0	3-6-7	3140	8.0	3=>6=>7	6330	20.0			6,(7,8),9,(1,4),3,5,2	6,3,(7,8),(4,9),(1,5),2			7.0	410	7.0	3-6	430.0	2.0
200658060802	ダ	右	1000	曇	良	11:00	2歳　未勝利		2006-6-8	3	札幌(地)	6	(規定)		7	260	1	7	130	1	3	180	4	3-7	770	3	7=>3	1400	3.0	2-3-7	1980	8.0	7=>3=>2	9780	33.0			(3,5,7),(2,8,9),6,1,4	(3,7),5,(2,9),8,6,1,4			2.0	200	5.0	3-7	900.0	3.0
200658060803	ダ	右	1000	曇	良	11:30	D3　ー2組		2006-6-8	3	札幌(地)	6	40万円以下	(規定)	3	510	2	3	130	2	1	100	1	1-3	250	1	3=>1	1320	4.0	1-3-4	1460	5.0	3=>1=>4	11460	33.0			3,(4,8),1,(2,9),7,11,(6,12),5,10	3,4,(1,8,9),2,7,11,(5,6,12),10			4.0	340	5.0	1-3	230.0	1.0
200658060804	ダ	右	1700	曇	良	12:00	アタックチャレンジ競		2006-6-8	3	札幌(地)	6	(規定)		3	340	2	3	170	2	7	130	1	3-7	240	1	3=>7	660	2.0	3-6-7	410	2.0	3=>7=>6	1510	4.0	(5,7),(1,6),(2,3),4	5,7,(1,6,3),2,4	(5,7),(6,3),(1,2)-4	(5,7,3),6,2,(1,4)								
200658060805	ダ	右	1000	曇	良	12:30	フレッシュチャレンジ		2006-6-8	3	札幌(地)	6	(規定)		2	180	1	2	120	2	6	120	1	2-6	220	1	2=>6	350	1.0	2-6-7	330	2.0	2=>6=>7	780	1.0			2,6,(4,5),7,8-3	2,6,5,(4,7,8),3								
200658060806	ダ	右	1000	雨	良	13:00	フレッシュチャレンジ		2006-6-8	3	札幌(地)	6	牝(規定)		3	450	2	3	110	2	8	100	1	3-8	160	1	3=>8	500	2.0	3-7-8	1440	4.0	3=>8=>7	5930	17.0			3,8,(2,4,7),(5,6),1	3,8,(2,4),7,(5,6),1			7.0	630	8.0			
200658060807	ダ	右	1700	雨	良	13:30	D2　ー2組		2006-6-8	3	札幌(地)	6	60万円以下	(規定)	12	1110	3	12	450	7	11	140	2	11-12	1230	5	12=>11	4890	16.0	1-11-12	4900	16.0	12=>11=>1	29930	69.0	(4,6),(1,9,11),3,(2,8),(5,10),12,7	4,(6,9,11),1,(2,3),(8,12),(5,10),7	4,6,(9,11),(1,8),(2,3),12,(5,7,10)	4,11,(1,6,9,8,12),(2,3),(5,10),7			1.0	220	4.0	8-8	1080.0	5.0
200658060808	ダ	右	1000	雨	良	14:00	3歳　条件		2006-6-8	3	札幌(地)	6	100万円以下	(規定)	5	1270	4	5	190	4	11	100	1	5-11	1000	3	5=>11	3500	11.0	5-10-11	720	2.0	5=>11=>10	8710	24.0			4,5,8,(10,11),6,(1,9,12),3,7-2	4,5,(8,10,11),6,(3,9),1,(7,12)-2			10.0	150	2.0	5-8	700.0	3.0
