	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201547010801	ダ	右	1400	晴	良	11:00	サラ系3歳4組		2015-1-8	17	笠松	2	(馬齢)		5	960	4	5	190	5	1	130	2	6.0	120.0	1.0	1-5	3400	14	1-5	1,060	15	5-6	540	9	1-6	330	4	5=>1	5610	25	1-5-6	2260	11	5=>1=>6	20370	89		13587642	1,3,5,6,8,7-2,4	1,5,3,6,8,7-2,4					
201547010802	ダ	右	1400	晴	良	11:30	サラ系3歳3組		2015-1-8	17	笠松	2	(馬齢)		6	550	2	6	110	2	2	100	1	8.0	120.0	3.0	2-6	210	1	2-6	140	2	6-8	170	3	2-8	140	1	6=>2	1510	5	2-6-8	260	1	6=>2=>8	1390	4		2,3,8,7,1,5,6-4	23817654	2,(3,8,6),1,7,5,4					
201547010803	ダ	右	1400	晴	良	12:00	サラ系C10組		2015-1-8	17	笠松	2	(馬齢)		8	1350	5	8	190	3	9	130	1	5.0	200.0	4.0	8-9	960	5	8-9	390	4	5-8	990	13	5-9	430	6	8=>9	2290	10	5-8-9	3340	12	8=>9=>5	14790	53		892534716.0	895324176.0	895342176.0			8-8	930.0	4.0
201547010804	ダ	右	1600	晴	良	12:30	サラ系C9組		2015-1-8	17	笠松	2	(馬齢)		9	270	2	9	130	2	6	170	3	4.0	200.0	4.0	6-9	320	2	6-9	140	1	4-9	310	4	4-6	590	8	9=>6	610	3	4-6-9	1580	4	9=>6=>4	3520	11		694281375	6,9,4,2,1,(3,8),7,5	(6,9),4,2,1,8,5,7,3			6-8	400.0	2.0
201547010805	ダ	右	1400	晴	良	13:00	サラ系3歳2組特選		2015-1-8	17	笠松	2	(馬齢)		2	2190	6	2	590	6	7	240	3				2-7	3590	11	2-7	1,220	12	2-4	400	6	4-7	280	3	2=>7	11990	28	2-4-7	2490	8	2=>7=>4	43160	95		2647135	2675431	(2,6,7),4,5,3,1					
201547010806	ダ	右	1400	晴	良	13:30	サラ系B6組		2015-1-8	17	笠松	2	(馬齢)		9	240	1	9	180	5	3	130	2	6.0	120.0	1.0	3-9	530	3	3-9	210	4	6-9	180	2	3-6	160	1	9=>3	1200	7	3-6-9	210	1	9=>3=>6	2200	6		369281745	369821745	(3,6,9),8,4,1,2,5,7			3-8	490.0	3.0
201547010807	ダ	右	1600	晴	良	14:00	サラ系B4組		2015-1-8	17	笠松	2	(馬齢)		7	170	1	7	120	2	6	210	4	2.0	120.0	3.0	6-7	640	4	6-7	220	4	2-7	130	1	2-6	400	7	7=>6	1060	4	2-6-7	510	2	7=>6=>2	2510	9		8,2,7,6,3-4-5,1	(8,2,7),6,3-4=5,1	2,7,8,6-3,4=5,1					
201547010808	ダ	右	1400	晴	良	14:30	サラ系B5組		2015-1-8	17	笠松	2	(馬齢)		9	360	2	9	120	3	6	130	4	1.0	110.0	1.0	6-9	900	4	6-9	170	2	1-9	130	1	1-6	180	3	9=>6	2210	9	1-6-9	310	1	9=>6=>1	3290	12		9,7,5,6,3,1,8,4=2	9,6,7,3,5,1,8,4=2	9,6,7,(1,3),(5,8),4-2			6-8	1240.0	5.0
201547010809	ダ	右	1400	晴	良	15:05	若松特別 		2015-1-8	17	笠松	2	(馬齢)		5	160	1	5	120	1	10	730	10	3.0	190.0	3.0	5-10	5010	14	5-10	1,430	15	3-5	360	4	3-10	3,860	29	5=>10	7690	24	3-5-10	10730	29	5=>10=>3	54180	136		42108153769	42108513769	4,2,(8,10),5,3,1,7,6,9			5-8	1460.0	5.0
201547010901	ダ	右	1400	晴	良	11:00	サラ系C20組		2015-1-9	17	笠松	3	(馬齢)		7	130	1	7	100	1	8	100	2	9.0	120.0	3.0	7-8	200	1	7-8	150	2	7-9	150	1	8-9	180	4	7=>8	240	1	7-8-9	130	1	7=>8=>9	410	1		876925314	8,7,(6,9),1,(5,3),2-4	8,7,(6,9),1,3,2,5-4			7-8	130.0	1.0
