	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201548010101	ダ	右	1400	晴	不良	11:00	サラ3歳2組		2015-1-1	21	名古屋	1	(定量)		4	150	1	4.0	140	1.0	3.0	230	4.0	3-4	550	3	3-4	160	3.0	4-5	130	1.0	3-5	200	4.0	4=>3	630	3	3-4-5	320.0	2.0	4=>3=>5	1490.0	4.0		1,4,5,3,6-2	1,4,5,6,3-2	416532.0								
201548010102	ダ	右	1400	晴	不良	11:35	サラC26組		2015-1-1	21	名古屋	1	(定量)		5	170	1	5.0	100	1.0	9.0	120	2.0	5-9	160	1	5-9	100	1.0	5-8	180	3.0	8-9	170	2.0	5=>9	220	1	5-8-9	330.0	2.0	5=>9=>8	910.0	2.0		58972613	5,(8,9),2,7,6,1,3	59827613.0			8.0	120.0	3.0	5-8	120.0	1.0
201548010103	ダ	右	1400	晴	不良	12:05	サラC25組		2015-1-1	21	名古屋	1	(定量)		6	290	1	6.0	100	1.0	1.0	110	2.0	1-6	760	3	1-6	210	2.0	2-6	150	1.0	1-2	280	5.0	6=>1	1250	4	1-2-6	580.0	1.0	6=>1=>2	2730.0	6.0		649125378.0	641925378.0	641295378.0			2.0	130.0	3.0	1-6	880.0	5.0
201548010104	ダ	右	1400	晴	不良	12:35	サラC24組		2015-1-1	21	名古屋	1	(定量)		4	140	1	4.0	100	1.0	10.0	120	2.0	4-10	230	1	4-10	150	2.0	4-7	170	3.0	7-10	320	5.0	4=>10	300	1	4-7-10	450.0	3.0	4=>10=>7	840.0	3.0		2,7,1,4,8,10-5,9,3,6	2,7,4,1,10,8-5,9,3,6	7,2,4,1,10-5,9,8,3,6			7.0	150.0	5.0	4-8	180.0	1.0
201548010105	ダ	右	1400	晴	不良	13:10	サラC23組		2015-1-1	21	名古屋	1	(定量)		8	330	2	8.0	110	1.0	2.0	500	7.0	2-8	7270	17	2-8	3,140	22.0	6-8	260	3.0	2-6	1,200	12.0	8=>2	8990	23	2-6-8	4850.0	19.0	8=>2=>6	38770.0	103.0		862341957.0	862341957.0	862341957.0			6.0	120.0	2.0	2-8	5960.0	16.0
201548010106	ダ	右	1400	晴	不良	13:40	市川豊馬術一級		2015-1-1	21	名古屋	1	(定量)		5	4050	6	5.0	1,380	7.0	6.0	110	1.0	5-6	2660	7	5-6	1,480	11.0	5-7	12,340	30.0	6-7	1,610	12.0	5=>6	14540	26	5-6-7	14650.0	26.0	5=>6=>7	250110.0	204.0		54361987102	5,4,6,3,1,9,8-7,10,2	5,4,6,3,1,8,9,7-10,2			7.0	770.0	6.0	5-6	4000.0	11.0
201548010107	ダ	右	1400	雪	不良	14:10	さなの夢馬券記		2015-1-1	21	名古屋	1	(定量)		5	160	1	5.0	110	1.0	3.0	210	4.0	3-5	420	2	3-5	150	2.0	2-5	110	1.0	2-3	240	5.0	5=>3	510	2	2-3-5	260.0	1.0	5=>3=>2	980.0	2.0		35721081496	3,5,7,2,10-4,8,1,6,9	(3,5),(7,2),10,4,1,6,9,8			2.0	170.0	3.0	3-5	460.0	2.0
201548010108	ダ	右	1600	雪	不良	14:40	白鳥特別 		2015-1-1	21	名古屋	1	(定量)		1	760	4	1.0	120	2.0	8.0	100	1.0	1-8	310	1	1-8	130	1.0	1-6	270	4.0	6-8	200	3.0	1=>8	1040	4	1-6-8	440.0	1.0	1=>8=>6	3220.0	9.0		68725143	68172453	(6,8),1-4,2,7,5,3			6.0	160.0	4.0			
201548010301	ダ	右	1400	晴	不良	10:40	サラ3歳4組		2015-1-3	21	名古屋	3	(定量)		5	250	2	5.0	160	2.0	2.0	160	3.0	2-5	230	1	2-5	160	1.0	5-7	570	10.0	2-7	510	7.0	5=>2	690	3	2-5-7	770.0	4.0	5=>2=>7	3750.0	11.0		5,7,2,3-6,4=1	5,7,2,3-6,4=1	5,2,7,3=6,4=1								
201548010302	ダ	右	1400	晴	不良	11:10	サラ3歳3組		2015-1-3	21	名古屋	3	(定量)		4	530	3	4.0	490	4.0	7.0	860	5.0	4-7	1840	9	4-7	560	11.0	3-4	240	1.0	3-7	370	6.0	4=>7	2640	12	3-4-7	780.0	4.0	4=>7=>3	6000.0	23.0		4765321	4765231	(4,7),3,2,6,1,5								
201548010303	ダ	右	800	晴	不良	11:40	サラC13組		2015-1-3	21	名古屋	3	(定量)		3	470	2	3.0	180	4.0	4.0	210	5.0	3-4	940	4	3-4	210	4.0	3-5	160	2.0	4-5	120	1.0	3=>4	2430	9	3-4-5	250.0	1.0	3=>4=>5	2380.0	9.0				345279168.0			5.0	130.0	2.0	3-4	1100.0	4.0
201548010304	ダ	右	1400	晴	不良	12:10	サラC12組		2015-1-3	21	名古屋	3	(定量)		2	1720	3	2.0	390	3.0	8.0	130	2.0	2-8	1050	3	2-8	300	4.0	2-4	600	7.0	4-8	320	5.0	2=>8	3140	8	2-4-8	1610.0	5.0	2=>8=>4	11770.0	26.0		238419567	2,3,8,4,1,9,5,6-7	284356197			4.0	410.0	4.0	2-8	760.0	2.0
201548010305	ダ	右	1400	晴	不良	12:40	サラC11組		2015-1-3	21	名古屋	3	(定量)		4	800	3	4.0	160	3.0	9.0	190	5.0	4-9	5370	9	4-9	620	7.0	3-4	140	2.0	3-9	250	3.0	4=>9	10950	16	3-4-9	750.0	3.0	4=>9=>3	14120.0	30.0		9,4,6,(1,3),5,8,2,7	9,4,(6,3),1,5,8-2,7	9,4,(6,3),1,8,5-7,2			3.0	100.0	1.0	4-8	3160.0	8.0
201548010306	ダ	右	1400	晴	不良	13:15	森田渉誕生記念		2015-1-3	21	名古屋	3	(定量)		6	110	1	6.0	100	1.0	5.0	100	2.0	5-6	110	1	5-6	100	1.0	2-6	230	3.0	2-5	400	8.0	6=>5	140	1	2-5-6	370.0	2.0	6=>5=>2	500.0	2.0		65123984	(6,5),1,2,3,9,4,8	(6,5)-1,2,3,9,4,8			2.0	190.0	5.0	5-6	120.0	1.0
201548010307	ダ	右	1400	晴	不良	13:55	コスプレドリー		2015-1-3	21	名古屋	3	(定量)		2	440	2	2.0	150	2.0	3.0	180	3.0	2-3	1350	6	2-3	450	7.0	2-5	760	13.0	3-5	870	14.0	2=>3	1970	10	2-3-5	3840.0	16.0	2=>3=>5	14980.0	61.0		268391574.0	268395147.0	263895147.0			5.0	420.0	6.0	2-3	1680.0	8.0
201548010308	ダ	右	1400	晴	不良	14:30	牛乳で健康家族・牛乳		2015-1-3	21	名古屋	3	(定量)		4	570	2	4.0	140	3.0	10.0	200	4.0	4-10	1310	7	4-10	410	7.0	4-9	190	1.0	9-10	370	5.0	4=>10	2750	12	4-9-10	950.0	4.0	4=>10=>9	6190.0	21.0		28101495736.0	28109147536.0	28109147536.0			9.0	120.0	1.0	4-8	330.0	2.0
201548010309	ダ	右	1400	晴	不良	15:05	カサブランカ賞		2015-1-3	21	名古屋	3	(定量)		4	420	3	4.0	120	3.0	1.0	110	2.0	1-4	440	2	1-4	190	3.0	4-5	190	4.0	1-5	140	1.0	4=>1	900	4	1-4-5	320.0	1.0	4=>1=>5	1760.0	4.0		4591013782.0	4519103782.0	4511039782.0			5.0	110.0	1.0	1-4	360.0	1.0
201548010310	ダ	右	1400	晴	不良	15:40	初夢特別 		2015-1-3	21	名古屋	3	(定量)		3	190	1	3.0	160	2.0	6.0	1,000	7.0	3-6	2420	9	3-6	1,850	17.0	3-5	310	4.0	5-6	3,720	23.0	3=>6	2710	10	3-5-6	4080.0	12.0	3=>6=>5	15210.0	46.0		3,6,4,9,7,5,2,10,12,11,8-1	3,6,4,2,7,5,9,11,12,10,8-1	3,6,4,2,5,7,11,9,12,10,8-1			5.0	200.0	4.0	3-5	500.0	2.0
201548010311	ダ	右	1400	晴	不良	16:15	名古屋記念	G	2015-1-3	21	名古屋	3	(ハンデ)		1	270	1	1.0	110	1.0	5.0	120	2.0	1-5	390	1	1-5	190	1.0	1-7	340	4.0	5-7	550	8.0	1=>5	960	4	1-5-7	1230.0	3.0	1=>5=>7	3340.0	8.0		5,1,6,9,7,11,10,4,8,3-2	5,1,9,6,7,10,11,4,8,3-2	5,1,7,6,9,10,3,11,4,8-2			7.0	200.0	5.0	1-5	520.0	2.0
201548010601	ダ	右	800	雨	不良	11:00	サラ3歳6組		2015-1-6	21	名古屋	4	(定量)		6	250	2	6.0	160	2.0	4.0	210	3.0	4-6	850	3	4-6	270	3.0	3-6	330	7.0	3-4	720	10.0	6=>4	1170	4	3-4-6	2210.0	8.0	6=>4=>3	5290.0	19.0				64235.0								
201548010602	ダ	右	1400	雨	不良	11:30	サラ3歳5組		2015-1-6	21	名古屋	4	(定量)		6	150	1	6.0	100	1.0	1.0	130	2.0	1-6	150	1	1-6	120	1.0	4-6	160	2.0	1-4	210	3.0	6=>1	230	1	1-4-6	250.0	1.0	6=>1=>4	500.0	1.0		2641375	2,6,4,1,7,(3,5)	6124753								
201548010603	ダ	右	1400	雨	不良	12:05	サラC6組		2015-1-6	21	名古屋	4	(定量)		1	190	1	1.0	100	1.0	5.0	140	4.0	1-5	1210	4	1-5	180	3.0	1-6	110	1.0	5-6	170	2.0	1=>5	1320	5	1-5-6	250.0	1.0	1=>5=>6	1650.0	7.0		46183725	46813572	4,6,5,8,1,2-3,7			6.0	110.0	2.0			
201548010604	ダ	右	1400	雨	不良	12:35	サラC5組		2015-1-6	21	名古屋	4	(定量)		6	110	1	6.0	110	1.0	5.0	140	3.0	5-6	240	1	5-6	160	1.0	4-6	1,410	12.0	4-5	4,830	19.0	6=>5	240	1	4-5-6	7090.0	13.0	6=>5=>4	12250.0	26.0		246591873	2,4,6,5,1,8,9,7-3	4,6,2,5,1,8,7,9=3			4.0	930.0	7.0	5-6	230.0	1.0
201548010605	ダ	右	1400	雨	不良	13:05	サラC4組		2015-1-6	21	名古屋	4	(定量)		8	150	1	8.0	100	1.0	4.0	100	2.0	4-8	130	1	4-8	120	1.0	2-8	170	2.0	2-4	230	5.0	8=>4	180	1	2-4-8	330.0	2.0	8=>4=>2	570.0	2.0		489526137	4,(9,8)-2,5,1,6,3,7	(4,8),9,2-3,1,6,7,5			2.0	150.0	4.0	4-8	120.0	1.0
201548010606	ダ	右	1400	雨	不良	13:35	サラC3組		2015-1-6	21	名古屋	4	(定量)		4	110	1	4.0	100	1.0	7.0	110	2.0	4-7	200	1	4-7	130	1.0	1-4	2,260	20.0	1-7	3,760	24.0	4=>7	220	1	1-4-7	5850.0	16.0	4=>7=>1	8900.0	29.0		479126583.0	479126583.0	471926583.0			1.0	1,820	8.0	4-7	150.0	1.0
201548010607	ダ	右	1400	雨	不良	14:05	サラC2組		2015-1-6	21	名古屋	4	(定量)		9	170	1	9.0	100	1.0	3.0	130	3.0	3-9	210	1	3-9	150	2.0	2-9	290	5.0	2-3	700	9.0	9=>3	300	1	2-3-9	770.0	2.0	9=>3=>2	1420.0	3.0		936214785	9,3,2,6,1,4,(7,8)-5	9,3,2,6,(1,4),7,8,5			2.0	220	5.0	3-8	200.0	1.0
201548010608	ダ	右	1600	曇	不良	14:35	17日から開催!第1		2015-1-6	21	名古屋	4	(定量)		1	300	2	1.0	130	1.0	3.0	830	8.0	1-3	16100	21	1-3	2,110	17.0	1-5	880	10.0	3-5	6,190	28.0	1=>3	26710	33	1-3-5	21130.0	35.0	1=>3=>5	98960.0	141.0		15731049682	1,5,7,10,3,4,9,6,8-2	1,5,3,10,7,6,4,8,9-2			5.0	260	5.0	1-3	12850.0	16.0
