	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201545010101	ダ	左	1500	晴	良	11:20	2015幕開け賞		2015-1-1	11	川崎	1	100万円以上160万円未満		5	340	1	5	160	2	2	140	1	4.0	850	9.0	2-5	660.0	1.0	2-5	730	1	2-5	320	1	4-5	1,720	25	2-4	1,450	21	5=>2	1410.0	1.0	5=>2	1340	1	2-4-5	5230	21	5=>2=>4	18470	58	51092746831	5,10,(2,9),7,6,4,3,8,1	5,(10,9),2,7,6,4,(3,8),1	51029746318	6.1 - 11.4 - 12.3 - 13.9 - 12.3 - 13.7 - 15.5 - 13.8	6.1 - 17.5 - 29.8 - 43.7 - 56.0 - 69.7 - 85.2 - 99.0 (29.8-43.0)
201545010102	ダ	左	1400	曇	良	11:50	3歳5　ロ		2015-1-1	11	川崎	1	55万円以上100万円未満		6	370	2	6	130	2	8	170	3	11.0	180	4.0	6-7	1090.0	5.0	6-8	1520	6	6-8	520	6	6-11	370	3	8-11	680	8	6=>7	2230.0	9.0	6=>8	2340	8	6-8-11	1980	5	6=>8=>11	10780	27	4510231116798	4,5,10,3,2,11,(1,6),9,8,7	(4,5,10),11,2,3,6,9,1,8,7	5,(10,11),4,2,6,3,8,1,7,9	12.9 - 12.7 - 14.4 - 12.5 - 13.4 - 14.7 - 13.8	12.9 - 25.6 - 40.0 - 52.5 - 65.9 - 80.6 - 94.4 (40.0-41.9)
201545010103	ダ	左	1400	曇	良	12:20	3歳4　イ		2015-1-1	11	川崎	1	55万円以上100万円未満		6	290	1	6	140	1	8	160	3	1.0	510	9.0	6-7	660.0	3.0	6-8	710	2	6-8	430	2	1-6	970	15	1-8	1,840	25	6=>7	1160.0	5.0	6=>8	1150	1	1-6-8	5160	19	6=>8=>1	12600	32	2681113479510	2,6,(1,8),4,(3,11),7,5,9,10	6287111345109	2638571119104	12.8 - 12.5 - 14.4 - 13.0 - 13.4 - 14.2 - 13.7	12.8 - 25.3 - 39.7 - 52.7 - 66.1 - 80.3 - 94.0 (39.7-41.3)
201545010104	ダ	左	1500	曇	良	12:50	C3九　十11		2015-1-1	11	川崎	1			8	550	2	8	110	2	2	190	5	4.0	100	1.0	2-5	3330.0	10.0	2-8	3610	12	2-8	740	11	4-8	180	1	2-4	450	6	5=>2	5260.0	13.0	8=>2	5920	19	2-4-8	1460	4	8=>2=>4	19960	60	741361221141059811	746132112101458911	7,4,(2,13,14),(6,12),1,10,9,5,8,11	742146101213819511	6.2 - 11.4 - 13.0 - 14.2 - 12.9 - 13.8 - 15.3 - 13.3	6.2 - 17.6 - 30.6 - 44.8 - 57.7 - 71.5 - 86.8 - 100.1 (30.6-42.4)
201545010105	ダ	左	1500	曇	良	13:20	C3九　十11		2015-1-1	11	川崎	1			7	320	1	7	120	2	9	120	1	1.0	130	3.0	5-6	640.0	2.0	7-9	600	1	7-9	270	3	1-7	270	2	1-9	270	1	5=>6	1300.0	3.0	7=>9	1270	3	1-7-9	680	1	7=>9=>1	2710	2	31013271211194658	31021371121149658	10,13,(3,7),1,(2,9),12,11,4,8,6,5	(10,13,7),9,1,3,(2,12),4,11,8,5,6	6.2 - 11.6 - 12.4 - 13.8 - 12.9 - 13.7 - 15.1 - 13.6	6.2 - 17.8 - 30.2 - 44.0 - 56.9 - 70.6 - 85.7 - 99.3 (30.2-42.4)
201545010106	ダ	左	1500	曇	良	13:50	C3九　十11		2015-1-1	11	川崎	1			12	5760	10	12	1,550	10	4	410	5	2.0	610	8.0	3-7	11770.0	24.0	4-12	16270	35	4-12	3,900	36	2-12	10,460	55	2-4	2,120	23	7=>3	33950.0	52.0	12=>4	38550	73	2-4-12	89350	141	12=>4=>2	310140	597	4911136132512714810	4911136251312714810	4,9,(1,3,6,11),13,(2,5),12,14,(7,8),10	4,9,(1,6),2,13,3,(12,5),8,14,7,11,10	6.0 - 11.6 - 12.8 - 14.4 - 13.0 - 13.8 - 14.7 - 13.9	6.0 - 17.6 - 30.4 - 44.8 - 57.8 - 71.6 - 86.3 - 100.2 (30.4-42.4)
201545010107	ダ	左	1400	曇	良	14:20	C2三　四		2015-1-1	11	川崎	1			10	640	3	10	140	3	4	130	1	3.0	140	2.0	4-7	430.0	1.0	4-10	860	2	4-10	330	2	3-10	390	3	3-4	230	1	7=>4	1160.0	4.0	10=>4	1800	4	3-4-10	950	1	10=>4=>3	5990	6	237491125111068	234791561112108	(2,3),7,4,5,9,11,1,6,10,8,12	3,7,2,4,5,(1,9),11,10,6,8,12	12.9 - 12.3 - 13.5 - 12.4 - 13.0 - 14.2 - 14.1	12.9 - 25.2 - 38.7 - 51.1 - 64.1 - 78.3 - 92.4 (38.7-41.3)
201545010108	ダ	左	1600	曇	良	14:50	C2三　四		2015-1-1	11	川崎	1			2	620	4	2	200	3	1	1,060	11	10.0	940	10.0	1-2	8040.0	21.0	1-2	11700	39	1-2	2,770	34	2-10	2,000	23	1-10	9,410	58	2=>1	15720.0	37.0	2=>1	16290	58	1-2-10	48430	122	2=>1=>10	318950	702	1,2,12,10,9,3,11,5,7,8,(4,6)	121210391157846	121210911357864	121091251137684	12.9 - 11.8 - 13.1 - 13.8 - 12.1 - 13.3 - 14.6 - 13.9	12.9 - 24.7 - 37.8 - 51.6 - 63.7 - 77.0 - 91.6 - 105.5 (37.8-41.8)
201545010109	ダ	左	1500	曇	良	15:25	ジョイホース横浜賞		2015-1-1	11	川崎	1			11	140	1	11	120	1	10	550	11	7.0	270	5.0	6-7	760.0	4.0	10-11	2270	9	10-11	850	8	7-11	450	3	7-10	3,320	44	7=>6	1210.0	4.0	11=>10	2430	8	7-10-11	6790	24	11=>10=>7	21880	58	1013142371111295648	1013142371119125648	10,14,3,2,13,(7,11),9,12,(1,5),4,8,6	10,2,7,11,14,3,9,12,(1,4),5,(13,6,8)	6.1 - 11.3 - 12.5 - 14.2 - 12.3 - 13.3 - 14.2 - 13.1	6.1 - 17.4 - 29.9 - 44.1 - 56.4 - 69.7 - 83.9 - 97.0 (29.9-40.6)
201545010110	ダ	左	1400	曇	良	16:00	初夢特別 		2015-1-1	11	川崎	1			8	300	1	8	130	1	12	920	12	5.0	180	3.0	6-8	1900.0	6.0	8-12	9980	33	8-12	2,920	37	5-8	350	2	5-12	3,230	41	6=>8	2450.0	8.0	8=>12	12490	45	5-8-12	11230	43	8=>12=>5	71160	227	310972641851211	310927461851211	(3,10),8,9,7,2,4,6,5,1,(12,11)	(3,10),8,9,(2,7,4),5,1,(6,12),11	12.8 - 12.3 - 13.6 - 12.1 - 12.9 - 14.3 - 13.4	12.8 - 25.1 - 38.7 - 50.8 - 63.7 - 78.0 - 91.4 (38.7-40.6)
