	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201436010201	ダ	右	1300	小雪	不良	10:20	3歳C1二組		2014-1-2	10	水沢	4			3.0	250.0	2.0	3.0	100	1.0	2.0	110	2.0	8.0	110.0	3.0	2-3	1520.0	7.0	2-3	480	7.0	3-8	150	1.0	2-8	300	5.0	3=>2	2510.0	9.0	2-3-8	560.0	2.0	3=>2=>8	5300.0	18.0	34281657	34281657	34281675	32481765					
201436010401	ダ	右	1400	小雪	不良	10:20	C2八組		2014-1-4	11	水沢	1			6.0	320.0	2.0	6.0	120	2.0	2.0	120	1.0				2-6	130.0	1.0	2-6	110	1.0	1-6	220	5.0	1-2	170	3.0	6=>2	490.0	2.0	1-2-6	240.0	1.0	6=>2=>1	1520.0	5.0	162354	162354	(1,6),2,5,3-4	612534					
201436010402	ダ	右	1400	小雪	不良	10:50	C2七組		2014-1-4	11	水沢	1			4.0	430.0	2.0	4.0	140	2.0	3.0	100	1.0				3-4	180.0	1.0	3-4	110	1.0	2-4	170	4.0	2-3	110	2.0	4=>3	790.0	3.0	2-3-4	160.0	1.0	4=>3=>2	1710.0	5.0	324165	324165	324165	342165					
201436010403	ダ	右	1400	小雪	不良	11:20	C2六組		2014-1-4	11	水沢	1			6.0	1090.0	3.0	6.0	380	5.0	7.0	370	4.0				6-7	2840.0	9.0	6-7	570	9.0	5-6	300	3.0	5-7	330	5.0	6=>7	6580.0	15.0	5-6-7	1380.0	4.0	6=>7=>5	23120.0	46.0	(1,5),6,2,3,7,4	1562374	1,5,6,2,3,7-4	5,1,6,7,3,2=4					
201436010404	ダ	右	1300	小雪	不良	11:50	C2十三組		2014-1-4	11	水沢	1			2.0	160.0	1.0	2.0	100	1.0	1.0	100	2.0	6.0	130.0	4.0	1-2	370.0	1.0	1-2	180	2.0	2-6	200	3.0	1-6	170	1.0	2=>1	710.0	2.0	1-2-6	400.0	1.0	2=>1=>6	1400.0	1.0	12638547	1,2,6,8-4	1,2,6-8=4	2,1,6-8=4					
201436010405	ダ	右	1300	小雪	不良	12:20	C2十二組		2014-1-4	11	水沢	1			4.0	190.0	1.0	4.0	110	1.0	8.0	120	2.0	3.0	160.0	4.0	4-8	170.0	1.0	4-8	120	1.0	3-4	220	4.0	3-8	290	5.0	4=>8	240.0	1.0	3-4-8	390.0	2.0	4=>8=>3	850.0	2.0	48163572	48163572	4,8,6,1,3,5,7-2	4,8,1,6,3,5,7=2					
201436010406	ダ	右	1300	小雪	不良	12:55	C2十一組		2014-1-4	11	水沢	1			8.0	220.0	1.0	8.0	130	4.0	4.0	110	1.0	7.0	130.0	3.0	4-8	250.0	1.0	4-8	140	1.0	7-8	290	5.0	4-7	280	4.0	8=>4	420.0	1.0	4-7-8	390.0	1.0	8=>4=>7	1370.0	1.0	1,7,8,2,(4,9),3,6,5	172849635	(1,7),8,2,4,(9,6),5,3	(7,8),1,4,2,6,9,5,3			4-8	300.0	1.0
201436010407	ダ	右	1300	小雪	不良	13:30	C2十組		2014-1-4	11	水沢	1			2.0	1300.0	4.0	2.0	170	4.0	8.0	120	2.0	9.0	120.0	1.0	2-8	810.0	3.0	2-8	240	3.0	2-9	400	5.0	8-9	170	1.0	2=>8	2510.0	8.0	2-8-9	670.0	3.0	2=>8=>9	9270.0	29.0	1,(4,7,8),9,5,2,3,6	148792536	(1,4,8),9,(2,7),5,3-6	9,8,4,2,1,5,7,3=6			2-8	610.0	3.0
201436010408	ダ	右	1300	小雪	不良	14:05	仲冬レースC2九組		2014-1-4	11	水沢	1			6.0	610.0	3.0	6.0	170	3.0	7.0	200	4.0	8.0	130.0	2.0	6-7	2720.0	7.0	6-7	580	8.0	6-8	230	3.0	7-8	500	6.0	6=>7	4390.0	11.0	6-7-8	2710.0	7.0	6=>7=>8	16680.0	36.0	6,7,5,8,9,1,(2,4),3	675819243	67812943	67812943			6-7	2750.0	6.0
201436010409	ダ	右	1600	小雪	不良	14:40	ダイヤモンドダストレ		2014-1-4	11	水沢	1			1.0	170.0	1.0	1.0	110	2.0	7.0	140	4.0	9.0	110.0	1.0	1-7	390.0	1.0	1-7	150	1.0	1-9	180	2.0	7-9	280	5.0	1=>7	670.0	2.0	1-7-9	350.0	1.0	1=>7=>9	1200.0	2.0	15793462	15793426	15793426	15793246			1-7	390.0	1.0
201436010410	ダ	右	1600	小雪	不良	15:15	復興に向けがんばっぺ		2014-1-4	11	水沢	1			5.0	2430.0	8.0	5.0	320	7.0	2.0	330	8.0	7.0	120.0	1.0	2-5	11370.0	35.0	2-5	2,440	32.0	5-7	680	9.0	2-7	660	8.0	5=>2	34240.0	75.0	2-5-7	7620.0	28.0	5=>2=>7	99720.0	259.0	28410657193	28461057193	2,4,(5,8),(6,10,7),1,9,3	2,5,7,6,10,4,9,1,8-3			2-5	12430.0	23.0
201436010411	ダ	右	1600	小雪	不良	15:50	樹氷レースB2九組		2014-1-4	11	水沢	1			5.0	230.0	1.0	5.0	100	1.0	8.0	170	3.0	3.0	200.0	5.0	5-8	990.0	4.0	5-8	310	4.0	3-5	280	2.0	3-8	790	14.0	5=>8	1250.0	4.0	3-5-8	2040.0	8.0	5=>8=>3	5800.0	17.0	1053428196	1053428196	1053842619	1053824169			5-7	760.0	3.0
201436010501	ダ	右	1400	曇	不良	10:20	C2五組		2014-1-5	11	水沢	2			4.0	270.0	2.0	4.0	100	2.0	8.0	100	1.0	2.0	170.0	4.0	4-8	320.0	1.0	4-8	200	2.0	2-4	560	6.0	2-8	580	7.0	4=>8	630.0	2.0	2-4-8	870.0	2.0	4=>8=>2	3670.0	8.0	84563217	84562371	8,4,5,(2,6),1,3,7	(8,4),5,2,6,1,3,7					
201436010502	ダ	右	1400	曇	不良	10:50	C2四組		2014-1-5	11	水沢	2			4.0	130.0	1.0	4.0	100	1.0	1.0	120	2.0	7.0	130.0	3.0	1-4	290.0	1.0	1-4	140	1.0	4-7	170	2.0	1-7	240	3.0	4=>1	400.0	1.0	1-4-7	350.0	1.0	4=>1=>7	870.0	1.0	(4,7),8,6,1,3,2,5	47186325	(4,7),8,(1,6,3),5,2	4,7,8,1,(6,3),2,5					
201436010503	ダ	右	1400	曇	不良	11:20	C2三組		2014-1-5	11	水沢	2			6.0	110.0	1.0	6.0	120	1.0	2.0	280	4.0	1.0	970.0	7.0	2-6	700.0	3.0	2-6	430	4.0	1-6	1,200	10.0	1-2	2,080	19.0	6=>2	920.0	4.0	1-2-6	3900.0	11.0	6=>2=>1	10130.0	25.0	261593847	261539487	265139847	6,2,(1,5),3,(4,9),8,7			2-6	980.0	3.0
201436010504	ダ	右	1400	曇	不良	11:50	C2二組		2014-1-5	11	水沢	2			9.0	240.0	1.0	9.0	110	1.0	6.0	130	3.0	7.0	130.0	2.0	6-9	460.0	1.0	6-9	180	1.0	7-9	350	4.0	6-7	460	5.0	9=>6	770.0	1.0	6-7-9	1010.0	2.0	9=>6=>7	3010.0	5.0	986472513	9,6,8,4,(5,7),2,(1,3)	9,6,8,7,4,5,(1,3),2	9,6,8,1,7,(5,3),4,2			6-8	440.0	1.0
