	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201446032301	ダ	右	1400	晴	重	10:50	3Aー3		2014-3-23	21	金沢	1	(定量)		1.0	110.0	1.0	1.0	100	1.0	4.0	190	3.0	10.0	240	5.0	1-4	360.0	2.0	1-4	290.0	1.0	1-4	160	1.0	1-10	220	4.0	4-10	540	6.0	1=>4	360.0	1.0	1=>4	350.0	1.0	1-4-10	620.0	1.0	1=>4=>10	1310.0	2.0	1,2,7,8,4,5,(6,10),3,9	12485710369	1,(2,4),8,10,5,3,7-9,6	1,4,2,8,10,5,3,7,9=6		
201446032302	ダ	右	1500	晴	重	11:25	3Aー2		2014-3-23	21	金沢	1	(定量)		3.0	160.0	1.0	3.0	110	1.0	5.0	250	4.0	10.0	600	8.0	3-5	570.0	3.0	3-5	440.0	1.0	3-5	300	3.0	3-10	1,110	14.0	5-10	5,000	36.0	3=>5	700.0	3.0	3=>5	500.0	1.0	3-5-10	8140.0	29.0	3=>5=>10	14010.0	42.0	11,3,7,(5,9),(2,10),(4,8),6,1	11,3,7,5,10,2,9,4,(6,8),1	(11,3,7),5,(10,9),6,2,4,8,1	3,(11,5),(10,7),6,9,2,4-1-8		
201446032303	ダ	右	1500	晴	重	12:00	能登・雪割草まつり特 		2014-3-23	21	金沢	1	(定量)		3.0	200.0	1.0	3.0	100	2.0	6.0	100	1.0	2.0	150	3.0	3-6	310.0	1.0	3-6	210.0	1.0	3-6	150	1.0	2-3	440	4.0	2-6	660	8.0	3=>6	260.0	1.0	3=>6	340.0	1.0	2-3-6	670.0	2.0	3=>6=>2	1600.0	3.0	3,(2,5),10,11,8,1,9,7,6,4	3510281161794	3,(2,6,5,8),10,1,11,7,9,4	3,6,2,8,(5,10),11,1,7,9-4		
201446032304	ダ	右	1400	晴	重	12:35	マッキー&チカ最終決		2014-3-23	21	金沢	1	(定量)		8.0	150.0	1.0	8.0	100	1.0	6.0	110	2.0	1.0	150	5.0	6-7	390.0	2.0	6-8	340.0	2.0	6-8	180	2.0	1-8	140	1.0	1-6	340	6.0	7=>6	400.0	1.0	8=>6	490.0	2.0	1-6-8	350.0	1.0	8=>6=>1	740.0	1.0	1,8,10,7,6,5,9,2,(4,3)	1,8,10,(7,6)-5,9,2,4,3	81106759234	8,1,6-10,7,5,9=(2,3),4		
201446032305	ダ	右	1400	晴	重	13:10	C2ー8		2014-3-23	21	金沢	1	(定量)		10.0	190.0	2.0	10.0	120	1.0	5.0	150	4.0	4.0	130	3.0	5-8	3060.0	8.0	5-10	4030.0	12.0	5-10	750	11.0	4-10	120	1.0	4-5	410	6.0	8=>5	4820.0	17.0	10=>5	5510.0	17.0	4-5-10	1700.0	6.0	10=>5=>4	19790.0	51.0	(1,8,10),(7,9),(2,5),3,4,6	10,1,8,7,9,(5,4),(2,3),6	10,1,4,8,5,(7,9),3,2,6	10,(5,4),(1,8),9,7,3-6,2		
201446032306	ダ	右	1400	晴	重	13:45	C2ー7		2014-3-23	21	金沢	1	(定量)		7.0	100.0	1.0	7.0	100	1.0	2.0	130	2.0	5.0	310	6.0	2-7	700.0	5.0	2-7	550.0	2.0	2-7	330	4.0	5-7	440	5.0	2-5	1,280	13.0	7=>2	900.0	5.0	7=>2	720.0	3.0	2-5-7	2690.0	11.0	7=>2=>5	3660.0	12.0	568237419	5,6,8,2,(3,7),4,1,9	5,8,(2,7),6,3,4,1,9	5,(2,7),8-6,1,3,4=9		
201446032307	ダ	右	1500	晴	稍重	14:20	C2ー6		2014-3-23	21	金沢	1	(定量)		3.0	230.0	1.0	3.0	110	1.0	1.0	160	4.0	2.0	120	2.0	1-3	380.0	1.0	1-3	630.0	3.0	1-3	260	3.0	2-3	160	1.0	1-2	350	6.0	3=>1	1240.0	5.0	3=>1	750.0	3.0	1-2-3	370.0	1.0	3=>1=>2	1980.0	3.0	1,2,3,10,5,8,9,4,(6,7)	1,2,3,(5,10),8-9-4,6,7	1,2,3,5,10,8-9-4,(6,7)	1,3,2,5,10,8,9,4-6,7		
201446032308	ダ	右	1500	晴	稍重	14:55	C2ー5		2014-3-23	21	金沢	1	(定量)		6.0	790.0	2.0	6.0	160	4.0	7.0	100	1.0	4.0	1,060	9.0	6-6	250.0	2.0	6-7	220.0	1.0	6-7	150	1.0	4-6	5,270	26.0	4-7	2,260	17.0	6=>6	270.0	2.0	6=>7	2120.0	7.0	4-6-7	12820.0	20.0	6=>7=>4	86420.0	100.0	6911748531012	6,9,(4,11,7),8,5,3,10,(1,2)	(11,7),6,9,4,8,3,5,2,1,10	(6,7),11,4,9,(3,5),1,2,8,10		
201446032309	ダ	右	1500	晴	稍重	15:30	B1ー2		2014-3-23	21	金沢	1	(定量)		6.0	420.0	2.0	6.0	140	2.0	1.0	250	5.0	8.0	170	3.0	1-6	3030.0	9.0	1-6	2000.0	7.0	1-6	790	9.0	6-8	100	1.0	1-8	700	7.0	6=>1	3080.0	11.0	6=>1	3440.0	11.0	1-6-8	870.0	3.0	6=>1=>8	6870.0	22.0	(1,3),6,8,(5,9),7,4,2	(1,3),6,8,7,(5,9),4,2	(1,3),6,8,(5,7,9),(4,2)	1,6,3,8,(5,7),(9,2),4		
201446032310	ダ	右	1500	晴	稍重	16:05	万葉の里マラソン特別 		2014-3-23	21	金沢	1	(定量)		7.0	290.0	2.0	7.0	150	2.0	2.0	160	3.0	12.0	220	5.0	2-6	280.0	1.0	2-7	280.0	1.0	2-7	160	1.0	7-12	390	6.0	2-12	360	3.0	6=>2	460.0	1.0	7=>2	520.0	1.0	2-7-12	920.0	2.0	7=>2=>12	2210.0	3.0	712561121410839	7,12,5,2,1,6,11,4,10,(3,8),9	7,12,(2,1,5),11,6,4,3,8,10,9	7,12,2,1,5,11,4,3,6,(9,8),10		
