	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201442011401	ダ	左	1400	晴	良	10:50	3歳		2014-1-14	10	浦和	1	128万円以上170万円未満		11.0	1000.0	5.0	11.0	400	6.0	7.0	140	2.0	12.0	1,820	11.0	6-8	3320.0	8.0	7-11	2700.0	10.0	7-11	740	9.0	11-12	7,830	42.0	7-12	3,290	26.0	8=>6	5160.0	16.0	11=>7	5840.0	19.0	7-11-12	44700.0	70.0	11=>7=>12	189770.0	286.0	71011411262958.0	7,10,11,1-4,12,6,9,2,5,8	71011112698425	7,10,11,12,1,6,9,8-2,5=4	12.6 - 12.0 - 12.9 - 13.9 - 13.4 - 14.2 - 14.4	12.6 - 24.6 - 37.5 - 51.4 - 64.8 - 79.0 - 93.4 (37.5-42.0)
201442011402	ダ	左	1400	晴	良	11:20	C3　4歳ア		2014-1-14	10	浦和	1			6.0	240.0	1.0	6.0	140	1.0	1.0	170	3.0	9.0	180	4.0	1-6	540.0	3.0	1-6	670.0	3.0	1-6	350	2.0	6-9	360	3.0	1-9	720	7.0	6=>1	1030.0	4.0	6=>1	1400.0	4.0	1-6-9	1270.0	3.0	6=>1=>9	6010.0	11.0	1629511371048.0	1,6,(2,9),5,3,11,7,10,4-8	1692511107438	1692571141038	12.6 - 12.6 - 13.3 - 13.8 - 12.9 - 13.4 - 13.7	12.6 - 25.2 - 38.5 - 52.3 - 65.2 - 78.6 - 92.3 (38.5-40.0)
201442011403	ダ	左	1400	晴	良	11:50	C3八　九十		2014-1-14	10	浦和	1			8.0	530.0	3.0	8.0	140	2.0	9.0	200	5.0	5.0	150	3.0	6-7	290.0	2.0	8-9	2070.0	8.0	8-9	600	7.0	5-8	420	4.0	5-9	720	8.0	6=>7	880.0	4.0	8=>9	4830.0	16.0	5-8-9	2730.0	10.0	8=>9=>5	17590.0	57.0	879151210113246.0	871956121011342	879165101112243	879615101221134	12.8 - 12.6 - 12.8 - 13.7 - 13.3 - 13.6 - 14.3	12.8 - 25.4 - 38.2 - 51.9 - 65.2 - 78.8 - 93.1 (38.2-41.2)
201442011404	ダ	左	1500	晴	良	12:20	3歳		2014-1-14	10	浦和	1	170万円以上225万円未満		6.0	810.0	4.0	6.0	210	4.0	10.0	120	1.0	3.0	290	6.0	5-7	230.0	1.0	6-10	680.0	2.0	6-10	400	2.0	3-6	1,440	21.0	3-10	610	6.0	5=>7	640.0	2.0	6=>10	1910.0	6.0	3-6-10	3490.0	12.0	6=>10=>3	14980.0	44.0	581021131271964.0	581023117126194	510328679121141	10,3,6-7,2,9,5,8,4,11,12-1	7.3 - 11.4 - 12.5 - 13.4 - 14.0 - 13.5 - 13.8 - 13.7	7.3 - 18.7 - 31.2 - 44.6 - 58.6 - 72.1 - 85.9 - 99.6 (31.2-41.0)
201442011405	ダ	左	1400	晴	良	12:50	C3八　九十		2014-1-14	10	浦和	1			11.0	1940.0	7.0	11.0	330	6.0	9.0	420	9.0	3.0	190	3.0	7-8	3930.0	13.0	9-11	16160.0	44.0	9-11	2,890	40.0	3-11	860	7.0	3-9	1,780	25.0	8=>7	5140.0	21.0	11=>9	35400.0	85.0	3-9-11	18040.0	71.0	11=>9=>3	164640.0	538.0	121148171052936.0	121148715102963	121178941562103	119712845126310	12.6 - 12.4 - 13.1 - 13.4 - 13.3 - 13.8 - 13.9	12.6 - 25.0 - 38.1 - 51.5 - 64.8 - 78.6 - 92.5 (38.1-41.0)
201442011406	ダ	左	1400	晴	良	13:25	C3八　九十		2014-1-14	10	浦和	1			1.0	530.0	3.0	1.0	140	2.0	8.0	220	5.0	11.0	120	1.0	1-6	2800.0	8.0	1-8	4410.0	10.0	1-8	730	10.0	1-11	200	1.0	8-11	450	5.0	1=>6	5710.0	14.0	1=>8	6400.0	19.0	1-8-11	1450.0	5.0	1=>8=>11	20270.0	56.0	181135102612974.0	183115102612974	181153210912674	1,8,3,11,2,5,10,(12,9),6,7,4	13.1 - 12.4 - 13.2 - 13.6 - 12.9 - 13.6 - 13.5	13.1 - 25.5 - 38.7 - 52.3 - 65.2 - 78.8 - 92.3 (38.7-40.0)
201442011407	ダ	左	1600	晴	良	14:00	若水特別 		2014-1-14	10	浦和	1	225万円以上		4.0	380.0	3.0	4.0	130	3.0	11.0	120	2.0	1.0	120	1.0	4-8	620.0	3.0	4-11	740.0	3.0	4-11	240	3.0	1-4	240	2.0	1-11	200	1.0	4=>8	1470.0	7.0	4=>11	1460.0	6.0	1-4-11	570.0	1.0	4=>11=>1	3300.0	6.0	4531172611089.0	4511327168109	4115386172910	4113186510927	12.1 - 12.4 - 13.1 - 13.5 - 13.8 - 13.3 - 13.4 - 14.0	12.1 - 24.5 - 37.6 - 51.1 - 64.9 - 78.2 - 91.6 - 105.6 (37.6-40.7)
201442011408	ダ	左	1400	晴	良	14:35	C2三		2014-1-14	10	浦和	1			11.0	6230.0	11.0	11.0	1,320	11.0	4.0	140	1.0	3.0	470	8.0	4-8	1390.0	4.0	4-11	6650.0	20.0	4-11	2,460	22.0	3-11	10,360	52.0	3-4	890	9.0	8=>4	4630.0	17.0	11=>4	26100.0	52.0	3-4-11	28330.0	64.0	11=>4=>3	338290.0	506.0	111098465121723.0	119841210657321	119874312562101	11,4,7,(9,3),8,2,5,12,6,10,1	12.6 - 11.6 - 13.1 - 13.2 - 13.1 - 13.5 - 13.6	12.6 - 24.2 - 37.3 - 50.5 - 63.6 - 77.1 - 90.7 (37.3-40.2)
201442011409	ダ	左	1400	晴	良	15:10	鴻巣市観光協会賞		2014-1-14	10	浦和	1			5.0	120.0	1.0	5.0	100	1.0	6.0	200	3.0	7.0	330	7.0	5-5	350.0	2.0	5-6	360.0	2.0	5-6	240	2.0	5-7	610	7.0	6-7	2,240	21.0	5=>5	270.0	1.0	5=>6	440.0	2.0	5-6-7	2500.0	9.0	5=>6=>7	4590.0	12.0	571112361018942.0	571131261081492	571136128104192	5-3,7,6,4,11,12,8,10,1,9,2	12.5 - 11.7 - 12.5 - 12.9 - 12.9 - 13.4 - 13.9	12.5 - 24.2 - 36.7 - 49.6 - 62.5 - 75.9 - 89.8 (36.7-40.2)
201442011410	ダ	左	1500	晴	良	15:45	春告鳥特別 		2014-1-14	10	浦和	1			11.0	140.0	1.0	11.0	110	1.0	3.0	300	8.0	10.0	270	6.0	3-8	1150.0	6.0	3-11	1260.0	6.0	3-11	530	6.0	10-11	390	5.0	3-10	3,010	35.0	8=>3	1260.0	6.0	11=>3	1540.0	6.0	3-10-11	3950.0	17.0	11=>3=>10	14990.0	52.0	351011211968247.0	351101211689247	310512111684297	310511124816297	6.8 - 11.6 - 12.1 - 12.5 - 13.4 - 13.0 - 13.2 - 14.1	6.8 - 18.4 - 30.5 - 43.0 - 56.4 - 69.4 - 82.6 - 96.7 (30.5-40.3)
