	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201930041701	ダ	右	1000	晴	良	14:30	3歳以上C4ー6		2019-4-17	1	門別	1	(馬齢)		1.0	320.0	2.0	1.0	190.0	3.0	4.0	150	1.0	1-4	250.0	1.0	1-4	160	1.0	1-3	440	8.0	3-4	340	5.0	1=>4	550.0	2.0	1-3-4	840.0	2.0	1=>4=>3	2730.0	7.0			1764325.0	1473625.0								
201930041702	ダ	右	1000	晴	良	15:00	3歳以上C4ー6		2019-4-17	1	門別	1	(馬齢)		8.0	140.0	1.0	8.0	110.0	1.0	4.0	110	2.0	4-8	620.0	4.0	4-8	250	3.0	2-8	310	4.0	2-4	1,540	19.0	8=>4	950.0	4.0	2-4-8	1900.0	12.0	8=>4=>2	4620.0	19.0			(2,8),4,3,1,6,5,7	(2,8),4-1,3,6,5,7			2.0	160.0	4.0			
201930041703	ダ	右	1200	晴	良	15:35	3歳条件未勝利		2019-4-17	1	門別	1	(馬齢)		1.0	600.0	4.0	1.0	150.0	4.0	5.0	110	1.0	1-5	1420.0	6.0	1-5	540	6.0	1-2	410	5.0	2-5	330	2.0	1=>5	2560.0	12.0	1-2-5	910.0	2.0	1=>5=>2	5710.0	11.0			(1,2,5),6,3,(8,10),9,7,4	(2,5),1,10,6,(3,8),(9,7),4			2.0	130.0	2.0	1-5	1230.0	7.0
201930041704	ダ	右	1200	晴	良	16:05	3歳以上C4ー3		2019-4-17	1	門別	1	(馬齢)		7.0	880.0	4.0	7.0	410.0	4.0	3.0	240	2.0	3-7	1540.0	6.0	3-7	380	6.0	2-7	900	10.0	2-3	520	7.0	7=>3	4290.0	15.0	2-3-7	2640.0	9.0	7=>3=>2	20750.0	53.0			267513	2,(6,7),(5,3),1								
201930041705	ダ	右	1200	晴	良	16:35	3歳以上C4ー3		2019-4-17	1	門別	1	(馬齢)		4.0	150.0	1.0	4.0	120.0	1.0	6.0	750	6.0	4-6	3780.0	10.0	4-6	820	9.0	3-4	180	1.0	3-6	970	10.0	4=>6	3110.0	10.0	3-4-6	2450.0	9.0	4=>6=>3	11100.0	36.0			(1,2,4),6,5,3=7	4,(1,2),6,(3,5)=7								
201930041706	ダ	右	1000	晴	良	17:10	3歳以上C4ー2		2019-4-17	1	門別	1	(馬齢)		2.0	230.0	2.0	2.0	130.0	2.0	8.0	110	1.0	2-8	270.0	1.0	2-8	200	1.0	2-6	2,560	20.0	6-8	2,370	19.0	2=>8	500.0	1.0	2-6-8	3660.0	13.0	2=>8=>6	10690.0	37.0			(7,8),(1,9),(2,4),(3,6),5	(7,8),2,(9,6),1,4,3,5			6.0	1,010	9.0	2-8	280.0	1.0
201930041707	ダ	右	1700	晴	良	17:40	牡羊座特別 		2019-4-17	1	門別	1	(別定)		3.0	160.0	1.0	3.0	100.0	1.0	5.0	110	2.0	3-5	140.0	1.0	3-5	100	1.0	2-3	170	3.0	2-5	200	4.0	3=>5	150.0	1.0	2-3-5	260.0	2.0	3=>5=>2	590.0	2.0	352641.0	352641.0	3,5,6,2-4,1	356241								
201930041708	ダ	右	1700	晴	良	18:10	クロッカス特別 		2019-4-17	1	門別	1	(馬齢)		5.0	910.0	4.0	5.0	180.0	3.0	8.0	190	4.0	5-8	1670.0	7.0	5-8	670	9.0	4-5	1,950	14.0	4-8	2,270	16.0	5=>8	5170.0	17.0	4-5-8	13510.0	35.0	5=>8=>4	71280.0	142.0	(2,5),(6,8),3,1,7,4	25683174.0	2,5,6,(1,3,7,8)-4	2,5,(1,3,7,8),6,4			4.0	530	6.0			
201930041709	ダ	右	1200	晴	良	18:40	JRA認定スーパーフ		2019-4-17	1	門別	1	(馬齢)		5.0	1470.0	3.0	5.0	340.0	3.0	4.0	160	2.0	4-5	820.0	2.0	4-5	230	4.0	5-8	210	3.0	4-8	110	1.0	5=>4	3200.0	8.0	4-5-8	250.0	1.0	5=>4=>8	5450.0	18.0			4852361	4,8,5,2,(3,6)-1								
201930041710	ダ	右	1200	晴	良	19:15	ビヤパーティーAib 		2019-4-17	1	門別	1	(馬齢)		5.0	210.0	1.0	5.0	140.0	2.0	6.0	930	8.0	5-6	7310.0	21.0	5-6	1,570	19.0	4-5	330	2.0	4-6	3,060	27.0	5=>6	9340.0	33.0	4-5-6	7750.0	27.0	5=>6=>4	39260.0	133.0			10,1,(3,6),2,(4,5),7,11,9,8	10,6,1,5,4,(2,3),11,7,9,8			4.0	190	3.0	5-6	400.0	1.0
201930041711	ダ	右	1700	晴	良	19:55	門別温泉とねっこの湯 		2019-4-17	1	門別	1	(馬齢)		4.0	160.0	1.0	4.0	110.0	1.0	7.0	160	4.0	4-7	490.0	2.0	4-7	240	2.0	2-4	270	4.0	2-7	500	7.0	4=>7	690.0	2.0	2-4-7	900.0	3.0	4=>7=>2	2550.0	3.0	5,7,9,4,6-2,8,3,1	5,7,9,(4,6)-(2,8),3,1	5,7,(4,9),6-2,8,3,1	5,7,4,6,(9,2),3,(1,8)			2.0	170	5.0	4-7	410.0	2.0
201930041712	ダ	右	1200	晴	良	20:35	なよろ煮込みジンギス 		2019-4-17	1	門別	1	(馬齢)		8.0	210.0	1.0	8.0	140.0	1.0	6.0	280	6.0	6-8	1890.0	6.0	6-8	900	9.0	2-8	1,390	14.0	2-6	2,560	25.0	8=>6	2010.0	6.0	2-6-8	7900.0	29.0	8=>6=>2	40820.0	127.0			2,12,(5,11),(4,8),6,3,10,7,(1,9)	2,12,11,(5,8),6,4,3,(7,10),9,1			2.0	490	7.0	5-6	430.0	2.0
201930041801	ダ	右	1000	晴	良	15:00	3歳条件未勝利		2019-4-18	1	門別	2	(馬齢)		2.0	250.0	1.0	2.0	200.0	2.0	3.0	890	6.0	2-3	2050.0	8.0	2-3	770	9.0	2-6	240	3.0	3-6	2,000	15.0	2=>3	2180.0	10.0	2-3-6	3710.0	15.0	2=>3=>6	20240.0	71.0			4,(2,7),6,(3,5)-1	(2,4),7,(3,6)-5,1								
201930041802	ダ	右	1000	晴	良	15:35	3歳条件未勝利		2019-4-18	1	門別	2	(馬齢)		3.0	140.0	1.0	3.0	100.0	1.0	2.0	130	2.0	2-3	190.0	1.0	2-3	140	1.0	3-6	370	5.0	2-6	570	8.0	3=>2	270.0	1.0	2-3-6	800.0	3.0	3=>2=>6	1660.0	5.0			2,1,(3,5,6),7,4	1,2,3,(6,7),5,4								
201930041803	ダ	右	1200	晴	良	16:10	3歳条件4ー2		2019-4-18	1	門別	2	(馬齢)		12.0	1220.0	5.0	12.0	280.0	5.0	9.0	250	4.0	9-12	3700.0	14.0	9-12	1,420	17.0	10-12	570	5.0	9-10	740	9.0	12=>9	13480.0	34.0	9-10-12	4250.0	16.0	12=>9=>10	57230.0	178.0			6,9,11,7,12,10,3,8,(4,5),1,2	9,12,(6,7),10,11,8,3,(5,1),4-2			10.0	200	2.0	7-8	770.0	2.0
201930041804	ダ	右	1700	曇	良	16:45	3歳以上C4ー5		2019-4-18	1	門別	2	(馬齢)		1.0	380.0	2.0	1.0	170.0	4.0	6.0	150	2.0	1-6	800.0	3.0	1-6	320	2.0	1-2	280	1.0	2-6	370	3.0	1=>6	2170.0	7.0	1-2-6	720.0	1.0	1=>6=>2	5130.0	7.0	3,6,8,1,2,4,(5,9),7	3,6,8,1,2,4,(5,7,9)	(3,6),8,(1,2),4,5,7,9	6,3,(1,2,8,4),5,9,7			2.0	160	3.0	1-6	730.0	3.0
201930041805	ダ	右	1000	曇	良	17:15	3歳以上C4ー5		2019-4-18	1	門別	2	(馬齢)		6.0	370.0	1.0	6.0	130.0	2.0	11.0	130	1.0	6-11	790.0	2.0	6-11	350	2.0	3-6	340	1.0	3-11	410	6.0	6=>11	1090.0	1.0	3-6-11	990.0	1.0	6=>11=>3	4920.0	6.0			(3,6),11,8,(2,4),(1,5,9)	6,3,11,8,(2,4,5),9,1			3.0	160	3.0	6-8	410.0	1.0
