	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201947010801	ダ	右	800	晴	良	10:30	サラ系C26組		2019-1-8	17	笠松	1	(馬齢)		5.0	500.0	2.0	5.0	160	5.0	2.0	130	2.0	3.0	110.0	1.0	2-5	1710.0	8.0	2-5	450	9.0	3-5	260	4.0	2-3	190	1.0	5=>2	4240.0	21.0	2-3-5	560.0	1.0	5=>2=>3	6930.0	24.0				23581467.0					
201947010803	ダ	右	1400	晴	良	11:30	サラ系C27組		2019-1-8	17	笠松	1	(馬齢)		6.0	270.0	2.0	6.0	130	2.0	2.0	110	1.0	5.0	530.0	7.0	2-6	420.0	1.0	2-6	270	3.0	5-6	1,400	16.0	2-5	920	12.0	6=>2	800.0	3.0	2-5-6	4480.0	13.0	6=>2=>5	12530.0	40.0		169357482.0	162953748.0	612957834.0			2-6	410.0	1.0
201947010804	ダ	右	1400	晴	良	12:00	サラ系C25組		2019-1-8	17	笠松	1	(馬齢)		5.0	120.0	1.0	5.0	120	1.0	7.0	260	6.0	4.0	250.0	5.0	5-7	570.0	4.0	5-7	300	5.0	4-5	260	4.0	4-7	1,760	16.0	5=>7	680.0	4.0	4-5-7	1680.0	10.0	5=>7=>4	3520.0	19.0		57194263.0	57941362.0	57491326.0			5-7	620.0	3.0
201947010805	ダ	右	1400	晴	良	12:30	サラ系C24組		2019-1-8	17	笠松	1	(馬齢)		5.0	310.0	2.0	5.0	120	3.0	6.0	110	2.0	1.0	110.0	1.0	5-6	610.0	3.0	5-6	210	3.0	1-5	130	1.0	1-6	150	2.0	5=>6	990.0	5.0	1-5-6	240.0	1.0	5=>6=>1	1840.0	5.0		85736142.0	8,5,7,(1,6),3,4,2	8,5,6,7,1,4,3-2					
201947010806	ダ	右	1400	晴	良	13:00	サラ系C23組		2019-1-8	17	笠松	1	(馬齢)		4.0	230.0	2.0	4.0	100	1.0	8.0	100	2.0	1.0	110.0	3.0	4-8	240.0	1.0	4-8	110	1.0	1-4	160	3.0	1-8	140	2.0	4=>8	460.0	2.0	1-4-8	250.0	1.0	4=>8=>1	980.0	3.0		481753962.0	4,8,7,1,5,(3,9),2,6	481759326			4-8	200.0	1.0
201947010807	ダ	右	1400	晴	良	13:35	サラ系C22組		2019-1-8	17	笠松	1	(馬齢)		2.0	330.0	2.0	2.0	100	2.0	1.0	100	1.0	6.0	180.0	5.0	1-2	150.0	1.0	1-2	110	1.0	2-6	410	6.0	1-6	230	4.0	2=>1	570.0	3.0	1-2-6	730.0	3.0	2=>1=>6	4850.0	15.0		268159374.0	2,(1,6),8,5,7,9,3,4	2,1,6,8,7,5,9,3-4			1-2	160.0	1.0
201947010808	ダ	右	1400	晴	良	14:10	サラ系C21組		2019-1-8	17	笠松	1	(馬齢)		7.0	200.0	1.0	7.0	100	2.0	5.0	100	1.0	3.0	110.0	3.0	5-7	150.0	1.0	5-7	120	1.0	3-7	210	5.0	3-5	180	4.0	7=>5	300.0	1.0	3-5-7	360.0	2.0	7=>5=>3	1140.0	4.0		37581426.0	37584126	3,7,5,8,4,(1,2),6					
201947010809	ダ	右	1400	晴	良	14:45	サラ系B4組		2019-1-8	17	笠松	1	(馬齢)		7.0	160.0	1.0	7.0	100	1.0	3.0	120	2.0				3-7	140.0	1.0	3-7	100	1.0	4-7	160	3.0	3-4	160	2.0	7=>3	240.0	1.0	3-4-7	200.0	1.0	7=>3=>4	490.0	1.0		3571462.0	3,5,7,6,4,1-2	7356412					
201947010810	ダ	右	1600	晴	良	15:20	やぎ座賞		2019-1-8	17	笠松	1	(馬齢)		4.0	360.0	2.0	4.0	130	1.0	2.0	140	3.0	10.0	290.0	5.0	2-4	520.0	2.0	2-4	340	3.0	4-10	680	8.0	2-10	990	13.0	4=>2	1050.0	4.0	2-4-10	2070.0	7.0	4=>2=>10	6720.0	20.0		34651029817.0	34629105871.0	34621095871.0			2-4	690.0	4.0
201947010811	ダ	右	1600	晴	良	15:55	新春特別 		2019-1-8	17	笠松	1	(馬齢)		4.0	160.0	1.0	4.0	100	1.0	3.0	140	2.0	9.0	250.0	6.0	3-4	330.0	1.0	3-4	170	1.0	4-9	350	5.0	3-9	740	11.0	4=>3	360.0	1.0	3-4-9	1520.0	4.0	4=>3=>9	3020.0	5.0		37165910248.0	3,4,7,6,5,1,9,10,8-2	(3,4),7,5,9,6,1,8,10-2			3-4	270.0	1.0
201947010812	ダ	右	1400	晴	良	16:30	フリージア賞		2019-1-8	17	笠松	1	(馬齢)		7.0	200.0	1.0	7.0	140	2.0	2.0	240	3.0				2-7	840.0	3.0	2-7	310	4.0	1-7	390	6.0	1-2	750	9.0	7=>2	1040.0	4.0	1-2-7	2510.0	8.0	7=>2=>1	5390.0	19.0		2617354.0	2746135.0	2741365.0					
201947010901	ダ	右	1400	晴	良	11:00	サラ系C20組		2019-1-9	17	笠松	2	(馬齢)		3.0	620.0	4.0	3.0	130	3.0	9.0	130	4.0	5.0	110.0	1.0	3-9	870.0	4.0	3-9	230	4.0	3-5	300	6.0	5-9	210	3.0	3=>9	2020.0	9.0	3-5-9	720.0	3.0	3=>9=>5	5120.0	23.0		14923856107.0	4,1,9,3,2,8,5,6,10-7	3,9,4,1,2,5,8,6,10=7			3-8	1320.0	5.0
201947010902	ダ	右	1400	晴	良	11:30	サラ系C19組		2019-1-9	17	笠松	2	(馬齢)		10.0	230.0	2.0	10.0	100	2.0	6.0	150	4.0	7.0	100.0	1.0	6-10	3390.0	5.0	6-10	410	4.0	7-10	160	3.0	6-7	480	5.0	10=>6	3560.0	8.0	6-7-10	680.0	2.0	10=>6=>7	9930.0	21.0		71034628591.0	10,6,7,3,4,8,2,5-9,1	10,6,7-3,8,4,2,5,9-1			6-8	1800.0	4.0
201947010903	ダ	右	1400	晴	良	12:00	サラ系C18組		2019-1-9	17	笠松	2	(馬齢)		8.0	190.0	2.0	8.0	100	1.0	4.0	100	2.0	3.0	100.0	3.0	4-8	130.0	1.0	4-8	100	1.0	3-8	110	3.0	3-4	100	2.0	8=>4	160.0	1.0	3-4-8	110.0	1.0	8=>4=>3	210.0	1.0		378256491.0	8,4,3,7,2,6-5,9,1	8,4,3-2,7,6,9,5,1			4-8	120.0	1.0
201947010904	ダ	右	1400	晴	良	12:30	サラ系C17組		2019-1-9	17	笠松	2	(馬齢)		3.0	210.0	2.0	3.0	100	1.0	6.0	100	2.0	8.0	940.0	6.0	3-6	210.0	1.0	3-6	140	1.0	3-8	4,860	17.0	6-8	6,710	21.0	3=>6	330.0	1.0	3-6-8	13880.0	19.0	3=>6=>8	34000.0	62.0		362418759.0	3,6,4,2-1,8-5,7,9	3,6,4,2,8,1,5-7,9			3-6	250.0	1.0
201947010905	ダ	右	1400	晴	良	13:00	サラ系C16組		2019-1-9	17	笠松	2	(馬齢)		2.0	150.0	1.0	2.0	150	2.0	7.0	770	7.0	5.0	420.0	6.0	2-7	2860.0	8.0	2-7	640	7.0	2-5	870	9.0	5-7	4,630	20.0	2=>7	3200.0	9.0	2-5-7	10480.0	20.0	2=>7=>5	22370.0	51.0		25197310846.0	25817931064.0	25871103964.0			2-7	240.0	2.0
201947010906	ダ	右	1400	晴	良	13:35	パンジー賞		2019-1-9	17	笠松	2	(馬齢)		8.0	200.0	1.0	8.0	120	1.0	6.0	130	2.0	7.0	130.0	3.0	6-8	240.0	1.0	6-8	140	2.0	7-8	140	1.0	6-7	160	3.0	8=>6	480.0	2.0	6-7-8	290.0	1.0	8=>6=>7	900.0	2.0		2,6,8,7,4,9,5,3-1	8,6,7-2,4,5,9,3,1	8,6,7-4,2,5-3,9,1			6-8	170.0	1.0
201947010907	ダ	右	1400	晴	良	14:10	ガーネット特別 		2019-1-9	17	笠松	2	(馬齢)		8.0	230.0	1.0	8.0	130	1.0	1.0	370	6.0	7.0	150.0	3.0	1-8	4580.0	8.0	1-8	980	9.0	7-8	230	2.0	1-7	1,240	12.0	8=>1	5470.0	14.0	1-7-8	2990.0	7.0	8=>1=>7	16740.0	45.0		873194265	871624953	8,1,7,6,2,5,4,9-3			1-8	3750.0	7.0
201947010908	ダ	右	1400	晴	良	14:45	若竹賞		2019-1-9	17	笠松	2	(馬齢)		4.0	140.0	1.0	4.0	110	1.0	2.0	150	2.0				2-4	200.0	1.0	2-4	130	1.0	1-4	130	2.0	1-2	170	3.0	4=>2	310.0	2.0	1-2-4	210.0	1.0	4=>2=>1	610.0	2.0		3451627.0	3456217.0	4325617.0					
201947010909	ダ	右	1400	晴	良	15:20	若松特別 		2019-1-9	17	笠松	2	(馬齢)		6.0	100.0	1.0	6.0	100	1.0	2.0	130	2.0				2-6	210.0	1.0	2-6	130	2.0	3-6	120	1.0	2-3	210	5.0	6=>2	250.0	2.0	2-3-6	230.0	1.0	6=>2=>3	350.0	1.0		456321.0	456231.0	564321.0					
201947011001	ダ	右	1400	曇	良	11:00	サラ系3歳5組		2019-1-10	17	笠松	3	(馬齢)		9.0	3170.0	7.0	9.0	790	7.0	1.0	240	4.0	6.0	3,640	8.0	1-9	9150.0	20.0	1-9	2,270	18.0	6-9	16,510	31.0	1-6	10,610	28.0	9=>1	17070.0	37.0	1-6-9	59490.0	56.0	9=>1=>6	1168970.0	387.0		1,9,4,5,8,7,(3,6),2	198752643	198752634			1-8	850.0	4.0
201947011002	ダ	右	1400	曇	良	11:30	サラ系3歳4組		2019-1-10	17	笠松	3	(馬齢)		9.0	110.0	1.0	9.0	100	1.0	5.0	130	3.0	1.0	100	2.0	5-9	380.0	2.0	5-9	140	2.0	1-9	100	1.0	1-5	230	4.0	9=>5	470.0	2.0	1-5-9	240.0	1.0	9=>5=>1	690.0	2.0		459167238.0	459176283.0	954172683.0			5-8	510.0	2.0
201947011003	ダ	右	1400	曇	良	12:00	サラ系3歳3組		2019-1-10	17	笠松	3	(馬齢)		3.0	390.0	2.0	3.0	120	3.0	7.0	100	1.0	4.0	120	2.0	3-7	150.0	1.0	3-7	110	1.0	3-4	330	6.0	4-7	230	4.0	3=>7	930.0	4.0	3-4-7	430.0	2.0	3=>7=>4	4070.0	12.0		23141076598.0	34721105968.0	37412510698.0			3-7	160.0	1.0
201947011004	ダ	右	1400	曇	良	12:30	サラ系C13組		2019-1-10	17	笠松	3	(馬齢)		7.0	140.0	1.0	7.0	100	1.0	9.0	110	3.0	5.0	100	2.0	7-9	360.0	2.0	7-9	140	2.0	5-7	130	1.0	5-9	210	4.0	7=>9	590.0	3.0	5-7-9	260.0	1.0	7=>9=>5	1360.0	4.0		471935286.0	975421386.0	975243186.0			7-8	440.0	2.0
201947011005	ダ	右	1400	曇	良	13:00	サラ系C12組		2019-1-10	17	笠松	3	(馬齢)		8.0	100.0	1.0	8.0	110	1.0	7.0	170	4.0	4.0	260	5.0	7-8	300.0	2.0	7-8	160	2.0	4-8	320	4.0	4-7	720	9.0	8=>7	270.0	1.0	4-7-8	790.0	4.0	8=>7=>4	1700.0	8.0		578641923	8,5,7,6-4,1,9,2,3	8-7,6,5,4,9,1,2,3			7-8	270.0	1.0
201947011006	ダ	右	1400	曇	良	13:35	サラ系C11組		2019-1-10	17	笠松	3	(馬齢)		8.0	170.0	1.0	8.0	100	1.0	1.0	150	4.0	5.0	120	3.0	1-8	860.0	4.0	1-8	270	4.0	5-8	210	3.0	1-5	280	5.0	8=>1	1260.0	7.0	1-5-8	680.0	3.0	8=>1=>5	2750.0	11.0		45831091672	4,5,8-3,10,1-9,7,6,2	58413106792			1-7	870.0	4.0
201947011007	ダ	右	1400	曇	良	14:10	サラ系C10組		2019-1-10	17	笠松	3	(馬齢)		10.0	100.0	1.0	10.0	100	1.0	8.0	600	7.0	3.0	160	3.0	8-10	1660.0	7.0	8-10	820	10.0	3-10	160	1.0	3-8	2,140	18.0	10=>8	2360.0	7.0	3-8-10	4050.0	13.0	10=>8=>3	10250.0	31.0		91048715236.0	10984571236.0	10985741236.0			7-8	1620.0	5.0
201947011008	ダ	右	1600	曇	良	14:45	サラ系C9組		2019-1-10	17	笠松	3	(馬齢)		1.0	270.0	2.0	1.0	120	2.0	6.0	190	3.0	5.0	360	6.0	1-6	850.0	4.0	1-6	250	2.0	1-5	600	9.0	5-6	1,100	15.0	1=>6	1420.0	5.0	1-5-6	3000.0	13.0	1=>6=>5	10180.0	38.0		167459283.0	164759823.0	164759832.0			1-6	1010.0	4.0
201947011009	ダ	右	1400	曇	良	15:20	サラ系B6組		2019-1-10	17	笠松	3	(馬齢)		8.0	270.0	2.0	8.0	130	2.0	7.0	110	1.0	3.0	170	4.0	7-8	230.0	1.0	7-8	160	1.0	3-8	540	9.0	3-7	430	6.0	8=>7	350.0	1.0	3-7-8	1030.0	4.0	8=>7=>3	3240.0	9.0		685973421.0	867392541.0	873692541.0			7-8	220.0	1.0
201947011010	ダ	右	1400	曇	良	15:55	白銀争覇	G	2019-1-10	17	笠松	3	(別定)		3.0	260.0	1.0	3.0	100	1.0	10.0	120	2.0	8.0	160	3.0	3-10	540.0	1.0	3-10	190	2.0	3-8	150	1.0	8-10	330	3.0	3=>10	720.0	1.0	3-8-10	850.0	1.0	3=>10=>8	4220.0	4.0		43892710156.0	43891076521.0	38410976521.0			3-8	310.0	1.0
201947011011	ダ	右	1600	曇	良	16:30	松竹梅賞		2019-1-10	17	笠松	3	(馬齢)		9.0	340.0	2.0	9.0	130	2.0	5.0	110	1.0	4.0	230	6.0	5-9	230.0	1.0	5-9	140	1.0	4-9	900	12.0	4-5	520	8.0	9=>5	880.0	4.0	4-5-9	1100.0	4.0	9=>5=>4	7630.0	23.0		762498513.0	764259183.0	674295183.0			5-8	260.0	1.0
201947011101	ダ	右	800	晴	良	10:40	サラ系3歳7組		2019-1-11	17	笠松	4	(馬齢)		2.0	1310.0	5.0	2.0	460	5.0	7.0	170	2.0				2-7	1130.0	5.0	2-7	380	5.0	1-2	540	9.0	1-7	300	4.0	2=>7	2680.0	11.0	1-2-7	1860.0	8.0	2=>7=>1	11880.0	46.0				2376145.0					
201947011102	ダ	右	1400	晴	良	11:10	サラ系3歳6組		2019-1-11	17	笠松	4	(馬齢)		8.0	190.0	1.0	8.0	100	1.0	2.0	110	2.0	3.0	150	4.0	2-8	290.0	2.0	2-8	150	2.0	3-8	200	3.0	2-3	290	5.0	8=>2	480.0	2.0	2-3-8	540.0	3.0	8=>2=>3	1680.0	4.0		78642351.0	87623415.0	82637145.0					
