	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201954010101	ダ	右	1300	晴	重	13:00	C3ー18		2019-1-1	13	高知	1	(見込)		2	210	1	2	110	1	1	110	3	3.0	110	2.0	1-2	310	1	1-2	120	1	2-3	170	3	1-3	160	2	2=>1	520	1	1-2-3	440	2	2=>1=>3	1430	4	67183245	61738245	6,(1,3),2,8,(4,7),5	2,1,3,6-8,4,7,5					
201954010102	ダ	右	1300	晴	重	13:30	C3ー17		2019-1-1	13	高知	1	(見込)		6	200	2	6	100	1	7	100	2	2.0	140	3.0	6-7	110	1	6-7	120	1	2-6	160	3	2-7	150	2	6=>7	280	2	2-6-7	200	1	6=>7=>2	680	3	6,7,(2,8),3,9,4,5	6,7,2,8,3-9,5,4	6,7,2,8,3-9,5,4	67283954			6-7	100.0	1.0
201954010103	ダ	右	1300	晴	重	14:00	C3ー16		2019-1-1	13	高知	1	(見込)		2	200	1	2	100	1	1	110	3	6.0	100	2.0	1-2	380	3	1-2	120	2	2-6	120	1	1-6	140	3	2=>1	630	1	1-2-6	260	1	2=>1=>6	1320	2	246198357	241689375	2,4,1,6,8,9-3,7,5	216894753			1-2	410.0	3.0
201954010104	ダ	右	1300	晴	重	14:30	C3ー15		2019-1-1	13	高知	1	(見込)		7	180	1	7	110	2	9	150	5	5.0	100	1.0	7-9	950	5	7-9	300	6	5-7	150	1	5-9	320	7	7=>9	1700	6	5-7-9	570	3	7=>9=>5	3380	10	79183546	79138456	7,9,1,4,(3,6),5,8	79146358			7-8	1230.0	6.0
201954010105	ダ	右	1300	晴	重	15:00	祝実・真衣結婚特別		2019-1-1	13	高知	1	(見込)		2	1150	3	2	100	3	6	100	2	8.0	100	1.0	2-6	1080	4	2-6	220	5	2-8	190	2	6-8	100	1	2=>6	3710	9	2-6-8	190	1	2=>6=>8	6210	17	27863145	27683415	2,6,8,7-3,4,1,5	26874513					
201954010106	ダ	右	1300	晴	重	15:35	七福神特別		2019-1-1	13	高知	1	(見込)		2	1160	4	2	200	4	7	130	2	3.0	240	5.0	2-7	750	2	2-7	310	3	2-3	980	13	3-7	410	6	2=>7	3490	12	2-3-7	2670	9	2=>7=>3	22080	72	38941672105	31894762105	3,(1,7),8,9,4,2,6-10,5	27384619105			2-7	490.0	2.0
201954010107	ダ	右	1400	晴	重	16:10	破魔矢特別		2019-1-1	13	高知	1	(見込)		1	230	1	1	150	1	4	250	6	12.0	830	9.0	1-4	860	1	1-4	330	2	1-12	1,630	22	4-12	2,290	26	1=>4	1680	2	1-4-12	8340	30	1=>4=>12	28710	101	141267231058119	141210762531189	112451026731189	112451023769811			1-4	1080.0	3.0
201954010108	ダ	右	1400	晴	重	16:45	初夢特別 		2019-1-1	13	高知	1	(見込)		12	1340	5	12	230	3	1	240	4	7.0	610	6.0	1-12	7140	17	1-12	960	9	7-12	2,970	24	1-7	2,190	16	12=>1	15240	28	1-7-12	14910	38	12=>1=>7	180060	282	3,9,5,11,4,8,1,6,7,12,2-10	3,(5,9),11,4,8,1,2,7,6,12-10	3,9,5,11,4,1,8,7,2,12,6-10	931114712582610			1-8	4670.0	9.0
201954010109	ダ	右	1300	晴	重	17:20	梶原哲朗お正月特別		2019-1-1	13	高知	1	(見込)		5	130	1	5	100	1	1	100	2	9.0	110	3.0	1-5	150	1	1-5	100	1	5-9	110	2	1-9	130	3	5=>1	270	1	1-5-9	130	1	5=>1=>9	330	1	5,8,(1,9),4,2,3,7,6	5,8,(1,9),4-2,3,7,6	5,(1,8),9,4-2,3,6,7	5,1,8,9-4,6,2,7,3			1-5	210.0	1.0
201954010110	ダ	右	1400	晴	重	18:10	Bー2		2019-1-1	13	高知	1	(見込)		1	1200	5	1	360	6	6	170	2	10.0	1,170	9.0	1-6	1850	8	1-6	650	9	1-10	7,670	40	6-10	4,070	27	1=>6	4370	19	1-6-10	24820	55	1=>6=>10	164470	313	162113751248910	162731181245109	1,6,2,(3,11,7),8,12,10,5,4-9	1,2,6,11,8,10,7,3,12,5-4,9			1-5	1330.0	4.0
