	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201935051201	ダ	左	1200	晴	良	12:00	ともに翔ける2019		2019-5-12	1	盛岡	1			7.0	200.0	1.0	7.0	100.0	1.0	6.0	140	3.0	1.0	210	5.0	6-7	410.0	1.0	6-7	250	2.0	1-7	310	3.0	1-6	450	8.0	7=>6	630.0	1.0	1-6-7	1030.0	4.0	7=>6=>1	2590.0	3.0			76825413.0	76285413.0					
201935051202	ダ	左	1200	晴	良	12:30	C2十六組		2019-5-12	1	盛岡	1			3.0	180.0	1.0	3.0	100.0	1.0	7.0	180	5.0	5.0	130	2.0	3-7	1190.0	4.0	3-7	440	5.0	3-5	270	3.0	5-7	750	12.0	3=>7	1740.0	6.0	3-5-7	1410.0	6.0	3=>7=>5	6610.0	18.0			53781624.0	53781642.0					
201935051203	ダ	左	1200	晴	良	13:05	C2十五組		2019-5-12	1	盛岡	1			3.0	960.0	3.0	3.0	250.0	5.0	7.0	340	7.0	5.0	150	2.0	3-7	3580.0	15.0	3-7	960	17.0	3-5	260	2.0	5-7	500	6.0	3=>7	7940.0	29.0	3-5-7	2290.0	11.0	3=>7=>5	32850.0	121.0			35762418.0	37562418.0					
201935051204	ダ	左	1200	晴	良	13:40	C2十四組		2019-5-12	1	盛岡	1			8.0	220.0	1.0	8.0	160.0	2.0	7.0	250	5.0	9.0	650	9.0	7-8	1470.0	6.0	7-8	610	7.0	8-9	830	14.0	7-9	4,010	35.0	8=>7	1810.0	5.0	7-8-9	7460.0	37.0	8=>7=>9	18210.0	66.0			178596234.0	(1,8,6),7,9,5,4,3,2			7-8	1440.0	6.0
201935051205	ダ	左	1200	晴	良	14:15	いわて山形村短角牛賞		2019-5-12	1	盛岡	1			6.0	1330.0	6.0	6.0	310.0	7.0	5.0	120	1.0	4.0	220	6.0	5-6	1600.0	6.0	5-6	480	5.0	4-6	1,100	18.0	4-5	360	4.0	6=>5	5470.0	19.0	4-5-6	3170.0	14.0	6=>5=>4	28310.0	100.0			564971832.0	564971832.0			5-6	1770.0	9.0
201935051206	ダ	左	1200	晴	良	14:50	C2十二組		2019-5-12	1	盛岡	1			8.0	390.0	2.0	8.0	160.0	3.0	7.0	330	6.0	2.0	100	1.0	7-8	1990.0	11.0	7-8	770	12.0	2-8	420	6.0	2-7	690	11.0	8=>7	2670.0	18.0	2-7-8	2990.0	12.0	8=>7=>2	13230.0	63.0			(1,9),3,8,6,5,7,2,4	193867254			7-8	2200.0	11.0
201935051207	ダ	左	1200	晴	良	15:30	C2十一組		2019-5-12	1	盛岡	1			5.0	2850.0	8.0	5.0	780.0	8.0	4.0	270	4.0	6.0	150	1.0	4-5	24320.0	33.0	4-5	5,480	35.0	5-6	2,730	25.0	4-6	760	9.0	5=>4	69150.0	67.0	4-5-6	18050.0	46.0	5=>4=>6	566400.0	483.0			(1,5),(6,9,10),(3,4),2,8,7	51649231078			4-5	9160.0	20.0
201935051208	ダ	左	1600	晴	良	16:10	B1三組		2019-5-12	1	盛岡	1			6.0	240.0	1.0	6.0	110.0	1.0	7.0	130	2.0	4.0	140	3.0	6-7	460.0	1.0	6-7	160	1.0	4-6	190	2.0	4-7	370	7.0	6=>7	710.0	1.0	4-6-7	710.0	3.0	6=>7=>4	2100.0	3.0			46837125.0	46782351.0					
201935051209	ダ	左	1200	晴	良	16:50	南関東ジョッキーズフ 		2019-5-12	1	盛岡	1	(定量)		6.0	330.0	2.0	6.0	180.0	2.0	13.0	590	8.0	10.0	450	6.0	6-13	2870.0	10.0	6-13	1,260	14.0	6-10	970	10.0	10-13	4,030	37.0	6=>13	4570.0	17.0	6-10-13	13800.0	44.0	6=>13=>10	49060.0	144.0			9.136113825101441e+18	9.136311510824714e+18			4-8	2180.0	9.0
201935051210	芝	左	1600	晴	良	17:30	南関東ジョッキーズフ 		2019-5-12	1	盛岡	1	(定量)		2.0	360.0	1.0	2.0	170.0	1.0	8.0	360	6.0	6.0	1,150	13.0	2-8	3100.0	12.0	2-8	1,330	14.0	2-6	3,410	40.0	6-8	6,560	64.0	2=>8	5320.0	19.0	2-6-8	29760.0	113.0	2=>8=>6	106200.0	342.0	8,3,(2,6),13,(1,7),(12,14),5,11,10,9,4	8,3,2,6,(1,13),7,(5,14),12,10,11,9,4	8326113751214119104	8236137112511910144			2-5	1140.0	1.0
201935051211	芝	左	1600	晴	良	18:05	はまなす賞 		2019-5-12	1	盛岡	1	(別定)		1.0	370.0	3.0	1.0	140.0	1.0	4.0	200	4.0	8.0	210	5.0	1-4	1330.0	6.0	1-4	390	4.0	1-8	470	7.0	4-8	930	11.0	1=>4	2070.0	7.0	1-4-8	2670.0	8.0	1=>4=>8	6800.0	22.0	358164291011	358412610911	358146109211	851310462911			1-4	1020.0	5.0
201935051301	ダ	左	1200	晴	良	11:50	C2十組		2019-5-13	1	盛岡	2			4.0	3500.0	5.0	4.0	720.0	5.0	6.0	140	1.0				4-6	2490.0	6.0	4-6	730	6.0	3-4	5,960	20.0	3-6	1,430	13.0	4=>6	9120.0	18.0	3-4-6	14910.0	24.0	4=>6=>3	147090.0	148.0			4672351.0	4627351.0					
201935051302	ダ	左	1200	晴	良	12:20	C2九組		2019-5-13	1	盛岡	2			5.0	150.0	1.0	5.0	100.0	1.0	6.0	140	2.0				5-6	390.0	2.0	5-6	190	2.0	4-5	310	5.0	4-6	510	8.0	5=>6	490.0	2.0	4-5-6	1070.0	4.0	5=>6=>4	2600.0	6.0			5716423.0	5764123.0					
201935051303	ダ	左	1200	晴	良	12:50	C2八組		2019-5-13	1	盛岡	2			4.0	4300.0	8.0	4.0	450.0	8.0	8.0	150	2.0	5.0	110	1.0	4-8	2610.0	10.0	4-8	1,730	17.0	4-5	1,180	14.0	5-8	230	2.0	4=>8	18570.0	39.0	4-5-8	2290.0	9.0	4=>8=>5	43720.0	121.0			(6,7),8,1,3,5,4-2	76815342					
