	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201946031701	ダ	右	1500	雨	不良	11:00	C29		2019-3-17	21	金沢	1	(定量)		8	420	2	8	130	3	5	110	1	6.0	200.0	4.0	5-8	190.0	1.0	5-8	250	1	5-8	160	1	6-8	440	6	5-6	230	3	8=>5	840.0	3.0	8=>5	550	3	5-6-8	750	3	8=>5=>6	3870	13	8,3,5,7,6,9,2,(1,4)	853769421	853679412	8,5,3,6-9,(4,7),1=2		
201946031702	ダ	右	1400	雨	不良	11:35	C28		2019-3-17	21	金沢	1	(定量)		10	110	1	10	100	1	9	110	2	8.0	200.0	5.0	8-8	300.0	1.0	9-10	250	1	9-10	170	1	8-10	210	2	8-9	330	6	8=>8	400.0	1.0	10=>9	330	1	8-9-10	630	2	10=>9=>8	1080	1	(10,9),4,6,8,7,3,2,1,5	9,10,6,4,8,7-3,1,2,5	9,10,6,8,4,7-1,3,2,5	9,10,6,8,4,7,3,1,2=5		
201946031703	ダ	右	1500	雨	不良	12:10	C27		2019-3-17	21	金沢	1	(定量)		9	260	1	9	140	1	7	530	5	4.0	600.0	6.0	7-8	520.0	3.0	7-9	3650	7	7-9	1,170	11	4-9	1,600	12	4-7	3,550	19	8=>7	860.0	3.0	9=>7	4140	13	4-7-9	32190	36	9=>7=>4	109980	126	9,10,8,(5,7),6,4,2,1,3	9,10,8,7,5,6-4,2,1,3	91075864213	9-5,7,10,8,6,4,2,1,3		
201946031704	ダ	右	1400	曇	不良	12:45	C26		2019-3-17	21	金沢	1	(定量)		1	660	5	1	170	3	4	230	4	9.0	570.0	7.0	1-4	1010.0	7.0	1-4	1130	6	1-4	390	5	1-9	1,210	15	4-9	890	12	1=>4	1680.0	10.0	1=>4	2100	12	1-4-9	4810	15	1=>4=>9	27200	86	4,8,9,1,(6,10),2,7,5-3	4,8,9,(1,10),6,2,7,5-3	4,8,(1,9,10),7,6,2,5=3	4,1,9,(6,10),8,7,5,2=3		
201946031705	ダ	右	1500	曇	不良	13:20	C25		2019-3-17	21	金沢	1	(定量)		4	200	1	4	110	1	10	130	2	8.0	190.0	4.0	4-8	560.0	3.0	4-10	360	1	4-10	240	2	4-8	280	3	8-10	430	6	4=>8	700.0	2.0	4=>10	680	2	4-8-10	780	2	4=>10=>8	2610	5	4,7,10,(1,8),9,2,6,5,3	4,7,10,(1,8),9,2,6,5-3	4,10,(1,7,8),9,2,6,5=3	4,10,8,9,(1,2),7,6,5=3		
201946031706	ダ	右	1400	曇	不良	13:55	3歳A　3		2019-3-17	21	金沢	1	(定量)		11	200	1	11	140	2	3	460	5	7.0	570.0	6.0	3-8	1180.0	5.0	3-11	1660	5	3-11	820	9	7-11	610	6	3-7	1,450	17	8=>3	2590.0	9.0	11=>3	2780	11	3-7-11	9380	29	11=>3=>7	27600	87	1175108426319	1175108426319	11,7,(5,8,10),4,2,6,(1,3),9	11,7,(5,10),8,3,(4,1),2,6,9		
201946031707	ダ	右	1500	曇	不良	14:30	3歳A　2		2019-3-17	21	金沢	1	(定量)		3	110	1	3	110	1	2	130	3	9.0	270.0	5.0	2-3	280.0	2.0	2-3	190	1	2-3	220	2	3-9	510	5	2-9	970	11	3=>2	240.0	1.0	3=>2	280	1	2-3-9	890	4	3=>2=>9	1730	4	7,4,3,10,2,8-1,6,9,5	7,4,3,2,10,8,(1,6),(5,9)	73428610195	32781694105		
201946031708	ダ	右	1500	曇	不良	15:05	中平和宏さんバースデ		2019-3-17	21	金沢	1	(定量)		9	120	1	9	120	1	6	310	7	8.0	190.0	3.0	6-8	720.0	5.0	6-9	870	5	6-9	290	4	8-9	200	1	6-8	810	14	8=>6	1140.0	5.0	9=>6	820	4	6-8-9	1180	3	9=>6=>8	3420	10	7,4,9,2,6,1,(5,8),3	749261583	796142853	967281543		
201946031709	ダ	右	1400	曇	不良	16:15	待ってました!金沢競		2019-3-17	21	金沢	1	(定量)		10	370	1	10	170	3	8	170	2	3.0	250.0	6.0	7-8	1040.0	4.0	8-10	1000	4	8-10	340	2	3-10	540	8	3-8	830	15	8=>7	1760.0	7.0	10=>8	1980	7	3-8-10	2230	10	10=>8=>3	9810	30	6,10,1,(4,8),9,3,5,11,7,2	6,10,1,8,(4,9),3-5,11,7,2	6109841351172	10,(6,8),(4,3,9),1,5,11,2,7		
201946031710	ダ	右	1500	曇	不良	16:50	準重賞若駒賞 		2019-3-17	21	金沢	1	(別定)		11	340	2	11	100	1	1	130	3	5.0	160.0	4.0	1-8	1170.0	5.0	1-11	1190	4	1-11	250	3	5-11	290	5	1-5	460	6	8=>1	1940.0	5.0	11=>1	1820	5	1-5-11	1340	4	11=>1=>5	6040	16	6,11,4,1,(8,5),2,(3,7),(9,10)	6114153781029	6471151310982	6,11,7,(1,5),4,(3,10),9,2,8		
