	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201148010201	ダ	右	800	晴	稍重	10:50	サラC13組		2011-1-2	21	名古屋	3	(定量)		3.0	130.0	1.0	3.0	100.0	1.0	4.0	230.0	3.0	3-4	270.0	2.0	3=>4	350.0	2.0	3-4-5	150.0	1.0	3=>4=>5	500.0	2.0				3674512.0																				
201148010202	ダ	右	1400	晴	稍重	11:20	サラC12組		2011-1-2	21	名古屋	3	(定量)		3.0	210.0	2.0	3.0	110.0	2.0	6.0	100.0	1.0	3-6	110.0	1.0	3=>6	160.0	1.0	3-4-6	420.0	2.0	3=>6=>4	780.0	3.0		3621475.0	3,6-1,2,4,7-5	3,6-1,4,2,7-5																				
201148010301	ダ	右	800	晴	良	10:40	ミノルとユキ結婚記念		2011-1-3	21	名古屋	4	(定量)		1.0	110.0	1.0	1.0	100.0	1.0	7.0	150.0	4.0	1-7	630.0	2.0	1=>7	840.0	4.0	1-7-8	370.0	1.0	1=>7=>8	1570.0	6.0				1,7,8,6,5,4,3-2			8.0	100.0	2.0															
201148010302	ダ	右	1400	晴	良	11:10	サラC8組		2011-1-3	21	名古屋	4	(定量)		3.0	250.0	2.0	3.0	120.0	2.0	6.0	120.0	3.0	3-6	210.0	1.0	3=>6	370.0	1.0	1-3-6	430.0	2.0	3=>6=>1	1250.0	3.0		63751284.0	63751284	6,3,7,(1,5),(2,8),4			1.0	170.0	4.0															
201148010303	ダ	右	1400	晴	良	11:40	サラC7組		2011-1-3	21	名古屋	4	(定量)		2.0	670.0	3.0	2.0	140.0	3.0	1.0	150.0	4.0	1-2	1230.0	4.0	2=>1	2670.0	8.0	1-2-7	250.0	2.0	2=>1=>7	4470.0	15.0		47862135.0	4,7,1,2,8,6,3-5	4,7,1,2-8-6,3-5			7.0	100.0	1.0															
201148010304	ダ	右	1400	晴	良	12:10	サラC6組		2011-1-3	21	名古屋	4	(定量)		3.0	150.0	1.0	3.0	100.0	1.0	1.0	390.0	7.0	1-3	2300.0	7.0	3=>1	2990.0	9.0	1-3-6	2520.0	8.0	3=>1=>6	13240.0	37.0		36182574.0	36182574.0	36158724.0			6.0	120.0	2.0															
201148010305	ダ	右	1400	晴	良	12:50	サラ3歳4組		2011-1-3	21	名古屋	4	(定量)		4.0	230.0	1.0	4.0	100.0	2.0	2.0	140.0	4.0	2-4	1290.0	7.0	4=>2	1700.0	8.0	2-4-8	490.0	3.0	4=>2=>8	5170.0	20.0		78423615.0	78423615.0	78423615.0			8.0	100.0	1.0															
201148010306	ダ	右	1400	晴	良	13:20	愛知県馬主協会三河支		2011-1-3	21	名古屋	4	(定量)		3.0	1690.0	5.0	3.0	300.0	6.0	6.0	120.0	1.0	3-6	1110.0	5.0	3=>6	4760.0	14.0	3-6-8	1850.0	6.0	3=>6=>8	19070.0	44.0		379856421.0	3,7,(8,9),6,5,4,2,1	389764512			8.0	150.0	3.0	3-6	1650.0	5.0	3=>6	6120.0	14.0									
201148010307	ダ	右	1300	晴	良	13:55	サラC5組		2011-1-3	21	名古屋	4	(定量)		8.0	110.0	1.0	8.0	120.0	2.0	6.0	110.0	1.0	6-8	140.0	1.0	8=>6	200.0	1.0	5-6-8	160.0	1.0	8=>6=>5	340.0	1.0		68514723.0	6,8,5,1-4,7,2,3	6,8,5-1,4,7,3,2			5.0	120.0	2.0															
201148010308	ダ	右	1400	晴	良	14:25	サラC4組		2011-1-3	21	名古屋	4	(定量)		4.0	490.0	3.0	4.0	100.0	1.0	2.0	110.0	2.0	2-4	220.0	1.0	4=>2	840.0	3.0	2-4-6	800.0	2.0	4=>2=>6	2800.0	9.0		4,2,9,8-6,5,7,3,1	4,2,9,8-6,5,7,3,1	4,2-8,9,6,5,7,3,1			6.0	180.0	4.0	2-4	180.0	1.0	4=>2	610.0	3.0									
201148010309	ダ	右	1600	晴	良	15:00	松竹梅特別 		2011-1-3	21	名古屋	4	(定量)		9.0	540.0	3.0	9.0	170.0	3.0	10.0	250.0	4.0	9-10	1520.0	7.0	9=>10	3200.0	13.0	1-9-10	14270.0	32.0	9=>10=>1	59550.0	127.0		1,5,9,10,8,4,6,7,3-2	1,5,9,10,8,4,6,7,3-2	5,1,9,10,4,6,8,3,7-2			1.0	460.0	6.0	8-8	1770.0	5.0	8=>8	1690.0	7.0									
201148010310	ダ	右	1800	晴	良	15:35	名古屋LJケンタウロ 		2011-1-3	21	名古屋	4			4.0	1200.0	6.0	4.0	640.0	8.0	9.0	250.0	5.0	4-9	17290.0	39.0	4=>9	44570.0	69.0	1-4-9	18330.0	53.0	4=>9=>1	200900.0	375.0		236110548127911.0	236110485971211.0	236141089571112.0			1.0	200.0	3.0	4-7	2310.0	10.0	4=>7	8280.0	31.0									
201148010311	ダ	右	1400	晴	良	16:25	初春特別 		2011-1-3	21	名古屋	4	(定量)		10.0	360.0	3.0	10.0	150.0	3.0	3.0	130.0	1.0	3-10	420.0	2.0	10=>3	870.0	5.0	3-10-11	6020.0	13.0	10=>3=>11	25290.0	59.0		136212410118975	1,3,6,12,2,10,11,4,8,9-7,5	1,3,6,10,11,12,9,2,4,8-5,7			11.0	590.0	8.0	3-7	320.0	2.0	7=>3	690.0	4.0									
201148010401	ダ	右	1400	晴	良	10:40	サラ3歳9組		2011-1-4	21	名古屋	5	(定量)		8.0	160.0	1.0	8.0	100.0	1.0	6.0	150.0	4.0	6-8	860.0	2.0	8=>6	1130.0	3.0	6-7-8	310.0	1.0	8=>6=>7	2020.0	6.0		87614532	8,7,6,1-4,3,5,2	8,7,6,1-3,5,4,2			7.0	130.0	2.0															
201148010402	ダ	右	1400	晴	良	11:10	サラ3歳8組		2011-1-4	21	名古屋	5	(定量)		3.0	200.0	2.0	3.0	110.0	2.0	2.0	100.0	1.0	2-3	130.0	1.0	3=>2	270.0	2.0	2-3-8	1680.0	4.0	3=>2=>8	2500.0	9.0		2,3-5,8-4,6,7,1,9	2,3,8,5,4,6,1,7-9	2,3-8,5,4,1,6,7-9			8.0	260.0	5.0	2-3	150.0	1.0	3=>2	330.0	2.0									
201148010403	ダ	右	1400	晴	良	11:40	サラ3歳7組		2011-1-4	21	名古屋	5	(定量)		2.0	140.0	1.0	2.0	100.0	1.0	9.0	130.0	2.0	2-9	250.0	1.0	2=>9	290.0	1.0	2-4-9	900.0	2.0	2=>9=>4	2010.0	4.0		925473168	925473168	9,2,5-4,7,6,1,3,8			4.0	220.0	5.0	2-8	280.0	2.0	2=>8	280.0	1.0									
201148010404	ダ	右	1400	晴	良	12:15	サラC3組		2011-1-4	21	名古屋	5	(定量)		3.0	270.0	2.0	3.0	100.0	2.0	2.0	100.0	1.0	2-3	120.0	1.0	3=>2	420.0	2.0	1-2-3	210.0	1.0	3=>2=>1	650.0	2.0		362154.0	326154.0	321564.0																				
201148010405	ダ	右	800	晴	良	12:50	サラ3歳6組		2011-1-4	21	名古屋	5	(定量)		7.0	440.0	2.0	7.0	150.0	2.0	1.0	120.0	1.0	1-7	320.0	1.0	7=>1	1050.0	4.0	1-6-7	2400.0	10.0	7=>1=>6	14850.0	46.0				1,4,7,2,6,9-5,8,3			6.0	340.0	8.0	1-7	350.0	1.0	7=>1	1280.0	5.0									
201148010406	ダ	右	1400	晴	良	13:25	サラC2組		2011-1-4	21	名古屋	5	(定量)		7.0	140.0	1.0	7.0	110.0	1.0	4.0	130.0	2.0	4-7	170.0	1.0	7=>4	240.0	1.0	3-4-7	160.0	1.0	7=>4=>3	340.0	1.0		4,7,1,2,3,6-5	4,7,1,2,3,6-5	7423156																				
201148010407	ダ	右	1600	晴	良	14:00	系統豚シンボルマーク		2011-1-4	21	名古屋	5	(定量)		4.0	110.0	1.0	4.0	110.0	1.0	6.0	210.0	4.0	4-6	700.0	4.0	4=>6	840.0	6.0	4-6-8	1380.0	8.0	4=>6=>8	3500.0	17.0		35478261109.0	34567281019.0	34675289101.0			8.0	220.0	5.0	4-6	900.0	4.0	4=>6	900.0	4.0									
201148010408	ダ	右	1400	晴	良	14:35	駿祐1歳お誕生日おめ		2011-1-4	21	名古屋	5	(定量)		4.0	640.0	3.0	4.0	270.0	4.0	8.0	180.0	3.0	4-8	900.0	4.0	4=>8	1900.0	8.0	4-6-8	3970.0	12.0	4=>8=>6	24630.0	61.0		34865102719.0	34861052179.0	43861027195.0			6.0	660.0	7.0	4-7	950.0	5.0	4=>7	2980.0	13.0									
201148010409	ダ	右	1600	晴	良	15:10	千両特別 		2011-1-4	21	名古屋	5	(定量)		8.0	280.0	2.0	8.0	100.0	1.0	5.0	160.0	3.0	5-8	1920.0	7.0	8=>5	2670.0	8.0	1-5-8	420.0	1.0	8=>5=>1	6720.0	18.0		67815342.0	67815342.0	67851342.0			1.0	100.0	2.0															
201148011101	ダ	右	1400	晴	良	10:50	サラC29組		2011-1-11	22	名古屋	1	(定量)		5.0	100.0	1.0	5.0	100.0	1.0	9.0	130.0	3.0	5-9	240.0	1.0	5=>9	310.0	1.0	5-7-9	440.0	1.0	5=>9=>7	900.0	1.0		(4,5),7,9,1-2,8,6,3	5,9,7,4,1-8,6,2,3	597148623			7.0	100.0	2.0	5-8	220.0	1.0	5=>8	380.0	1.0									
201148011102	ダ	右	1300	晴	良	11:20	サラC28組		2011-1-11	22	名古屋	1	(定量)		1.0	900.0	4.0	1.0	470.0	5.0	4.0	990.0	8.0	1-4	11080.0	22.0	1=>4	93050.0	59.0	1-4-5	62190.0	62.0	1=>4=>5	407910.0	325.0		456782193.0	456728193.0	457286193.0			5.0	280.0	3.0	1-4	13660.0	23.0	1=>4	73140.0	43.0									
201148011103	ダ	右	1400	晴	良	11:50	サラC27組		2011-1-11	22	名古屋	1	(定量)		1.0	670.0	2.0	1.0	110.0	2.0	6.0	100.0	1.0	1-6	320.0	2.0	1=>6	970.0	5.0	1-5-6	240.0	1.0	1=>6=>5	2250.0	8.0		(4,5),1,9,2,6,7,3,8	(4,5),(1,9),6,2,7,3,8	(4,5),1,9,6,7,2,8,3			5.0	120.0	3.0	1-6	340.0	2.0	1=>6	930.0	5.0									
201148011104	ダ	右	1400	晴	良	12:25	サラC26組		2011-1-11	22	名古屋	1	(定量)		1.0	230.0	1.0	1.0	140.0	2.0	8.0	130.0	1.0	1-8	590.0	3.0	1=>8	1410.0	8.0	1-2-8	2260.0	10.0	1=>8=>2	15140.0	53.0		1,2,9,3,8,7,5,6-4	1,2,9,3,7,8,5,6-4	129738564			2.0	290.0	6.0	1-8	580.0	3.0	1=>8	1490.0	8.0									
201148011105	ダ	右	800	晴	良	13:00	サラC25組		2011-1-11	22	名古屋	1	(定量)		6.0	260.0	1.0	6.0	110.0	2.0	5.0	110.0	1.0	5-6	340.0	1.0	6=>5	760.0	1.0	2-5-6	450.0	2.0	6=>5=>2	2410.0	3.0				6-5,2,10,9,1,8,4,3-7			2.0	170.0	4.0	5-6	380.0	1.0	6=>5	770.0	1.0									
201148011106	ダ	右	1400	晴	良	13:35	サラC24組		2011-1-11	22	名古屋	1	(定量)		1.0	110.0	1.0	1.0	100.0	1.0	6.0	320.0	7.0	1-6	1050.0	5.0	1=>6	1330.0	4.0	1-6-8	1300.0	5.0	1=>6=>8	3190.0	13.0		16721084359.0	16728104359.0	16278104359.0			8.0	120.0	2.0	1-6	1150.0	4.0	1=>6	1120.0	4.0									
201148011107	ダ	右	1400	晴	良	14:10	サラC23組		2011-1-11	22	名古屋	1	(定量)		7.0	120.0	1.0	7.0	100.0	1.0	3.0	100.0	2.0	3-7	130.0	1.0	7=>3	190.0	1.0	3-7-10	380.0	2.0	7=>3=>10	600.0	2.0		31072169458.0	31072169458.0	37102164958.0			10.0	130.0	4.0	3-7	130.0	1.0	7=>3	180.0	1.0									
201148011201	ダ	右	1400	晴	良	10:50	サラ3歳4組		2011-1-12	22	名古屋	2	(定量)		5.0	340.0	2.0	5.0	130.0	3.0	3.0	140.0	4.0	3-5	910.0	3.0	5=>3	2710.0	9.0	2-3-5	340.0	1.0	5=>3=>2	3610.0	10.0		358247169.0	358724169.0	357261849.0			2.0	100.0	1.0	3-5	1300.0	6.0	5=>3	2550.0	11.0									
201148011202	ダ	右	1400	晴	良	11:20	サラ3歳3組		2011-1-12	22	名古屋	2	(定量)		1.0	220.0	2.0	1.0	100.0	1.0	7.0	150.0	3.0	1-7	1430.0	4.0	1=>7	1920.0	6.0	1-7-8	580.0	3.0	1=>7=>8	3490.0	11.0		789135246.0	789135246.0	781935246.0			8.0	100.0	2.0	1-7	1440.0	5.0	1=>7	1710.0	4.0									
201148011203	ダ	右	1300	晴	良	11:50	サラC22組		2011-1-12	22	名古屋	2	(定量)		2.0	220.0	1.0	2.0	110.0	1.0	6.0	120.0	3.0	2-6	280.0	1.0	2=>6	450.0	1.0	2-6-8	3270.0	10.0	2=>6=>8	4000.0	9.0		46281537.0	46281537.0	62487513.0			8.0	370.0	6.0															
201148011204	ダ	右	1400	晴	良	12:20	サラC21組		2011-1-12	22	名古屋	2	(定量)		8.0	100.0	1.0	8.0	100.0	1.0	5.0	120.0	2.0	5-8	190.0	1.0	8=>5	240.0	1.0	3-5-8	720.0	3.0	8=>5=>3	1230.0	5.0		589237164.0	589327164.0	583927164.0			3.0	160.0	5.0	5-8	190.0	1.0	8=>5	230.0	1.0									
201148011205	ダ	右	800	晴	良	12:50	サラC20組		2011-1-12	22	名古屋	2	(定量)		3.0	140.0	1.0	3.0	100.0	1.0	5.0	110.0	2.0	3-5	150.0	1.0	3=>5	260.0	1.0	3-5-7	250.0	1.0	3=>5=>7	490.0	1.0				3571864.0			7.0	110.0	3.0															
201148011206	ダ	右	1400	晴	良	13:20	サラC19組		2011-1-12	22	名古屋	2	(定量)		6.0	590.0	3.0	6.0	120.0	2.0	1.0	140.0	4.0	1-6	2430.0	7.0	6=>1	6270.0	11.0	1-2-6	520.0	2.0	6=>1=>2	8730.0	25.0		569213784.0	562913784.0	562317984.0			2.0	100.0	1.0	1-6	3160.0	9.0	6=>1	3370.0	11.0									
201148011207	ダ	右	1400	晴	良	13:50	サラC18組		2011-1-12	22	名古屋	2	(定量)		6.0	380.0	3.0	6.0	140.0	3.0	2.0	170.0	4.0	2-6	1060.0	6.0	6=>2	1890.0	10.0	2-4-6	760.0	4.0	6=>2=>4	4530.0	20.0		126453789.0	126438597.0	216438597.0			4.0	140.0	2.0	2-6	1060.0	6.0	6=>2	2380.0	12.0									
201148011208	ダ	右	1400	晴	良	14:20	名古屋CCアップル賞 		2011-1-12	22	名古屋	2	(定量)		2.0	1230.0	5.0	2.0	150.0	4.0	4.0	110.0	2.0	2-4	1250.0	5.0	2=>4	4650.0	18.0	2-4-8	1320.0	4.0	2=>4=>8	12910.0	45.0		41079238651.0	41089263751.0	42810693571.0			8.0	100.0	1.0	2-4	1610.0	8.0	2=>4	2970.0	18.0									
201148011209	ダ	右	1600	晴	良	14:50	サラB3組		2011-1-12	22	名古屋	2	(定量)		7.0	200.0	1.0	7.0	100.0	1.0	9.0	200.0	4.0	7-9	1510.0	4.0	7=>9	1560.0	4.0	4-7-9	2270.0	6.0	7=>9=>4	6080.0	20.0		579463812.0	579463812.0	795468231.0			4.0	120.0	2.0	7-8	170.0	1.0	7=>8	220.0	1.0									
201148011210	ダ	右	1900	晴	良	15:20	名古屋CCオルフェウ 		2011-1-12	22	名古屋	2	(定量)		1.0	940.0	4.0	1.0	180.0	4.0	4.0	110.0	2.0	1-4	550.0	2.0	1=>4	1760.0	8.0	1-4-10	570.0	1.0	1=>4=>10	4470.0	13.0		41791085326.0	41710892563.0	41710285693.0			10.0	110.0	1.0	1-4	470.0	3.0	1=>4	1440.0	6.0									
201148011211	ダ	右	1800	晴	良	16:10	デージー特別 		2011-1-12	22	名古屋	2	(定量)		8.0	220.0	1.0	8.0	100.0	2.0	1.0	100.0	1.0	1-8	150.0	1.0	8=>1	240.0	1.0	1-6-8	430.0	1.0	8=>1=>6	910.0	1.0		184269311712510.0	184629371112510.0	186429731112510.0			6.0	150.0	3.0	1-6	140.0	1.0	6=>1	220.0	1.0									
201148011301	ダ	右	1400	晴	良	10:50	サラ3歳6組		2011-1-13	22	名古屋	3	(定量)		5.0	140.0	1.0	5.0	100.0	1.0	8.0	100.0	2.0	5-8	160.0	1.0	5=>8	200.0	1.0	5-7-8	150.0	1.0	5=>8=>7	390.0	1.0		28574163.0	28576431.0	58267341.0			7.0	110.0	3.0															
201148011302	ダ	右	1400	晴	良	11:20	サラ3歳5組		2011-1-13	22	名古屋	3	(定量)		5.0	2340.0	5.0	5.0	180.0	4.0	1.0	120.0	2.0	1-5	2550.0	8.0	5=>1	5920.0	17.0	1-5-7	730.0	3.0	5=>1=>7	13310.0	42.0		15647832.0	15674382.0	15674382.0			7.0	100.0	1.0															
201148011303	ダ	右	1300	晴	良	11:50	サラC17組		2011-1-13	22	名古屋	3	(定量)		8.0	700.0	3.0	8.0	100.0	3.0	9.0	100.0	1.0	8-9	670.0	3.0	8=>9	1810.0	6.0	1-8-9	280.0	1.0	8=>9=>1	3350.0	12.0		891274536	8,9,1,2,7-5,4,3,6	8,9,1,2,7-5,4,3,6			1.0	100.0	2.0	8-8	640.0	2.0	8=>8	890.0	3.0									
201148011304	ダ	右	1400	晴	良	12:20	サラC16組		2011-1-13	22	名古屋	3	(定量)		3.0	310.0	1.0	3.0	120.0	3.0	2.0	130.0	4.0	2-3	580.0	3.0	3=>2	1080.0	3.0	2-3-9	700.0	3.0	3=>2=>9	2560.0	7.0		3,7,9,2,6,8,5,(1,4)	3,7,2,9,8,6,5-(1,4)	3,9,7,2,8,6,5,(1,4)			9.0	110.0	1.0	2-3	530.0	3.0	3=>2	920.0	3.0									
201148011305	ダ	右	1400	晴	良	12:50	サラC15組		2011-1-13	22	名古屋	3	(定量)		6.0	120.0	1.0	6.0	100.0	1.0	3.0	100.0	3.0	3-6	110.0	1.0	6=>3	130.0	1.0	3-6-10	180.0	1.0	6=>3=>10	340.0	1.0		38657210419	3,6,8,5,10,7,4,2-1,9	63108542719			10.0	100.0	2.0	3-6	110.0	1.0	6=>3	130.0	1.0									
201148011306	ダ	右	800	晴	良	13:50	サラC14組		2011-1-13	22	名古屋	3	(定量)		10.0	180.0	1.0	10.0	100.0	2.0	6.0	100.0	1.0	6-10	310.0	1.0	10=>6	450.0	1.0	6-7-10	220.0	1.0	10=>6=>7	890.0	1.0				1076984523.0			7.0	110.0	3.0	6-8	290.0	2.0	8=>6	470.0	2.0									
201148011307	ダ	右	1400	晴	良	14:20	サラC13組		2011-1-13	22	名古屋	3	(定量)		2.0	480.0	2.0	2.0	100.0	2.0	9.0	100.0	1.0	2-9	150.0	1.0	2=>9	530.0	3.0	2-8-9	220.0	1.0	2=>9=>8	800.0	2.0		2,5,8,1,4,9-6,7,3-10	2,5,8,9,1,4-7,6,3-10	2,5,9,8,1,4-7,6,3-10			8.0	110.0	3.0	2-8	150.0	1.0	2=>8	460.0	2.0									
201148011401	ダ	右	1400	晴	良	10:50	サラ3歳8組		2011-1-14	22	名古屋	4	(定量)		9.0	130.0	1.0	9.0	100.0	1.0	4.0	180.0	4.0	4-9	590.0	3.0	9=>4	600.0	3.0	4-7-9	570.0	2.0	9=>4=>7	1890.0	5.0		456927318.0	456927318.0	496752318.0			7.0	140.0	3.0	4-8	610.0	3.0	8=>4	750.0	3.0									
201148011402	ダ	右	1400	晴	良	11:20	サラ3歳7組		2011-1-14	22	名古屋	4	(定量)		6.0	230.0	2.0	6.0	100.0	1.0	7.0	130.0	3.0	6-7	400.0	2.0	6=>7	620.0	3.0	1-6-7	12400.0	24.0	6=>7=>1	44310.0	81.0		679134285	6,7,9,1-3,4,2,8,5	(6,7),9,1-4,2,3,8,5			1.0	1,030	9.0	6-7	320.0	2.0	6=>7	550.0	1.0									
201148011403	ダ	右	1300	晴	良	11:50	サラC12組		2011-1-14	22	名古屋	4	(定量)		2.0	100.0	1.0	2.0	100.0	1.0	5.0	110.0	2.0	2-5	220.0	1.0	2=>5	220.0	1.0	2-3-5	350.0	1.0	2=>5=>3	650.0	1.0		268175349.0	268157394.0	265873941.0			3.0	230	4.0	2-5	210.0	1.0	2=>5	270.0	1.0									
201148011404	ダ	右	1400	晴	良	12:25	サラC11組		2011-1-14	22	名古屋	4	(定量)		5.0	110.0	1.0	5.0	100.0	2.0	7.0	100.0	3.0	5-7	360.0	2.0	5=>7	500.0	2.0	5-6-7	130.0	1.0	5=>7=>6	490.0	2.0		576184239	576184239	5,7,6,8,1,2,4-3-9			6.0	100	1.0	5-7	300.0	2.0	5=>7	430.0	2.0									
201148011405	ダ	右	800	晴	良	13:00	サラC10組		2011-1-14	22	名古屋	4	(定量)		3.0	120.0	1.0	3.0	100.0	1.0	10.0	290.0	5.0	3-10	720.0	3.0	3=>10	660.0	3.0	2-3-10	810.0	2.0	3=>10=>2	2120.0	6.0				11082379654.0			2.0	110	2.0	3-8	610.0	4.0	3=>8	590.0	3.0									
201148011601	ダ	右	800	曇	稍重	10:50	サラ3歳10組		2011-1-16	22	名古屋	5	(定量)																																														
201148011602	ダ	右	1400	曇	稍重	11:20	サラ3歳9組		2011-1-16	22	名古屋	5	(定量)																																														
201148011603	ダ	右	1300	曇	稍重	11:50	サラC6組		2011-1-16	22	名古屋	5	(定量)																																														
201148011604	ダ	右	1400	曇	稍重	12:20	サラC5組		2011-1-16	22	名古屋	5	(定量)																																														
201148011605	ダ	右	1400	曇	稍重	12:50	サラC4組		2011-1-16	22	名古屋	5	(定量)																																														
201148011606	ダ	右	1400	曇	稍重	13:20	祝!しづゑ&清一誕生		2011-1-16	22	名古屋	5	(定量)																																														
201148011607	ダ	右	1400	曇	稍重	13:50	琉聖君2歳誕生日記念		2011-1-16	22	名古屋	5	(定量)																																														
201148012501	ダ	右	1400	晴	稍重	10:50	サラ3歳3組		2011-1-25	23	名古屋	2	(定量)		4.0	200.0	1.0	4.0	110.0	2.0	5.0	130.0	3.0	4-5	770.0	3.0	4=>5	1060.0	3.0	4-5-6	220.0	1.0	4=>5=>6	2010.0	6.0		458912736.0	458192673.0	459168273.0			6.0	100	1.0	4-5	690.0	4.0	4=>5	1540.0	6.0									
201148012502	ダ	右	800	晴	稍重	11:20	サラC21組		2011-1-25	23	名古屋	2	(定量)		1.0	270.0	2.0	1.0	150.0	3.0	7.0	130.0	2.0	1-7	350.0	1.0	1=>7	740.0	4.0	1-3-7	410.0	1.0	1=>7=>3	2080.0	7.0				172354869.0			3.0	170	4.0	1-7	260.0	1.0	1=>7	530.0	4.0									
201148012503	ダ	右	1400	晴	稍重	11:50	サラC20組		2011-1-25	23	名古屋	2	(定量)		7.0	160.0	1.0	7.0	100.0	1.0	4.0	190.0	4.0	4-7	1290.0	4.0	7=>4	1470.0	6.0	4-7-9	490.0	2.0	7=>4=>9	3320.0	10.0		74951268	7,4,9-5,2,6,8,1	7,4,9-5,6,2,8,1			9.0	130	3.0	4-7	1480.0	4.0	7=>4	2320.0	6.0									
201148012504	ダ	右	1400	晴	稍重	12:20	サラC19組		2011-1-25	23	名古屋	2	(定量)		8.0	260.0	2.0	8.0	100.0	1.0	2.0	100.0	2.0	2-8	190.0	1.0	8=>2	340.0	1.0	2-5-8	250.0	2.0	8=>2=>5	770.0	1.0		256189473.0	258614973.0	285614973.0			5.0	150	4.0	2-8	220.0	1.0	8=>2	330.0	1.0									
201148012505	ダ	右	1300	晴	稍重	12:50	サラC18組		2011-1-25	23	名古屋	2	(定量)		7.0	130.0	1.0	7.0	100.0	1.0	1.0	100.0	2.0	1-7	120.0	1.0	7=>1	160.0	1.0	1-7-9	340.0	2.0	7=>1=>9	550.0	3.0		47910126538.0	74912106538.0	79146235108.0			9.0	140	4.0	1-7	120.0	1.0	7=>1	190.0	1.0									
201148012506	ダ	右	1400	晴	稍重	13:20	サラC17組		2011-1-25	23	名古屋	2	(定量)		7.0	440.0	3.0	7.0	110.0	1.0	9.0	130.0	3.0	7-9	340.0	2.0	7=>9	670.0	3.0	5-7-9	5800.0	11.0	7=>9=>5	17030.0	33.0		2,9,7,8,5,4-10,6,3,1	2,9,7,5,4,8-10,6,3,1	97258410631			5.0	640	6.0	7-8	300.0	2.0	7=>8	620.0	3.0									
201148012507	ダ	右	1600	晴	稍重	13:50	サラB3組		2011-1-25	23	名古屋	2	(定量)		4.0	730.0	2.0	4.0	160.0	4.0	1.0	130.0	3.0	1-4	2730.0	7.0	4=>1	6970.0	17.0	1-2-4	430.0	1.0	4=>1=>2	9880.0	35.0		9,6,7,1,2,4,3-5,8	926714538	921476583			2.0	100	1.0	1-4	3010.0	7.0	4=>1	6560.0	19.0									
201148012508	ダ	右	1400	晴	稍重	14:25	サラA4組		2011-1-25	23	名古屋	2	(定量)		2.0	180.0	1.0	2.0	100.0	1.0	7.0	280.0	5.0	2-7	3650.0	8.0	2=>7	5140.0	12.0	2-7-9	2940.0	7.0	2=>7=>9	17170.0	45.0		942763185.0	924376158.0	924731658.0			9.0	180	3.0	2-7	2420.0	8.0	2=>7	5050.0	10.0									
201148012509	ダ	右	1400	晴	稍重	15:35	名古屋CCオレンジ賞 		2011-1-25	23	名古屋	2	(定量)		3.0	1810.0	5.0	3.0	390.0	5.0	7.0	130.0	2.0	3-7	2830.0	8.0	3=>7	10890.0	25.0	3-7-10	4510.0	13.0	3=>7=>10	42240.0	91.0		37210591846.0	37105291486.0	37105948162.0			10.0	240	4.0	3-7	3180.0	8.0	3=>7	7240.0	15.0									
201148012510	ダ	右	1600	晴	稍重	16:40	プリムラ特別 		2011-1-25	23	名古屋	2	(定量)		11.0	200.0	1.0	11.0	130.0	2.0	9.0	120.0	1.0	9-11	210.0	1.0	11=>9	330.0	1.0	5-9-11	280.0	1.0	11=>9=>5	920.0	1.0		189111253472610.0	189111253472106.0	191183541271026.0			5.0	140	4.0	7-8	170.0	1.0	8=>7	280.0	1.0									
201148012601	ダ	右	1400	晴	稍重	10:50	サラ3歳6組		2011-1-26	23	名古屋	3	(定量)		8.0	960.0	4.0	8.0	120.0	2.0	4.0	170.0	4.0	4-8	2120.0	8.0	8=>4	7840.0	24.0	4-7-8	2760.0	10.0	8=>4=>7	15350.0	57.0		627584931.0	627485391.0	762481935.0			7.0	130	3.0	4-8	1640.0	7.0	8=>4	3520.0	14.0									
201148012602	ダ	右	1400	晴	稍重	11:20	サラ3歳5組		2011-1-26	23	名古屋	3	(定量)		2.0	110.0	1.0	2.0	100.0	1.0	6.0	180.0	4.0	2-6	280.0	1.0	2=>6	570.0	2.0	2-6-9	1640.0	9.0	2=>6=>9	2990.0	9.0		469127385.0	462917358.0	629471358.0			9.0	390	6.0	2-6	390.0	1.0	2=>6	630.0	1.0									
201148012603	ダ	右	1400	晴	稍重	11:50	サラ3歳4組		2011-1-26	23	名古屋	3	(定量)		3.0	720.0	2.0	3.0	110.0	3.0	6.0	100.0	1.0	3-6	150.0	1.0	3=>6	860.0	3.0	3-6-8	160.0	1.0	3=>6=>8	2580.0	7.0		398657412.0	369857412.0	368957421.0			8.0	100	2.0	3-6	200.0	2.0	3=>6	920.0	3.0									
