	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201145010101	ダ	左	1400	晴	良	11:20	C312　13		2011-1-1	11	川崎	1			2.0	3920.0	7.0	2.0	490	7.0	6.0	120	1.0	7.0	1,100	9.0	2-6	2630.0	9.0	2-6	2560.0	9.0	2-6	820	9.0	2-7	7,340	36.0	6-7	1,530	15.0	2=>6	12890.0	24.0	2=>6	12290.0	31.0	2-6-7	18620.0	45.0	2=>6=>7	250280.0	296.0	954163827	954613827	965814327	6,9,5,8,(2,4),1,3,7	13.3 - 12.5 - 13.7 - 12.6 - 13.4 - 14.6 - 14.4	13.3 - 25.8 - 39.5 - 52.1 - 65.5 - 80.1 - 94.5 (39.5-42.4)
201145010102	ダ	左	1400	晴	良	11:50	C312　13		2011-1-1	11	川崎	1			6.0	670.0	3.0	6.0	130	3.0	10.0	120	1.0	8.0	130	2.0	6-8	830.0	3.0	6-10	1170.0	5.0	6-10	390	5.0	6-8	340	3.0	8-10	210	1.0	6=>8	2170.0	8.0	6=>10	2460.0	9.0	6-8-10	920.0	1.0	6=>10=>8	9220.0	22.0	5386492171011	5369482171110	5638492107111	5,6,3,4,8,2,(9,10),11,1,7	13.0 - 12.1 - 13.3 - 12.4 - 13.5 - 15.2 - 14.2	13.0 - 25.1 - 38.4 - 50.8 - 64.3 - 79.5 - 93.7 (38.4-42.9)
201145010103	ダ	左	1400	晴	良	12:20	4歳14　未受賞		2011-1-1	11	川崎	1			1.0	250.0	1.0	1.0	120	2.0	3.0	150	3.0	5.0	120	1.0	1-3	730.0	2.0	1-3	830.0	2.0	1-3	400	4.0	1-5	200	1.0	3-5	370	3.0	1=>3	1440.0	2.0	1=>3	1570.0	4.0	1-3-5	980.0	1.0	1=>3=>5	3880.0	2.0	1310511689274	1351011869274	1351086119274	1358610297114	12.9 - 12.5 - 13.9 - 12.3 - 13.2 - 14.2 - 13.2	12.9 - 25.4 - 39.3 - 51.6 - 64.8 - 79.0 - 92.2 (39.3-40.6)
201145010104	ダ	左	1500	晴	良	12:50	特選		2011-1-1	11	川崎	1	83万円以上130万円未満		7.0	6420.0	12.0	7.0	2,910	12.0	3.0	1,160	10.0	4.0	400	5.0	3-5	14750.0	26.0	3-7	56340.0	62.0	3-7	18,230	63.0	4-7	8,500	54.0	3-4	4,020	40.0	5=>3	18140.0	44.0	7=>3	109640.0	115.0	3-4-7	235090.0	198.0	7=>3=>4	1462030.0	1163.0	7893111221310416	7891132124131106	13,7,(9,11,10),8,3,2,12,4,1,6	7133191110248612	6.2 - 11.5 - 13.1 - 14.1 - 12.4 - 12.9 - 15.0 - 13.2	6.2 - 17.7 - 30.8 - 44.9 - 57.3 - 70.2 - 85.2 - 98.4 (30.8-41.1)
201145010105	ダ	左	1500	晴	良	13:20	若水特別 		2011-1-1	11	川崎	1	280万円以上	(別定)	5.0	290.0	2.0	5.0	200	3.0	4.0	190	2.0							4-5	880.0	4.0	4-5	370	5.0	1-5	790	9.0	1-4	570	8.0				5=>4	1740.0	6.0	1-4-5	2370.0	10.0	5=>4=>1	8450.0	33.0	156234	152634	153624	153642	6.4 - 10.9 - 12.6 - 14.1 - 12.4 - 13.1 - 14.4 - 13.0	6.4 - 17.3 - 29.9 - 44.0 - 56.4 - 69.5 - 83.9 - 96.9 (29.9-40.5)
201145010106	ダ	左	1400	晴	良	13:50	久屋大通ブルースバン		2011-1-1	11	川崎	1	10万円以上51万円未満		8.0	180.0	1.0	8.0	120	1.0	9.0	130	2.0	5.0	150	4.0	6-7	600.0	4.0	8-9	580.0	2.0	8-9	220	2.0	5-8	270	3.0	5-9	630	7.0	6=>7	900.0	3.0	8=>9	1010.0	2.0	5-8-9	1360.0	3.0	8=>9=>5	4420.0	7.0	591113122687410	591113122764810	5,9,(11,12),8,1,2,3,6,10,4,7	5,9,(12,8),1,11,6,3,10,2,4,7	13.1 - 12.5 - 13.8 - 12.1 - 12.9 - 14.3 - 13.7	13.1 - 25.6 - 39.4 - 51.5 - 64.4 - 78.7 - 92.4 (39.4-40.9)
201145010107	ダ	左	1400	晴	良	14:20	C2五　六		2011-1-1	11	川崎	1			12.0	590.0	3.0	12.0	210	3.0	9.0	290	6.0	3.0	260	5.0	7-8	2920.0	13.0	9-12	3360.0	15.0	9-12	1,100	14.0	3-12	790	11.0	3-9	1,290	19.0	8=>7	4640.0	22.0	12=>9	8290.0	31.0	3-9-12	8740.0	33.0	12=>9=>3	50420.0	169.0	967531041211218	9,6,5,7,3,4,12,10,2,11,1-8	9,7,(6,4,12),1,11,3,5,10,2,8	912374165112108	12.8 - 12.1 - 13.9 - 12.6 - 12.7 - 14.4 - 13.2	12.8 - 24.9 - 38.8 - 51.4 - 64.1 - 78.5 - 91.7 (38.8-40.3)
201145010201	ダ	左	1400	晴	良	11:20	3歳6　ロ		2011-1-2	11	川崎	2	55万円以上83万円未満		6.0	960.0	4.0	6.0	200	4.0	5.0	130	1.0	2.0	250	5.0	5-5	1130.0	6.0	5-6	800.0	2.0	5-6	380	2.0	2-6	1,440	18.0	2-5	770	10.0	5=>5	920.0	3.0	6=>5	2500.0	8.0	2-5-6	3540.0	10.0	6=>5=>2	22660.0	63.0	711653291104812	711563219410812	11,6,(5,3),7,8,9,10,2,4,12,1	611357294101218	12.9 - 11.9 - 13.5 - 12.6 - 13.6 - 14.9 - 13.6	12.9 - 24.8 - 38.3 - 50.9 - 64.5 - 79.4 - 93.0 (38.3-42.1)
201145010202	ダ	左	1400	晴	良	11:50	3歳5　イ		2011-1-2	11	川崎	2	55万円以上83万円未満		1.0	190.0	1.0	1.0	120	1.0	12.0	230	4.0	7.0	520	7.0	1-8	660.0	3.0	1-12	720.0	2.0	1-12	460	3.0	1-7	870	10.0	7-12	2,140	24.0	1=>8	990.0	3.0	1=>12	1030.0	2.0	1-7-12	4940.0	14.0	1=>12=>7	14580.0	39.0	812710613211594	812710162531194	8,12,1,10,7,2,6,3,(5,11),9,4	812172591043611	12.7 - 12.4 - 13.9 - 12.5 - 12.9 - 14.3 - 13.3	12.7 - 25.1 - 39.0 - 51.5 - 64.4 - 78.7 - 92.0 (39.0-40.5)
201145010203	ダ	左	1500	晴	良	12:20	C3九　十11		2011-1-2	11	川崎	2			12.0	340.0	2.0	12.0	140	3.0	7.0	140	2.0	4.0	160	4.0	5-7	570.0	2.0	7-12	570.0	2.0	7-12	260	2.0	4-12	510	6.0	4-7	350	4.0	7=>5	1110.0	4.0	12=>7	1170.0	3.0	4-7-12	1240.0	3.0	12=>7=>4	4690.0	10.0	371210111528413614	371210511128413614	(7,12),3,4,8,10,5,11,1,2,13,6,14	7,12,4,(3,10),8,1,5,(2,11),13,6,14	6.2 - 11.8 - 12.7 - 14.3 - 12.4 - 13.1 - 14.5 - 13.5	6.2 - 18.0 - 30.7 - 45.0 - 57.4 - 70.5 - 85.0 - 98.5 (30.7-41.1)
201145010204	ダ	左	1500	晴	良	12:50	C3九　十11		2011-1-2	11	川崎	2			2.0	170.0	1.0	2.0	120	1.0	4.0	140	3.0	10.0	160	4.0	2-4	530.0	2.0	2-4	480.0	1.0	2-4	200	1.0	2-10	440	4.0	4-10	480	6.0	2=>4	890.0	2.0	2=>4	840.0	1.0	2-4-10	1120.0	2.0	2=>4=>10	3670.0	2.0	21910133854127116	21910133584712611	2,1,9,10,13,3,5,12,(4,8),7,11,6	21013491213581176	6.2 - 11.9 - 12.8 - 14.0 - 12.5 - 13.6 - 14.5 - 13.3	6.2 - 18.1 - 30.9 - 44.9 - 57.4 - 71.0 - 85.5 - 98.8 (30.9-41.4)
201145010205	ダ	左	1500	晴	良	13:20	C3九　十11		2011-1-2	11	川崎	2			13.0	430.0	2.0	13.0	150	3.0	6.0	120	1.0	1.0	490	7.0	4-8	310.0	1.0	6-13	370.0	1.0	6-13	220	1.0	1-13	1,530	18.0	1-6	900	10.0	8=>4	870.0	3.0	13=>6	1000.0	4.0	1-6-13	2920.0	10.0	13=>6=>1	11850.0	34.0	6313792111121458410	3613792111141285410	6,13,7,(3,9),1,11,(2,14,12),8,5,4,10	6,13,9,11,1,7,14,(3,2),12,5,8,4	6.0 - 11.5 - 12.5 - 13.7 - 12.6 - 13.7 - 14.4 - 13.8	6.0 - 17.5 - 30.0 - 43.7 - 56.3 - 70.0 - 84.4 - 98.2 (30.0-41.9)
201145010206	ダ	左	1400	晴	良	13:50	4歳12　ロ		2011-1-2	11	川崎	2	51万円以上80万円未満		11.0	550.0	3.0	11.0	180	4.0	4.0	160	3.0	2.0	260	6.0	4-8	2360.0	11.0	4-11	2690.0	12.0	4-11	750	10.0	2-11	420	5.0	2-4	1,410	16.0	8=>4	6760.0	26.0	11=>4	7530.0	27.0	2-4-11	3030.0	12.0	11=>4=>2	17690.0	68.0	4692118713510	4692811715310	4119627358110	4112976510381	13.3 - 13.0 - 13.9 - 12.6 - 13.2 - 13.9 - 12.6	13.3 - 26.3 - 40.2 - 52.8 - 66.0 - 79.9 - 92.5 (40.2-39.7)
201145010207	ダ	左	1400	晴	良	14:20	4歳11　イ		2011-1-2	11	川崎	2	51万円以上80万円未満		5.0	370.0	3.0	5.0	150	2.0	8.0	150	1.0	7.0	490	8.0	5-7	580.0	2.0	5-8	580.0	2.0	5-8	380	4.0	5-7	1,970	24.0	7-8	1,580	20.0	5=>7	1400.0	5.0	5=>8	1460.0	6.0	5-7-8	8170.0	25.0	5=>8=>7	27620.0	82.0	1567832114109	1567832114910	1,5,(7,8),6,3,11,2,4,10,9	5187631192104	12.9 - 12.2 - 13.8 - 12.4 - 13.7 - 14.0 - 12.9	12.9 - 25.1 - 38.9 - 51.3 - 65.0 - 79.0 - 91.9 (38.9-40.6)
201145010208	ダ	左	1400	晴	良	14:55	C2七　八		2011-1-2	11	川崎	2			3.0	510.0	2.0	3.0	200	3.0	12.0	190	2.0	11.0	540	8.0	3-8	1300.0	5.0	3-12	1440.0	6.0	3-12	720	7.0	3-11	2,580	30.0	11-12	1,750	20.0	3=>8	2160.0	8.0	3=>12	2870.0	10.0	3-11-12	14020.0	45.0	3=>12=>11	49950.0	151.0	121139452106187	121139451028761	12,11,(9,10),3,5,4,8,7,6,1,2	12,11,3,7,4,(9,10,5),8,1,6,2	12.8 - 12.0 - 14.0 - 13.0 - 12.8 - 13.8 - 12.8	12.8 - 24.8 - 38.8 - 51.8 - 64.6 - 78.4 - 91.2 (38.8-39.4)
