	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
201156010101	ダ	右	950	雪	不良	10:45	3歳ー3組		2011-1-1	13	荒尾	3	(定量)		4	290	2	4.0	190.0	3.0	3.0	110	1.0	3-4	110	1	3-4	100	1	4-6	180	4	3-6	170	3.0	4=>3	450	2.0	3-4-6	230	1	4=>3=>6	1240	5.0			142365.0	432165.0								
201156010102	ダ	右	950	雪	不良	11:15	Cー21組		2011-1-1	13	荒尾	3	(定量)		2	200	1	2.0	310.0	3.0	3.0	120	1.0	2-3	830	5	2-3	270	3	1-2	510	5	1-3	440	4.0	2=>3	680	2.0	1-2-3	670	3	2=>3=>1	4220	15.0			123465.0	2,(1,3),4,6,5								
201156010103	ダ	右	1300	雪	不良	11:45	3歳ー2組		2011-1-1	13	荒尾	3	(定量)		6	150	1	6.0	100.0	1.0	4.0	170	3.0	4-6	280	1	4-6	120	1	1-6	200	2	1-4	210	5.0	6=>4	560	1.0	1-4-6	250	1	6=>4=>1	860	1.0		1634527.0	1635427.0	6143527.0								
201156010104	ダ	右	1400	晴	不良	12:15	Cー15組		2011-1-1	13	荒尾	3	(定量)		4	210	1	4.0	110.0	1.0	1.0	210	3.0	1-4	520	3	1-4	160	2	2-4	780	8	1-2	1,050	12.0	4=>1	590	3.0	1-2-4	3670	10	4=>1=>2	13980	33.0	236145.0	2,3,6,1,4-5	2,1,6,3,4=5	421635								
201156010105	ダ	右	1400	晴	不良	13:20	3歳ー1組		2011-1-1	13	荒尾	3	(定量)		2	350	2	2.0	140.0	2.0	6.0	100	1.0	2-6	230	1	2-6	120	1	2-5	180	3	5-6	130	2.0	2=>6	420	1.0	2-5-6	260	1	2=>6=>5	1260	3.0	2345167.0	2345167	2345617	2536417								
201156010106	ダ	右	1400	晴	不良	13:55	荒尾最強杯Cー12組		2011-1-1	13	荒尾	3	(定量)		1	130	1	1.0	120.0	1.0	6.0	380	4.0	1-6	760	3	1-6	300	5	1-5	120	1	5-6	340	7.0	1=>6	740	3.0	1-5-6	380	2	1=>6=>5	1580	5.0	167235.0	162735	1,6,2,3,(5,7)	163572								
201156010107	ダ	右	1400	晴	不良	14:25	頑張れ荒尾競馬!20		2011-1-1	13	荒尾	3	(定量)		4	540	2	4.0	580.0	3.0	5.0	2,380	7.0	4-5	3020	9	4-5	620	11	2-4	120	1	2-5	650	12.0	4=>5	6990	20.0	2-4-5	1080	4	4=>5=>2	11140	40.0	1456723.0	1456723	1452673	142563								
201156010108	ダ	右	1400	晴	不良	15:00	初日の出特選Cー6組		2011-1-1	13	荒尾	3	(定量)		5	860	5	5.0	470.0	5.0	2.0	270	2.0	2-5	480	2	2-5	270	3	4-5	510	9	2-4	250	2.0	5=>2	1750	8.0	2-4-5	540	1	5=>2=>4	4800	19.0	5132476.0	5,1,3,2,4,7=6	5,1,2,4,3,7=6	5,2,4,1,7,3=6								
201156010109	ダ	右	1500	曇	不良	15:35	門松賞	G	2011-1-1	13	荒尾	3	(定量)		5	320	2	5.0	110.0	2.0	8.0	100	1.0	5-8	340	1	5-8	200	3	5-9	190	2	8-9	100	1.0	5=>8	1370	5.0	5-8-9	480	1	5=>8=>9	2980	5.0	352879164.0	358279146	358279146	538279461			9.0	120.0	3.0	5-8	300.0	1.0
201156010801	ダ	右	950	晴	良	10:45	3歳ー3組		2011-1-8	13	荒尾	4	(定量)		6	140	1	6.0	100.0	1.0	5.0	100	2.0	5-6	110	1	5-6	130	1	4-6	250	5	4-5	600	6.0	6=>5	170	1.0	4-5-6	310	2	6=>5=>4	350	1.0			5463217.0	5462317.0								
201156010802	ダ	右	950	晴	良	11:15	Cー17組		2011-1-8	13	荒尾	4	(定量)		7	250	2	7.0	140.0	3.0	3.0	130	1.0	3-7	200	1	3-7	110	1	1-7	270	5	1-3	200	2.0	7=>3	420	2.0	1-3-7	240	1	7=>3=>1	810	2.0			7,3,1-5,2,4,6	7312546								
201156010803	ダ	右	1300	晴	良	11:45	3歳ー2組		2011-1-8	13	荒尾	4	(定量)		5	200	1	5.0	140.0	1.0	6.0	280	4.0	5-6	320	1	5-6	200	3	3-5	200	2	3-6	260	4.0	5=>6	720	2.0	3-5-6	310	1	5=>6=>3	1390	2.0		6153247	6,1,5,4,3,2-7	6,5,3,1,2,4-7								
201156010804	ダ	右	1300	晴	良	12:15	Cー16組		2011-1-8	13	荒尾	4	(定量)		8	130	1	8.0	100.0	1.0	3.0	130	3.0	3-8	380	2	3-8	160	2	6-8	340	4	3-6	570	8.0	8=>3	420	1.0	3-6-8	630	3	8=>3=>6	1200	2.0		83756142.0	83765142.0	83672541.0			6.0	210.0	4.0			
201156010805	ダ	右	1400	晴	良	12:45	3歳ー1組		2011-1-8	13	荒尾	4	(定量)		5	130	1	5.0	100.0	1.0	4.0	240	4.0	4-5	400	2	4-5	160	3	3-5	110	1	3-4	170	4.0	5=>4	600	3.0	3-4-5	180	1	5=>4=>3	1160	5.0	43152.0	43152	43152	45312								
201156010806	ダ	右	1400	晴	良	13:15	可児醤油12代当主結		2011-1-8	13	荒尾	4	(定量)		4	620	2	4.0	120.0	2.0	5.0	170	4.0	4-5	1690	7	4-5	610	9	4-6	200	1	5-6	250	2.0	4=>5	2840	10.0	4-5-6	650	1	4=>5=>6	5830	16.0	469285371.0	462953871	462895371	465239817			6.0	100.0	1.0	4-5	3240.0	11.0
201156010807	ダ	右	1400	晴	良	13:45	しんえもん☆にゃにゃ		2011-1-8	13	荒尾	4	(定量)		3	200	2	3.0	110.0	2.0	6.0	100	1.0	3-6	180	1	3-6	130	1	3-8	580	9	6-8	740	10.0	3=>6	370	1.0	3-6-8	1570	5	3=>6=>8	3780	13.0	68513724.0	68153724	68315274	6,8,3,1,5-7,2,4			8.0	480.0	7.0			
201156010808	ダ	右	1400	晴	良	14:15	Cー13組		2011-1-8	13	荒尾	4	(定量)		4	120	1	4.0	100.0	1.0	1.0	180	5.0	1-4	750	3	1-4	230	2	4-5	130	1	1-5	280	3.0	4=>1	750	3.0	1-4-5	290	1	4=>1=>5	1820	5.0	14652837.0	14675283	14675238	41567283			5.0	120.0	2.0			
201156010809	ダ	右	1400	晴	良	14:45	すみれ特選Cー12組		2011-1-8	13	荒尾	4	(定量)		8	610	3	8.0	130.0	3.0	7.0	130	2.0	7-8	390	3	7-8	160	3	3-8	150	2	3-7	110	1.0	8=>7	880	5.0	3-7-8	180	1	8=>7=>3	1570	6.0	48571362.0	48571326	48573162	87431526			3.0	100.0	1.0			
201156011401	ダ	右	1300	晴	良	10:45	Cー9組		2011-1-14	14	荒尾	1	(定量)		4	660	4	4.0	190.0	2.0	2.0	240	3.0	2-4	1930	8	2-4	590	7	3-4	640	8	2-3	310	4.0	4=>2	4380	17.0	2-3-4	1290	4	4=>2=>3	7580	31.0		3476251.0	3467251.0	4326517.0								
