	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
202047010701	ダ	右	800	曇	良	11:00	サラ系C29組		2020-1-7	17	笠松	1	(馬齢)		4.0	200.0	2.0	4.0	100	1.0	8.0	100	2.0	6.0	1,240	8.0	4-8	130.0	1.0	4-8	120	1.0	4-6	3,700	19.0	6-8	2,160	17.0	4=>8	350.0	2.0	4-6-8	6090.0	13.0	4=>8=>6	16700.0	42.0				84623175.0					
202047010702	ダ	右	1400	雨	良	11:30	サラ系C31組		2020-1-7	17	笠松	1	(馬齢)		7.0	240.0	2.0	7.0	110	1.0	2.0	160	4.0	3.0	110	2.0	2-7	1030.0	4.0	2-7	270	4.0	3-7	140	1.0	2-3	280	5.0	7=>2	1750.0	8.0	2-3-7	620.0	2.0	7=>2=>3	4850.0	13.0		269573148.0	269735148.0	267935148.0			2-7	1360.0	5.0
202047010703	ダ	右	1400	雨	良	12:00	サラ系C30組		2020-1-7	17	笠松	1	(馬齢)		8.0	10870.0	8.0	8.0	1,160	7.0	7.0	200	3.0	9.0	300	6.0	7-8	9390.0	16.0	7-8	1,910	16.0	8-9	5,050	24.0	7-9	770	9.0	8=>7	23620.0	38.0	7-8-9	14460.0	32.0	8=>7=>9	209580.0	249.0		289163754.0	978521634.0	9,7,8,5,(2,1),6,3,4			7-8	1690.0	8.0
202047010704	ダ	右	1400	雨	良	12:30	サラ系C28組		2020-1-7	17	笠松	1	(馬齢)		7.0	320.0	2.0	7.0	200	4.0	5.0	310	5.0	1.0	140	3.0	5-7	3030.0	8.0	5-7	860	12.0	1-7	350	6.0	1-5	500	7.0	7=>5	3920.0	16.0	1-5-7	2990.0	12.0	7=>5=>1	14020.0	50.0		78564312.0	78654312.0	78546132.0					
202047010705	ダ	右	1400	雨	稍重	13:00	サラ系C27組		2020-1-7	17	笠松	1	(馬齢)		8.0	170.0	1.0	8.0	100	1.0	3.0	110	3.0	5.0	100	2.0	3-8	150.0	1.0	3-8	100	1.0	5-8	190	3.0	3-5	280	5.0	8=>3	180.0	1.0	3-5-8	290.0	2.0	8=>3=>5	540.0	2.0		481569327.0	485136972.0	853416927.0			3-8	180.0	1.0
202047010706	ダ	右	1400	雨	稍重	13:30	サラ系C26組		2020-1-7	17	笠松	1	(馬齢)		7.0	1200.0	3.0	7.0	200	3.0	1.0	410	5.0	9.0	400	4.0	1-7	3590.0	10.0	1-7	1,180	13.0	7-9	720	8.0	1-9	1,970	19.0	7=>1	9030.0	22.0	1-7-9	11950.0	32.0	7=>1=>9	57300.0	129.0		579164238.0	759314628.0	759134628.0			1-7	9410.0	17.0
202047010707	ダ	右	1400	雨	稍重	14:05	サラ系C25組		2020-1-7	17	笠松	1	(馬齢)		3.0	120.0	1.0	3.0	100	1.0	8.0	190	5.0	7.0	140	3.0	3-8	590.0	3.0	3-8	260	3.0	3-7	140	1.0	7-8	390	7.0	3=>8	770.0	3.0	3-7-8	510.0	2.0	3=>8=>7	1990.0	6.0		375982164.0	376982514.0	376892154.0			3-8	620.0	3.0
202047010708	ダ	右	1400	雨	稍重	14:40	サラ系C24組		2020-1-7	17	笠松	1	(馬齢)		3.0	260.0	2.0	3.0	140	3.0	2.0	200	5.0	4.0	120	1.0	2-3	1770.0	4.0	2-3	410	5.0	3-4	190	2.0	2-4	290	4.0	3=>2	2710.0	9.0	2-3-4	930.0	2.0	3=>2=>4	6100.0	21.0		346829751.0	346298517.0	342986517.0			2-3	1880.0	6.0
202047010709	ダ	右	1400	雨	重	15:10	サラ系C23組		2020-1-7	17	笠松	1	(馬齢)		2.0	180.0	1.0	2.0	100	1.0	7.0	120	3.0	6.0	110	2.0	2-7	760.0	4.0	2-7	210	3.0	2-6	120	1.0	6-7	230	5.0	2=>7	1190.0	4.0	2-6-7	420.0	1.0	2=>7=>6	2740.0	8.0		239716584.0	2,(3,9),7,6,1,5,8,4	279631584			2-7	790.0	4.0
202047010710	ダ	右	1600	雨	重	15:45	迎春賞		2020-1-7	17	笠松	1	(馬齢)		3.0	180.0	1.0	3.0	130	1.0	2.0	800	6.0				2-3	1850.0	9.0	2-3	500	10.0	1-3	140	1.0	1-2	700	12.0	3=>2	2710.0	10.0	1-2-3	1030.0	5.0	3=>2=>1	6580.0	26.0		2516348.0	2516384	2,5,1,(3,6),8,4					
