	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
202150010201	ダ	右	1400	晴	稍重	11:10	C3二		2021-1-2	23	園田	1	(馬齢)		3.0	150.0	1.0	3.0	110	1.0	2.0	120	2.0	5.0	140.0	4.0	2-3	370.0	2.0	2-3	170	1.0	3-5	250	3.0	2-5	370	5.0	3=>2	460.0	2.0	2-3-5	970.0	2.0	3=>2=>5	2550.0	3.0	68514327	68514327	68543172	68354127					
202150010202	ダ	右	1400	晴	稍重	11:40	3歳未勝利		2021-1-2	23	園田	1	(馬齢)		4.0	190.0	1.0	4.0	180	2.0	3.0	380	5.0				3-4	1320.0	6.0	3-4	320	6.0	4-6	170	1.0	3-6	350	7.0	4=>3	2230.0	12.0	3-4-6	880.0	4.0	4=>3=>6	5490.0	21.0	3,5,7,4,(1,6),2	3547162	3754621	3745621					
202150010203	ダ	右	1400	晴	稍重	12:10	C3一		2021-1-2	23	園田	1	(馬齢)		6.0	570.0	2.0	6.0	160	4.0	4.0	320	7.0	8.0	120.0	1.0	4-6	3190.0	11.0	4-6	540	9.0	6-8	160	1.0	4-8	410	7.0	6=>4	5810.0	16.0	4-6-8	880.0	3.0	6=>4=>8	16570.0	50.0	56384271	56384271	65834721	65387421					
202150010204	ダ	右	1400	晴	稍重	12:40	C1二		2021-1-2	23	園田	1	(馬齢)		1.0	100.0	1.0	1.0	100	1.0	6.0	120	2.0	5.0	120.0	3.0	1-6	180.0	1.0	1-6	140	1.0	1-5	170	2.0	5-6	300	5.0	1=>6	210.0	1.0	1-5-6	350.0	1.0	1=>6=>5	690.0	1.0	15864372	18546372	1,5,8,6,4,(3,7),2	15684372					
202150010205	ダ	右	1400	晴	稍重	13:15	C1一		2021-1-2	23	園田	1	(馬齢)		6.0	290.0	2.0	6.0	110	2.0	1.0	110	1.0	2.0	130.0	3.0	1-6	240.0	1.0	1-6	130	2.0	2-6	130	3.0	1-2	130	1.0	6=>1	470.0	1.0	1-2-6	220.0	1.0	6=>1=>2	1190.0	2.0	6721853	6721583	6712853	6271583					
202150010206	ダ	右	1870	晴	稍重	13:50	C1 		2021-1-2	23	園田	1	(馬齢)		2.0	930.0	4.0	2.0	310	4.0	4.0	190	3.0				2-4	980.0	4.0	2-4	280	5.0	1-2	820	10.0	1-4	380	6.0	2=>4	2190.0	10.0	1-2-4	2290.0	9.0	2=>4=>1	13700.0	48.0	354216	3,5,(2,4),1,6	(3,5),4,2,1,6	534216					
202150010207	ダ	右	1400	晴	稍重	14:30	C2二		2021-1-2	23	園田	1	(馬齢)		1.0	620.0	3.0	1.0	160	5.0	6.0	160	3.0	4.0	160.0	2.0	1-6	1920.0	8.0	1-6	560	8.0	1-4	470	7.0	4-6	420	6.0	1=>6	3220.0	11.0	1-4-6	2560.0	10.0	1=>6=>4	14350.0	51.0	1,8,4,6,3,(5,10),2,9,7	18463105297	18104639527	1,8,4,10,6,3,5,(2,7),9			1-6	1660.0	8.0
202150010208	ダ	右	1400	晴	稍重	15:05	C2一		2021-1-2	23	園田	1	(馬齢)		1.0	750.0	4.0	1.0	180	3.0	10.0	150	2.0	7.0	190.0	5.0	1-10	1190.0	5.0	1-10	350	2.0	1-7	870	13.0	7-10	460	8.0	1=>10	2280.0	9.0	1-7-10	3050.0	14.0	1=>10=>7	18140.0	74.0	79123410586	79123410586	7,9,1,2,3,(4,10),5,8,6	79121045683			1-8	630.0	5.0
202150010209	ダ	右	1400	晴	稍重	15:40	そのだは面白い!第1 		2021-1-2	23	園田	1	(馬齢)		1.0	140.0	1.0	1.0	100	1.0	3.0	120	2.0	11.0	140.0	4.0	1-3	230.0	1.0	1-3	140	1.0	1-11	170	2.0	3-11	250	4.0	1=>3	250.0	1.0	1-3-11	260.0	1.0	1=>3=>11	660.0	1.0	416351127812910	416351127812910	1,(3,4),11,6,5,8,2,7,12,9,10	131186425912710			1-3	200.0	1.0
202150010210	ダ	右	1400	晴	稍重	16:15	2021初夢賞A2B 		2021-1-2	23	園田	1	(別定)		8.0	190.0	1.0	8.0	100	1.0	1.0	120	2.0	2.0	220.0	5.0	1-8	190.0	1.0	1-8	140	1.0	2-8	720	10.0	1-2	640	9.0	8=>1	340.0	1.0	1-2-8	1150.0	3.0	8=>1=>2	3070.0	6.0	9,3,6,1,8,(4,5)-2,11,7,10	3,9,6,1,8,4,5-2,(7,11),10	3164895211107	3148652111079			1-7	250.0	1.0
