	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
202144011801	ダ	右	1400	曇	良	10:40	3歳　選抜牝馬		2021-1-18	16	大井	1	68万円未満	(別定)	6	310	1	6	140	2	4	160	3	11.0	690	9.0	3-4	400.0	1.0	4-6	620	3	4-6	270	2	6-11	1,550	17	4-11	1,400	16	4=>3	870.0	5.0	6=>4	1260	6	4-6-11	3510	11	6=>4=>11	10450	25		6.111213471410916e+17	6.111241314571091e+17	6.114121413571091e+17	13.4 - 11.8 - 12.2 - 13.0 - 13.1 - 12.7 - 13.4	13.4 - 25.2 - 37.4 - 50.4 - 63.5 - 76.2 - 89.6 (37.4-39.2)
202144011802	ダ	右	1200	曇	良	11:10	3歳　選抜牝馬		2021-1-18	16	大井	1	68万円未満	(別定)	4	900	4	4	350	6	1	190	2	7.0	410	7.0	1-3	440.0	1.0	1-4	1780	4	1-4	600	4	4-7	1,890	28	1-7	980	13	3=>1	500.0	1.0	4=>1	4780	17	1-4-7	4200	14	4=>1=>7	38440	124			2,3,13,14,(5,11),1,8,4,9,7,6,10,12	2,3,13,1,(5,11),4,14,8,6,9,7,10-12	12.6 - 11.6 - 12.4 - 13.3 - 13.2 - 13.3	12.6 - 24.2 - 36.6 - 49.9 - 63.1 - 76.4 (36.6-39.8)
202144011803	ダ	右	1200	曇	良	11:40	3歳　40万円		2021-1-18	16	大井	1	40万円未満	(別定)	8	5830	12	8	1,070	10	11	160	2	5.0	300	4.0	5-7	480.0	1.0	8-11	16090	35	8-11	2,220	22	5-8	2,900	26	5-11	950	11	5=>7	680.0	1.0	8=>11	34730	66	5-8-11	30260	69	8=>11=>5	251250	517			8.121141451310179e+18	8.121141451137109e+18	12.9 - 12.0 - 12.4 - 13.5 - 12.4 - 12.8	12.9 - 24.9 - 37.3 - 50.8 - 63.2 - 76.0 (37.3-38.7)
202144011804	ダ	右	1200	曇	良	12:10	3歳　新馬		2021-1-18	16	大井	1	(別定)		10	130	1	10	100	1	1	140	3	4.0	110	2.0	1-8	460.0	2.0	1-10	520	3	1-10	240	3	4-10	170	1	1-4	440	8	8=>1	530.0	2.0	10=>1	550	2	1-4-10	670	2	10=>1=>4	1720	3			1094275813-6	10,9,4,2,7,5,(1,8),3-6	13.0 - 11.7 - 12.3 - 13.1 - 11.8 - 12.6	13.0 - 24.7 - 37.0 - 50.1 - 61.9 - 74.5 (37.0-37.5)
202144011805	ダ	右	1600	晴	良	12:40	C3九　十		2021-1-18	16	大井	1	(別定)		7	250	1	7	110	1	2	140	2	9.0	150	3.0	2-5	330.0	1.0	2-7	460	1	2-7	220	1	7-9	290	2	2-9	450	5	5=>2	600.0	1.0	7=>2	810	1	2-7-9	870	2	7=>2=>9	3490	4	7.925311141214861e+18	7.952311241114861e+18	792518431214611-1310	7925148141263-11-1310	13.0 - 12.6 - 13.1 - 12.6 - 12.3 - 12.8 - 13.3 - 13.4	13.0 - 25.6 - 38.7 - 51.3 - 63.6 - 76.4 - 89.7 - 103.1 (38.7-39.5)
202144011806	ダ	右	1200	晴	良	13:15	C3九　十		2021-1-18	16	大井	1	(別定)		4	310	2	4	140	2	1	100	1	6.0	610	8.0	1-2	270.0	1.0	1-4	260	1	1-4	190	1	4-6	1,390	14	1-6	850	10	2=>1	560.0	3.0	4=>1	690	3	1-4-6	2610	8	4=>1=>6	12300	31			1,9,8,13,4,12,5,11,6,7,3,10,15=2	1,9,(4,13),5,8,12,6,11,3,7,10,15=2	12.9 - 11.5 - 12.2 - 13.2 - 12.6 - 12.4	12.9 - 24.4 - 36.6 - 49.8 - 62.4 - 74.8 (36.6-38.2)
202144011807	ダ	右	1600	晴	良	13:50	C212　1314		2021-1-18	16	大井	1	(別定)		2	3840	10	2	750	9	4	520	6	1.0	260	5.0	2-3	5350.0	17.0	2-4	15250	43	2-4	3,410	38	1-2	2,580	31	1-4	1,100	13	2=>3	14500.0	44.0	2=>4	27220	81	1-2-4	23770	75	2=>4=>1	139070	414	4,9,7,(2,12),3,11,1,10,8,14,5,13,6	4927121311108145-136	4911218714123105136	4,9,2,11,1,(7,8),(3,14),10,5,12,13,6	12.7 - 11.9 - 13.0 - 12.9 - 12.3 - 13.0 - 13.5 - 13.5	12.7 - 24.6 - 37.6 - 50.5 - 62.8 - 75.8 - 89.3 - 102.8 (37.6-40.0)
202144011808	ダ	右	1400	晴	良	14:25	C212　1314		2021-1-18	16	大井	1	(別定)		6	320	2	6	140	2	4	410	8	9.0	110	1.0	3-4	1370.0	6.0	4-6	5330	16	4-6	1,200	13	6-9	230	1	4-9	1,270	16	4=>3	2060.0	7.0	6=>4	10310	28	4-6-9	3710	11	6=>4=>9	27240	77		2,1,3,8,5,6,(4,7),11,(9,14),12,10,13	2361814910412571311	2361894101413127511	13.3 - 12.3 - 12.6 - 12.6 - 13.1 - 12.4 - 13.4	13.3 - 25.6 - 38.2 - 50.8 - 63.9 - 76.3 - 89.7 (38.2-38.9)
202144011809	ダ	右	1200	晴	良	15:00	C212　1314		2021-1-18	16	大井	1	(別定)		10	950	4	10	340	4	11	360	6	3.0	220	2.0	5-6	1730.0	5.0	10-11	9640	40	10-11	2,900	39	3-10	1,070	11	3-11	1,410	16	5=>6	3330.0	14.0	10=>11	15650	62	3-10-11	13870	52	10=>11=>3	79100	282			4,5,10,(2,7),12,14,11,(1,13),9,16,6,3,8,15	45102712111361413981615	12.6 - 11.4 - 11.9 - 12.8 - 12.5 - 13.6	12.6 - 24.0 - 35.9 - 48.7 - 61.2 - 74.8 (35.9-38.9)
202144011810	ダ	右	1400	晴	良	15:35	雪晴賞競走 		2021-1-18	16	大井	1	(別定)		13	160	1	13	110	1	9	180	4	3.0	280	5.0	6-8	180.0	1.0	9-13	500	3	9-13	250	2	3-13	520	5	3-9	1,060	11	8=>6	270.0	1.0	13=>9	610	2	3-9-13	2200	6	13=>9=>3	5380	9		3.137892456101111e+16	3.713896241101151e+16	3.137896241111051e+16	13.2 - 11.3 - 12.0 - 12.6 - 13.0 - 12.4 - 13.2	13.2 - 24.5 - 36.5 - 49.1 - 62.1 - 74.5 - 87.7 (36.5-38.6)
