	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
202145010101	ダ	左	1500	晴	稍重	11:20	2021幕開け特別 		2021-1-1	12	川崎	1	300万円以上450万円未満		1	2600	7	1	420	7	5	180	2	3.0	250.0	4.0	1-5	4080.0	13.0	1-5	5470	18	1-5	1,320	19	1-3	2,040	23	3-5	940	13	1=>5	12620.0	33.0	1=>5	14960	44	1-3-5	11810	36	1=>5=>3	142160	338	245369181012711	243561981012711	2,4,(3,5),1,6,9,8,7,10,12,11	2,4,(1,3),(8,5),6,12,9,10,7,11	5.9 - 11.2 - 12.3 - 13.8 - 12.5 - 13.2 - 14.5 - 13.6	5.9 - 17.1 - 29.4 - 43.2 - 55.7 - 68.9 - 83.4 - 97.0 (29.4-41.3)
202145010102	ダ	左	1400	晴	稍重	11:50	お年玉特別 		2021-1-1	12	川崎	1	130万円以上170万円未満		12	870	3	12	220	5	3	120	1	11.0	210.0	4.0	3-8	700.0	3.0	3-12	1400	6	3-12	530	7	11-12	1,010	12	3-11	450	5	8=>3	1730.0	7.0	12=>3	3170	12	3-11-12	3370	9	12=>3=>11	19740	54	12,6,7,2,(10,11),3,8,4,9,5,1	12672113108495	12,6,(2,7),11,3,10,8,9,5,4	12,(2,6,3,11),10,7,8,(5,9),4	12.9 - 13.2 - 14.1 - 12.7 - 13.3 - 13.8 - 13.6	12.9 - 26.1 - 40.2 - 52.9 - 66.2 - 80.0 - 93.6 (40.2-40.7)
202145010103	ダ	左	1400	晴	稍重	12:20	六座頭賞		2021-1-1	12	川崎	1			7	350	2	7	120	2	12	120	1	5.0	130.0	3.0	6-8	300.0	1.0	7-12	620	2	7-12	310	4	5-7	280	3	5-12	230	1	6=>8	860.0	2.0	7=>12	1440	4	5-7-12	760	1	7=>12=>5	4220	3	1,2,6,12,5,8,(4,11),3,7,10,9	1,2,6,(5,12),8,4,11,(3,7),10,9	(1,2),6,(5,8,12),7,11,3,4,10,9	2,(1,6,12),8,7,5,11,3,4,10,9	13.3 - 13.0 - 14.6 - 12.9 - 13.4 - 13.8 - 12.9	13.3 - 26.3 - 40.9 - 53.8 - 67.2 - 81.0 - 93.9 (40.9-40.1)
202145010104	ダ	左	1400	晴	稍重	12:50	五煙草賞		2021-1-1	12	川崎	1			3	130	1	3	130	1	1	1,260	10	4.0	640.0	8.0	1-3	3990.0	10.0	1-3	3590	11	1-3	1,280	12	3-4	810	9	1-4	10,320	42	3=>1	5540.0	14.0	3=>1	4750	13	1-3-4	17150	45	3=>1=>4	45340	115	(3,9),4,11,12,8,1,5,7,10,2,6	3,9,4,11,(8,12),1,5,7,10,2,6	3,9,4,11,12,8,5,1,7,2,10-6	3,4,8,9,(1,11),12,10,2,5,7=6	12.8 - 11.8 - 13.6 - 12.9 - 13.6 - 13.6 - 13.7	12.8 - 24.6 - 38.2 - 51.1 - 64.7 - 78.3 - 92.0 (38.2-40.9)
202145010105	ダ	左	1500	晴	稍重	13:20	四扇賞		2021-1-1	12	川崎	1			13	250	1	13	120	1	4	200	5	3.0	200.0	4.0	3-8	440.0	2.0	4-13	900	5	4-13	350	4	3-13	290	2	3-4	670	8	8=>3	840.0	2.0	13=>4	1390	3	3-4-13	1630	4	13=>4=>3	6550	13	14,13,9,(2,5,11),(3,4,12),10,7,6,8,1	14-13,5,9,11,2,4,12,3,10,7,6,8,1	14,13,5,2,9,11,4,3,12,10,(6,8),7,1	14,13,5,2,9,4,3,11,10,(7,12,8),6,1	6.0 - 11.9 - 12.4 - 13.4 - 12.9 - 13.9 - 14.5 - 13.4	6.0 - 17.9 - 30.3 - 43.7 - 56.6 - 70.5 - 85.0 - 98.4 (30.3-41.8)
202145010106	ダ	左	2000	晴	良	13:50	三茄子賞		2021-1-1	12	川崎	1			13	380	2	13	140	2	1	130	1	12.0	160.0	3.0	1-8	540.0	1.0	1-13	600	1	1-13	270	1	12-13	380	2	1-12	390	4	8=>1	1410.0	2.0	13=>1	1420	2	1-12-13	1400	2	13=>1=>12	6780	5	10,11,9,14,8,13,(1,4,7),5,12,6,3,2	10,11,9,13,14,8,(1,7),4,5,12,3,6,2	1091311378112144652	(10,9,13),3,7,(11,8,12),1,5,4,(14,6,2)	13.0 - 13.1 - 13.5 - 13.7 - 13.8 - 14.5 - 12.8 - 13.7 - 14.1 - 14.1	13.0 - 26.1 - 39.6 - 53.3 - 67.1 - 81.6 - 94.4 - 108.1 - 122.2 - 136.3 (39.6-41.9)
202145010107	ダ	左	900	晴	良	14:20	二鷹賞		2021-1-1	12	川崎	1			12	120	1	12	100	1	8	120	3	6.0	120.0	2.0	6-8	310.0	2.0	8-12	270	2	8-12	150	2	6-12	150	1	6-8	250	4	8=>6	360.0	2.0	12=>8	360	2	6-8-12	290	1	12=>8=>6	690	2			12,8,2,6,3,9,(1,5),10,(7,11),4	128263915107411	6.7 - 10.6 - 11.9 - 12.5 - 12.4	6.7 - 17.3 - 29.2 - 41.7 - 54.1 (29.2-36.8)
202145010108	ダ	左	900	晴	良	14:50	一富士賞		2021-1-1	12	川崎	1			2	200	1	2	110	1	6	400	8	3.0	130.0	2.0				2-6	2390	10	2-6	760	11	2-3	150	1	3-6	1,000	14				2=>6	3060	13	2-3-6	1850	5	2=>6=>3	8600	32			(5,6,7),(3,2),8,1,4	5,6,3,7,(1,2),4,8	6.6 - 10.8 - 11.6 - 12.5 - 12.4	6.6 - 17.4 - 29.0 - 41.5 - 53.9 (29.0-36.5)
202145010109	ダ	左	1500	晴	良	15:25	18thゴールデンホ 		2021-1-1	12	川崎	1			3	330	2	3	140	2	1	210	4	4.0	140.0	3.0	1-3	2040.0	11.0	1-3	2120	9	1-3	550	7	3-4	270	3	1-4	480	4	3=>1	3300.0	14.0	3=>1	2990	9	1-3-4	2100	7	3=>1=>4	12690	40	3,4,6,1,11,2,(5,12),7,8,9,10	3,4,6,1,11,2,5,8,12,(9,7),10	3,4,6,11,1,12,10,(2,5),8,7,9	3,4,1,11,10,2,6,8,5,(7,12),9	5.4 - 11.8 - 12.8 - 13.9 - 12.6 - 13.2 - 13.3 - 13.5	5.4 - 17.2 - 30.0 - 43.9 - 56.5 - 69.7 - 83.0 - 96.5 (30.0-40.0)
202145010110	ダ	左	1600	晴	良	16:00	初夢特別 		2021-1-1	12	川崎	1			5	140	1	5	110	1	6	140	3							5-6	350	2	5-6	110	2	1-5	110	1	1-6	130	3				5=>6	660	3	1-5-6	120	1	5=>6=>1	680	3	152364	152364	(1,5),6,3,2,4	5,1,6-3,2,4	13.0 - 12.3 - 12.0 - 13.5 - 12.4 - 12.7 - 13.3 - 13.6	13.0 - 25.3 - 37.3 - 50.8 - 63.2 - 75.9 - 89.2 - 102.8 (37.3-39.6)
