	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠単:的中	枠単:配当	枠単:人気
200548010101	ダ	右	1400	晴	重	10:45	サラC28組		2005-1-1	19	名古屋	1																																															
200548010102	ダ	右	1400	晴	重	11:15	サラC27組		2005-1-1	19	名古屋	1																																															
200548010103	ダ	右	1400	晴	重	11:45	サラC26組		2005-1-1	19	名古屋	1	牝																																														
200548010104	ダ	右	1400	晴	重	12:15	七福神賞		2005-1-1	19	名古屋	1																																															
200548010105	ダ	右	1300	晴	重	12:45	サラC19組		2005-1-1	19	名古屋	1																																															
200548010106	ダ	右	1400	晴	重	13:20	サラC18組		2005-1-1	19	名古屋	1																																															
200548010107	ダ	右	1400	晴	重	13:55	名古屋装蹄師会若水賞		2005-1-1	19	名古屋	1																																															
200548010108	ダ	右	1400	晴	重	14:30	売店組合名友会初日の		2005-1-1	19	名古屋	1																																															
200548010109	ダ	右	1600	晴	重	15:05	JBCカウントダウン		2005-1-1	19	名古屋	1																																															
200548010110	ダ	右	1400	晴	重	15:40	2005ビッグイヤー 		2005-1-1	19	名古屋	1																																															
200548010201	ダ	右	1400	晴	稍重	10:45	アラ系A5組		2005-1-2	19	名古屋	2																																															
200548010202	ダ	右	1400	晴	稍重	11:15	サラC25組		2005-1-2	19	名古屋	2																																															
200548010203	ダ	右	1300	晴	稍重	11:50	サラC24組		2005-1-2	19	名古屋	2																																															
200548010204	ダ	右	1400	晴	稍重	12:25	アラ系A4組選抜		2005-1-2	19	名古屋	2																																															
200548010205	ダ	右	1600	晴	稍重	13:00	ジョイクラブ若竹賞		2005-1-2	19	名古屋	2																																															
200548010206	ダ	右	1600	晴	稍重	13:35	東海馬匹酉年賞		2005-1-2	19	名古屋	2																																															
200548010207	ダ	右	1400	晴	稍重	14:10	愛知ユウキクラブ初夢		2005-1-2	19	名古屋	2																																															
200548010208	ダ	右	1400	晴	稍重	14:50	トータリーゼーター頌		2005-1-2	19	名古屋	2																																															
